n = 37
27 28 0.692307692307692;
27 32 0.719211822660099;
27 33 0.91358024691358;
27 34 0.744027303754266;
28 29 1;
29 34 0.642857142857143;
30 31 0.73972602739726;
30 33 0.685512367491166;
30 35 0.9375;
30 36 0.666666666666667;
32 33 0.867986798679868;
32 34 0.791044776119403;
33 34 0.783505154639175;
35 36 0.972222222222222]
