n = 104
3 22 0.737306843267108;
3 23 0.753424657534247;
3 24 0.722222222222222;
3 78 0.958250497017893;
3 79 0.954248366013072;
3 80 0.769565217391304;
3 81 0.749506903353057;
3 82 0.696821515892421;
3 86 0.953229398663697;
3 87 0.821339950372208;
3 88 0.758893280632411;
3 90 0.95475113122172;
3 91 0.938559322033898;
3 92 0.797413793103448;
3 93 0.953722334004024;
3 94 0.953846153846154;
3 95 0.954451345755694;
3 98 0.755060728744939;
3 101 0.71551724137931;
4 5 0.963562753036437;
4 6 0.951219512195122;
4 7 0.974770642201835;
4 8 0.924024640657084;
4 9 0.955974842767296;
4 10 0.944672131147541;
4 11 0.958230958230958;
4 12 0.95;
4 13 0.954635108481262;
4 14 0.923076923076923;
4 15 0.942708333333333;
4 16 0.957831325301205;
4 17 0.967078189300412;
4 18 0.748502994011976;
4 19 0.7409200968523;
4 20 0.768240343347639;
4 21 0.757396449704142;
4 22 0.737668161434978;
4 23 0.753479125248509;
4 24 0.721854304635762;
4 78 0.956087824351297;
4 79 0.945175438596491;
4 80 0.758389261744966;
4 81 0.755467196819085;
4 82 0.688725490196078;
4 86 0.959367945823928;
4 87 0.820448877805486;
4 88 0.755467196819085;
4 90 0.968181818181818;
4 91 0.943965517241379;
4 92 0.797385620915033;
4 93 0.945121951219512;
4 94 0.955456570155902;
4 95 0.95;
4 98 0.763374485596708;
4 101 0.775700934579439;
5 6 0.958661417322835;
5 7 0.977777777777778;
5 8 0.93516699410609;
5 9 0.96646942800789;
5 10 0.955339805825243;
5 11 0.961904761904762;
5 12 0.960861056751468;
5 13 0.960076045627376;
5 14 0.928802588996764;
5 15 0.935323383084577;
5 16 0.963740458015267;
5 17 0.972495088408644;
5 18 0.756756756756757;
5 19 0.729411764705882;
5 20 0.748478701825558;
5 21 0.74904214559387;
5 22 0.726293103448276;
5 23 0.739961759082218;
5 24 0.715481171548117;
5 78 0.964912280701754;
5 79 0.953156822810591;
5 80 0.755888650963597;
5 81 0.743243243243243;
5 82 0.671328671328671;
5 86 0.949781659388646;
5 87 0.789719626168224;
5 88 0.749518304431599;
5 90 0.955752212389381;
5 91 0.939958592132505;
5 92 0.781970649895178;
5 93 0.954813359528487;
5 94 0.955882352941177;
5 95 0.960707269155206;
5 98 0.746062992125984;
5 101 0.727272727272727;
6 7 0.963963963963964;
6 8 0.93469387755102;
6 9 0.94672131147541;
6 10 0.943887775551102;
6 11 0.945544554455445;
6 12 0.947265625;
6 13 0.946360153256705;
6 14 0.92483660130719;
6 15 0.9;
6 16 0.955165692007797;
6 17 0.958;
6 18 0.73121387283237;
6 19 0.708428246013667;
6 20 0.727848101265823;
6 21 0.722007722007722;
6 22 0.688741721854305;
6 23 0.72007722007722;
6 24 0.683870967741935;
6 78 0.956692913385827;
6 79 0.944325481798715;
6 80 0.72707423580786;
6 81 0.715399610136452;
6 82 0.665060240963855;
6 86 0.942857142857143;
6 87 0.776978417266187;
6 88 0.720754716981132;
6 90 0.948775055679287;
6 91 0.924050632911392;
6 92 0.752118644067797;
6 93 0.94047619047619;
6 94 0.950108459869848;
6 95 0.949698189134809;
6 98 0.722554890219561;
6 101 0.73109243697479;
7 8 0.948545861297539;
7 9 0.972602739726027;
7 10 0.968957871396896;
7 11 0.969613259668508;
7 12 0.962637362637363;
7 13 0.965738758029979;
7 14 0.94921875;
7 15 0.965317919075145;
7 16 0.964835164835165;
7 17 0.977426636568849;
7 18 0.726643598615917;
7 19 0.699208443271768;
7 20 0.730582524271845;
7 21 0.728260869565217;
7 22 0.698254364089776;
7 23 0.71948608137045;
7 24 0.693363844393593;
7 78 0.965665236051502;
7 79 0.963680387409201;
7 80 0.73134328358209;
7 81 0.721382289416847;
7 82 0.655080213903743;
7 86 0.969773299748111;
7 87 0.785714285714286;
7 88 0.722100656455142;
7 90 0.970223325062035;
7 91 0.965116279069767;
7 92 0.766109785202864;
7 93 0.964044943820225;
7 94 0.95933014354067;
7 95 0.972850678733032;
7 98 0.732142857142857;
7 101 0.739130434782609;
8 9 0.92827868852459;
8 10 0.925049309664694;
8 11 0.923076923076923;
8 12 0.936;
8 13 0.929549902152642;
8 14 0.939297124600639;
8 15 0.837696335078534;
8 16 0.93186372745491;
8 17 0.932377049180328;
8 18 0.720858895705521;
8 19 0.723970944309927;
8 20 0.721757322175732;
8 21 0.728155339805825;
8 22 0.705882352941177;
8 23 0.733201581027668;
8 24 0.729490022172949;
8 78 0.940828402366864;
8 79 0.936575052854123;
8 80 0.746636771300448;
8 81 0.73;
8 82 0.643867924528302;
8 86 0.920634920634921;
8 87 0.777777777777778;
8 88 0.734530938123752;
8 90 0.925170068027211;
8 91 0.909287257019438;
8 92 0.777292576419214;
8 93 0.922606924643585;
8 94 0.938559322033898;
8 95 0.937875751503006;
8 98 0.731707317073171;
8 101 0.725;
9 10 0.947791164658635;
9 11 0.953316953316953;
9 12 0.95112016293279;
9 13 0.952475247524752;
9 14 0.919191919191919;
9 15 0.942028985507246;
9 16 0.955911823647295;
9 17 0.965020576131687;
9 18 0.755882352941176;
9 19 0.740740740740741;
9 20 0.76545842217484;
9 21 0.763419483101392;
9 22 0.739819004524887;
9 23 0.752988047808765;
9 24 0.720620842572062;
9 78 0.95959595959596;
9 79 0.941908713692946;
9 80 0.754838709677419;
9 81 0.753479125248509;
9 82 0.692857142857143;
9 86 0.940639269406393;
9 87 0.807228915662651;
9 88 0.763052208835341;
9 90 0.94954128440367;
9 91 0.931182795698925;
9 92 0.798245614035088;
9 93 0.944672131147541;
9 94 0.952069716775599;
9 95 0.953252032520325;
9 98 0.761224489795918;
9 101 0.811881188118812;
10 11 0.959134615384615;
10 12 0.946215139442231;
10 13 0.941972920696325;
10 14 0.913183279742765;
10 15 0.931372549019608;
10 16 0.944773175542406;
10 17 0.953441295546559;
10 18 0.76219512195122;
10 19 0.719339622641509;
10 20 0.744282744282744;
10 21 0.741682974559687;
10 22 0.717105263157895;
10 23 0.732421875;
10 24 0.707158351409978;
10 78 0.953307392996109;
10 79 0.957894736842105;
10 80 0.74780701754386;
10 81 0.73385518590998;
10 82 0.658198614318707;
10 86 0.928251121076233;
10 87 0.772833723653396;
10 88 0.741617357001972;
10 90 0.940265486725664;
10 91 0.927966101694915;
10 92 0.774193548387097;
10 93 0.935613682092555;
10 94 0.949473684210526;
10 95 0.947265625;
10 98 0.742454728370221;
10 101 0.695652173913043;
11 12 0.943488943488944;
11 13 0.95;
11 14 0.916058394160584;
11 15 0.916666666666667;
11 16 0.953771289537713;
11 17 0.959798994974874;
11 18 0.764705882352941;
11 19 0.710843373493976;
11 20 0.742857142857143;
11 21 0.738095238095238;
11 22 0.713930348258706;
11 23 0.737980769230769;
11 24 0.68870523415978;
11 78 0.968446601941748;
11 79 0.950777202072539;
11 80 0.751243781094527;
11 81 0.731414868105516;
11 82 0.652941176470588;
11 86 0.937837837837838;
11 87 0.788519637462236;
11 88 0.734939759036145;
11 90 0.94320987654321;
11 91 0.930051813471503;
11 92 0.778378378378378;
11 93 0.944309927360775;
11 94 0.941919191919192;
11 95 0.952970297029703;
11 98 0.745049504950495;
11 101 0.654545454545455;
12 13 0.944761904761905;
12 14 0.925324675324675;
12 15 0.936842105263158;
12 16 0.951644100580271;
12 17 0.96031746031746;
12 18 0.729651162790698;
12 19 0.720183486238532;
12 20 0.74321503131524;
12 21 0.728136882129278;
12 22 0.705240174672489;
12 23 0.731800766283525;
12 24 0.697228144989339;
12 78 0.951456310679612;
12 79 0.946581196581197;
12 80 0.749460043196544;
12 81 0.730550284629981;
12 82 0.66824644549763;
12 86 0.945652173913043;
12 87 0.787951807228916;
12 88 0.733333333333333;
12 90 0.944812362030905;
12 91 0.936475409836066;
12 92 0.765199161425577;
12 93 0.94488188976378;
12 94 0.959139784946237;
12 95 0.945344129554656;
12 98 0.737154150197628;
12 101 0.723577235772358;
13 14 0.920634920634921;
13 15 0.925742574257426;
13 16 0.950943396226415;
13 17 0.965250965250965;
13 18 0.751445086705202;
13 19 0.729357798165138;
13 20 0.747433264887064;
13 21 0.742056074766355;
13 22 0.720338983050847;
13 23 0.731843575418994;
13 24 0.702083333333333;
13 78 0.950850661625709;
13 79 0.938144329896907;
13 80 0.741596638655462;
13 81 0.736346516007533;
13 82 0.672897196261682;
13 86 0.941299790356394;
13 87 0.784222737819026;
13 88 0.73921200750469;
13 90 0.950749464668094;
13 91 0.931313131313131;
13 92 0.768916155419223;
13 93 0.938579654510557;
13 94 0.946169772256729;
13 95 0.954813359528487;
13 98 0.737451737451737;
13 101 0.699186991869919;
14 15 0.859649122807018;
14 16 0.916666666666667;
14 17 0.937716262975779;
14 18 0.788659793814433;
14 19 0.805907172995781;
14 20 0.76056338028169;
14 21 0.766561514195584;
14 22 0.75;
14 23 0.760517799352751;
14 24 0.749019607843137;
14 26 0.597902097902098;
14 27 0.594059405940594;
14 34 0.600706713780919;
14 35 0.598039215686274;
14 36 0.637065637065637;
14 39 0.598039215686274;
14 40 0.677536231884058;
14 41 0.604575163398693;
14 43 0.599358974358974;
14 45 0.594059405940594;
14 51 0.642105263157895;
14 52 0.589905362776025;
14 56 0.599358974358974;
14 57 0.637735849056604;
14 59 0.591772151898734;
14 60 0.5814696485623;
14 61 0.636704119850187;
14 62 0.584459459459459;
14 63 0.629508196721312;
14 64 0.603225806451613;
14 70 0.58364312267658;
14 78 0.92483660130719;
14 79 0.953900709219858;
14 80 0.786941580756014;
14 81 0.776315789473684;
14 82 0.745318352059925;
14 86 0.926315789473684;
14 87 0.782894736842105;
14 88 0.784810126582278;
14 90 0.912891986062718;
14 91 0.893333333333333;
14 92 0.765822784810127;
14 93 0.922330097087379;
14 94 0.92226148409894;
14 95 0.915032679738562;
14 96 0.611111111111111;
14 98 0.760797342192691;
14 99 0.59375;
14 101 0.688311688311688;
14 103 0.608695652173913;
15 16 0.928571428571429;
15 17 0.942307692307692;
15 18 0.696774193548387;
15 19 0.618279569892473;
15 20 0.658291457286432;
15 21 0.66497461928934;
15 22 0.653061224489796;
15 23 0.651960784313726;
15 24 0.587939698492462;
15 78 0.925742574257426;
15 79 0.9375;
15 80 0.656862745098039;
15 81 0.653266331658292;
15 86 0.916256157635468;
15 87 0.782312925170068;
15 88 0.663316582914573;
15 90 0.919786096256685;
15 91 0.893401015228426;
15 92 0.753246753246753;
15 93 0.912621359223301;
15 94 0.927083333333333;
15 95 0.916256157635468;
15 98 0.661538461538462;
15 99 1;
15 101 1;
15 102 1;
15 103 1;
16 17 0.962671905697446;
16 18 0.727536231884058;
16 19 0.701388888888889;
16 20 0.736514522821577;
16 21 0.721280602636535;
16 22 0.693617021276596;
16 23 0.71780303030303;
16 24 0.68125;
16 78 0.957528957528958;
16 79 0.941908713692946;
16 80 0.73036093418259;
16 81 0.713740458015267;
16 82 0.655660377358491;
16 86 0.948275862068966;
16 87 0.777511961722488;
16 88 0.716190476190476;
16 90 0.945533769063181;
16 91 0.930184804928131;
16 92 0.752598752598753;
16 93 0.937743190661479;
16 94 0.965738758029979;
16 95 0.949899799599198;
16 98 0.72147001934236;
16 101 0.681034482758621;
17 18 0.744615384615385;
17 19 0.722095671981777;
17 20 0.750528541226216;
17 21 0.739299610894942;
17 22 0.712389380530973;
17 23 0.72972972972973;
17 24 0.697424892703863;
17 78 0.962376237623762;
17 79 0.959051724137931;
17 80 0.738562091503268;
17 81 0.728515625;
17 82 0.668304668304668;
17 86 0.953436807095344;
17 87 0.796068796068796;
17 88 0.73972602739726;
17 90 0.959459459459459;
17 91 0.94327731092437;
17 92 0.771367521367521;
17 93 0.958083832335329;
17 94 0.958241758241758;
17 95 0.963114754098361;
17 98 0.74;
17 101 0.715447154471545;
18 19 0.955631399317406;
18 20 0.97196261682243;
18 21 0.96875;
18 22 0.938837920489297;
18 23 0.947826086956522;
18 24 0.860068259385666;
18 78 0.73546511627907;
18 79 0.777070063694268;
18 80 0.960227272727273;
18 81 0.956896551724138;
18 82 0.912891986062718;
18 86 0.734982332155477;
18 87 0.972332015810277;
18 88 0.969101123595506;
18 90 0.726726726726727;
18 91 0.70926517571885;
18 92 0.969899665551839;
18 93 0.752906976744186;
18 94 0.780405405405405;
18 95 0.747720364741641;
18 98 0.946587537091988;
19 20 0.984575835475578;
19 21 0.979214780600462;
19 22 0.952380952380952;
19 23 0.967816091954023;
19 24 0.906493506493506;
19 30 0.590361445783133;
19 78 0.708045977011494;
19 79 0.774869109947644;
19 80 0.959677419354839;
19 81 0.977272727272727;
19 82 0.930434782608696;
19 86 0.726790450928382;
19 87 0.97953216374269;
19 88 0.975280898876404;
19 90 0.703504043126685;
19 91 0.705159705159705;
19 92 0.979381443298969;
19 93 0.741860465116279;
19 94 0.742268041237113;
19 95 0.719714964370546;
19 98 0.962174940898345;
19 101 0.989010989010989;
20 21 0.989775051124744;
20 22 0.961995249406176;
20 23 0.971134020618557;
20 24 0.912359550561798;
20 78 0.745341614906832;
20 79 0.778523489932886;
20 80 0.976798143851508;
20 81 0.977178423236514;
20 82 0.92713567839196;
20 86 0.747044917257683;
20 87 0.987244897959184;
20 88 0.985537190082645;
20 90 0.722488038277512;
20 91 0.732584269662921;
20 92 0.984018264840183;
20 93 0.760593220338983;
20 94 0.756818181818182;
20 95 0.733615221987315;
20 98 0.976793248945148;
20 101 0.971428571428571;
21 22 0.959401709401709;
21 23 0.971910112359551;
21 24 0.914405010438413;
21 78 0.732824427480916;
21 79 0.77962577962578;
21 80 0.972631578947368;
21 81 0.977272727272727;
21 82 0.93006993006993;
21 86 0.746268656716418;
21 87 0.983490566037736;
21 88 0.979206049149338;
21 90 0.720430107526882;
21 91 0.727087576374745;
21 92 0.981481481481482;
21 93 0.752895752895753;
21 94 0.758474576271186;
21 95 0.736633663366337;
21 98 0.972972972972973;
21 101 0.983193277310924;
22 23 0.942430703624733;
22 24 0.919724770642202;
22 78 0.702586206896552;
22 79 0.743529411764706;
22 80 0.947136563876652;
22 81 0.948608137044968;
22 82 0.89159891598916;
22 86 0.729665071770335;
22 87 0.972677595628415;
22 88 0.954741379310345;
22 90 0.694196428571429;
22 91 0.68677494199536;
22 92 0.97624703087886;
22 93 0.731868131868132;
22 94 0.734299516908213;
22 95 0.704954954954955;
22 98 0.947368421052632;
22 101 0.986486486486487;
23 24 0.915113871635611;
23 78 0.738549618320611;
23 79 0.769230769230769;
23 80 0.964135021097046;
23 81 0.962192816635161;
23 82 0.910798122065728;
23 86 0.742553191489362;
23 87 0.974056603773585;
23 88 0.962335216572505;
23 90 0.708423326133909;
23 91 0.714285714285714;
23 92 0.973305954825462;
23 93 0.742307692307692;
23 94 0.75635593220339;
23 95 0.731755424063116;
23 98 0.959381044487427;
23 101 0.983739837398374;
24 78 0.688559322033898;
24 79 0.761574074074074;
24 80 0.898345153664303;
24 81 0.905660377358491;
24 82 0.832446808510638;
24 86 0.696261682242991;
24 87 0.936170212765957;
24 88 0.905063291139241;
24 90 0.679518072289157;
24 91 0.680272108843537;
24 92 0.939814814814815;
24 93 0.704741379310345;
24 94 0.733333333333333;
24 95 0.692307692307692;
24 98 0.909871244635193;
24 101 0.983193277310924;
25 26 0.818471337579618;
25 27 0.908011869436202;
25 28 0.914893617021277;
25 29 0.937888198757764;
25 30 0.882926829268293;
25 31 0.904477611940299;
25 32 0.920382165605096;
25 33 0.935393258426966;
25 34 0.786144578313253;
25 35 0.756838905775076;
25 36 0.741818181818182;
25 37 0.768072289156627;
25 38 0.740112994350282;
25 39 0.734104046242775;
25 40 0.713675213675214;
25 41 0.73900293255132;
25 42 0.751572327044025;
25 43 0.716763005780347;
25 44 0.71264367816092;
25 45 0.719879518072289;
25 46 0.730659025787966;
25 47 0.75609756097561;
25 48 0.75;
25 49 0.767326732673267;
25 50 0.745398773006135;
25 51 0.774691358024691;
25 52 0.752112676056338;
25 53 0.741641337386018;
25 54 0.714714714714715;
25 55 0.75;
25 56 0.658783783783784;
25 57 0.735191637630662;
25 58 0.791946308724832;
25 59 0.747800586510264;
25 60 0.712676056338028;
25 61 0.748538011695906;
25 62 0.717201166180758;
25 63 0.71919770773639;
25 64 0.731428571428571;
25 65 0.740524781341108;
25 66 0.738461538461539;
25 67 0.708333333333333;
25 68 0.895705521472393;
25 69 0.906515580736544;
25 70 0.890728476821192;
25 71 -0.259124087591241;
25 74 0.734870317002882;
25 75 0.768072289156627;
25 76 0.763636363636364;
25 77 0.79144385026738;
25 83 -0.25;
25 85 -0.318885448916409;
25 89 0.708708708708709;
25 96 0.699186991869919;
25 97 0.758720930232558;
25 99 0.654135338345865;
25 103 1;
26 27 0.791666666666667;
26 28 0.765807962529274;
26 29 0.773333333333333;
26 30 0.899280575539568;
26 31 0.842995169082126;
26 32 0.757918552036199;
26 33 0.758403361344538;
26 34 0.664414414414414;
26 35 0.649885583524027;
26 36 0.673575129533679;
26 37 0.648590021691974;
26 38 0.62993762993763;
26 39 0.623931623931624;
26 40 0.756410256410256;
26 41 0.650549450549451;
26 42 0.613686534216336;
26 43 0.61063829787234;
26 44 0.608421052631579;
26 45 0.619047619047619;
26 46 0.66875;
26 47 0.679372197309417;
26 48 0.661670235546039;
26 49 0.755555555555556;
26 50 0.745257452574526;
26 51 0.66;
26 52 0.64033264033264;
26 53 0.638888888888889;
26 54 0.614879649890591;
26 55 0.665207877461707;
26 56 0.585308056872038;
26 57 0.751937984496124;
26 58 0.776536312849162;
26 59 0.640425531914894;
26 60 0.662473794549266;
26 61 0.697459584295612;
26 62 0.649237472766884;
26 63 0.652078774617068;
26 64 0.621338912133891;
26 65 0.652631578947368;
26 66 0.594713656387665;
26 67 0.626898047722343;
26 68 0.760089686098655;
26 69 0.741525423728814;
26 70 0.737745098039216;
26 74 0.673684210526316;
26 75 0.652838427947598;
26 76 0.618483412322275;
26 77 0.777777777777778;
26 89 0.59825327510917;
26 96 0.60377358490566;
26 97 0.621739130434783;
26 99 0.732758620689655;
27 28 0.943965517241379;
27 29 0.934826883910387;
27 30 0.915857605177994;
27 31 0.899343544857768;
27 32 0.959139784946237;
27 33 0.940613026819923;
27 34 0.825462012320329;
27 35 0.797894736842105;
27 36 0.839416058394161;
27 37 0.832;
27 38 0.791271347248577;
27 39 0.793036750483559;
27 40 0.826470588235294;
27 41 0.806387225548902;
27 42 0.790650406504065;
27 43 0.787644787644788;
27 44 0.784615384615385;
27 45 0.778455284552846;
27 46 0.808795411089866;
27 47 0.80241935483871;
27 48 0.813725490196078;
27 49 0.851162790697674;
27 50 0.810473815461347;
27 51 0.812108559498956;
27 52 0.817142857142857;
27 53 0.811359026369168;
27 54 0.774647887323944;
27 55 0.817269076305221;
27 56 0.780851063829787;
27 57 0.830882352941177;
27 58 0.828877005347594;
27 59 0.804305283757339;
27 60 0.803088803088803;
27 61 0.843683083511777;
27 62 0.798403193612774;
27 63 0.802371541501976;
27 64 0.799227799227799;
27 65 0.794466403162055;
27 66 0.771255060728745;
27 67 0.773809523809524;
27 68 0.942740286298569;
27 69 0.947162426614481;
27 70 0.9;
27 71 -0.176991150442478;
27 74 0.815028901734104;
27 75 0.812877263581489;
27 76 0.805369127516778;
27 77 0.811023622047244;
27 83 -0.192229038854806;
27 85 -0.196261682242991;
27 89 0.760736196319018;
27 96 0.770531400966184;
27 97 0.796407185628742;
27 99 0.75;
27 102 0.658333333333333;
27 103 0.852459016393443;
28 29 0.937219730941704;
28 30 0.926573426573427;
28 31 0.91016548463357;
28 32 0.952702702702703;
28 33 0.942622950819672;
28 34 0.797752808988764;
28 35 0.760869565217391;
28 36 0.801033591731266;
28 37 0.786177105831533;
28 38 0.753564154786151;
28 39 0.757894736842105;
28 40 0.76;
28 41 0.76875;
28 42 0.753275109170306;
28 43 0.744813278008299;
28 44 0.734989648033126;
28 45 0.725877192982456;
28 46 0.74949083503055;
28 47 0.78125;
28 48 0.762105263157895;
28 49 0.79126213592233;
28 50 0.775456919060052;
28 51 0.778270509977827;
28 52 0.767206477732793;
28 53 0.755364806866953;
28 54 0.733050847457627;
28 55 0.766738660907127;
28 56 0.722863741339492;
28 57 0.755102040816326;
28 58 0.776041666666667;
28 59 0.756756756756757;
28 60 0.751020408163265;
28 61 0.788018433179724;
28 62 0.751578947368421;
28 63 0.770833333333333;
28 64 0.751552795031056;
28 65 0.748427672955975;
28 66 0.722100656455142;
28 67 0.725158562367865;
28 68 0.942982456140351;
28 69 0.916326530612245;
28 70 0.90293453724605;
28 71 -0.223270440251572;
28 74 0.747412008281574;
28 75 0.754201680672269;
28 76 0.753026634382567;
28 77 0.792207792207792;
28 83 -0.252212389380531;
28 85 -0.254672897196262;
28 89 0.720338983050847;
28 96 0.6953125;
28 97 0.747433264887064;
28 99 0.706730769230769;
28 102 0.596638655462185;
28 103 0.766666666666667;
29 30 0.933993399339934;
29 31 0.897025171624714;
29 32 0.934497816593886;
29 33 0.956175298804781;
29 34 0.769556025369979;
29 35 0.748927038626609;
29 36 0.780193236714976;
29 37 0.778008298755187;
29 38 0.741617357001972;
29 39 0.741035856573705;
29 40 0.753125;
29 41 0.753593429158111;
29 42 0.751054852320675;
29 43 0.736111111111111;
29 44 0.725450901803607;
29 45 0.722222222222222;
29 46 0.751984126984127;
29 47 0.749478079331942;
29 48 0.760479041916168;
29 49 0.798029556650246;
29 50 0.754521963824289;
29 51 0.770562770562771;
29 52 0.764822134387352;
29 53 0.764462809917355;
29 54 0.727272727272727;
29 55 0.759916492693111;
29 56 0.719298245614035;
29 57 0.786069651741294;
29 58 0.762295081967213;
29 59 0.749498997995992;
29 60 0.750996015936255;
29 61 0.794183445190157;
29 62 0.75;
29 63 0.751515151515151;
29 64 0.747514910536779;
29 65 0.748979591836735;
29 66 0.710144927536232;
29 67 0.724696356275304;
29 68 0.939834024896266;
29 69 0.928861788617886;
29 70 0.89749430523918;
29 74 0.759443339960239;
29 75 0.752066115702479;
29 76 0.757437070938215;
29 77 0.748987854251012;
29 83 -0.1875;
29 85 -0.174757281553398;
29 89 0.721991701244813;
29 96 0.743589743589744;
29 97 0.752083333333333;
29 99 0.673728813559322;
29 102 0.626086956521739;
29 103 0.803571428571429;
30 31 0.898305084745763;
30 32 0.921428571428571;
30 33 0.93015873015873;
30 34 0.782006920415225;
30 35 0.739130434782609;
30 36 0.777777777777778;
30 37 0.769491525423729;
30 38 0.739130434782609;
30 39 0.700315457413249;
30 40 0.779850746268657;
30 41 0.729903536977492;
30 42 0.716129032258065;
30 43 0.721518987341772;
30 44 0.718354430379747;
30 45 0.683168316831683;
30 46 0.726984126984127;
30 47 0.740484429065744;
30 48 0.713826366559486;
30 49 0.746153846153846;
30 50 0.726591760299625;
30 51 0.75503355704698;
30 52 0.740506329113924;
30 53 0.721311475409836;
30 54 0.696969696969697;
30 55 0.737373737373737;
30 56 0.738317757009346;
30 57 0.723636363636364;
30 58 0.725190839694656;
30 59 0.709779179810726;
30 60 0.722044728434505;
30 61 0.785185185185185;
30 62 0.705685618729097;
30 63 0.726708074534162;
30 64 0.70096463022508;
30 65 0.711111111111111;
30 66 0.670967741935484;
30 67 0.69281045751634;
30 68 0.898026315789474;
30 69 0.9;
30 70 0.899280575539568;
30 74 0.729903536977492;
30 75 0.717171717171717;
30 76 0.723636363636364;
30 77 0.797029702970297;
30 79 0.609318996415771;
30 89 0.691318327974277;
30 96 0.656;
30 97 0.711920529801324;
30 99 0.677018633540373;
30 101 0.648148148148148;
30 103 1;
31 32 0.897619047619048;
31 33 0.903966597077244;
31 34 0.784403669724771;
31 35 0.769585253456221;
31 36 0.761154855643045;
31 37 0.763676148796499;
31 38 0.732919254658385;
31 39 0.740976645435244;
31 40 0.745664739884393;
31 41 0.7527352297593;
31 42 0.751648351648352;
31 43 0.732776617954071;
31 44 0.726890756302521;
31 45 0.711409395973154;
31 46 0.738493723849372;
31 47 0.753393665158371;
31 48 0.751082251082251;
31 49 0.751173708920188;
31 50 0.738693467336683;
31 51 0.764044943820225;
31 52 0.764948453608247;
31 53 0.742152466367713;
31 54 0.720620842572062;
31 55 0.758771929824561;
31 56 0.715962441314554;
31 57 0.76865671641791;
31 58 0.768229166666667;
31 59 0.754273504273504;
31 60 0.736842105263158;
31 61 0.776744186046512;
31 62 0.730021598272138;
31 63 0.75764192139738;
