n = 77
13 15 0.903553299492386;
13 16 0.829145728643216;
13 17 0.911764705882353;
13 18 1;
13 20 -0.386861313868613;
13 25 -0.414965986394558;
13 31 -0.44954128440367;
13 32 -0.393258426966292;
13 36 0.759259259259259;
13 37 0.846153846153846;
13 38 0.819767441860465;
13 45 -0.384615384615385;
13 47 0.685567010309278;
13 49 0.661691542288557;
13 50 0.731843575418994;
13 51 0.666666666666667;
13 53 0.68;
13 56 -0.386075949367089;
13 60 0.780821917808219;
13 61 0.692307692307692;
13 62 -0.418478260869565;
13 65 -0.440414507772021;
13 66 -0.452380952380952;
13 67 0.705882352941177;
13 68 0.717073170731707;
13 69 -0.388888888888889;
13 71 -0.394957983193277;
13 72 0.696969696969697;
13 74 0.704;
13 75 0.831460674157303;
14 15 0.936842105263158;
14 16 0.839378238341969;
14 17 0.923857868020305;
14 18 1;
14 20 -0.415492957746479;
14 25 -0.438271604938272;
14 31 -0.42741935483871;
14 32 -0.420731707317073;
14 34 -0.407960199004975;
14 36 0.769230769230769;
14 37 0.8;
14 38 0.824242424242424;
14 42 -0.371134020618557;
14 44 -0.421319796954315;
14 45 -0.5;
14 47 0.724867724867725;
14 49 0.704081632653061;
14 50 0.784883720930233;
14 51 0.705263157894737;
14 52 0.666666666666667;
14 53 0.738095238095238;
14 54 -0.375690607734807;
14 56 -0.4375;
14 57 -0.387755102040816;
14 59 -0.401273885350318;
14 60 0.75974025974026;
14 61 0.736842105263158;
14 62 -0.474576271186441;
14 63 -0.420634920634921;
14 65 -0.486486486486487;
14 66 -0.431818181818182;
14 67 0.763888888888889;
14 68 0.766169154228856;
14 69 -0.427631578947368;
14 71 -0.43801652892562;
14 72 0.748427672955975;
14 74 0.708955223880597;
14 75 0.887755102040816;
15 16 0.884615384615385;
15 17 0.919811320754717;
15 18 1;
15 25 -0.377358490566038;
15 31 -0.380165289256198;
15 32 -0.374301675977654;
15 36 0.802325581395349;
15 37 0.865671641791045;
15 38 0.877777777777778;
15 47 0.678048780487805;
15 49 0.661904761904762;
15 50 0.732984293193717;
15 51 0.66504854368932;
15 52 0.692307692307692;
15 53 0.703296703296703;
15 60 0.794701986754967;
15 61 0.707317073170732;
15 62 -0.390625;
15 63 -0.414634146341463;
15 65 -0.405;
15 67 0.707317073170732;
15 68 0.705607476635514;
15 71 -0.38655462184874;
15 72 0.715116279069767;
15 74 0.75968992248062;
15 75 0.925531914893617;
16 17 0.855140186915888;
16 18 0.928571428571429;
16 36 0.764367816091954;
16 37 0.838235294117647;
16 38 0.840425531914894;
16 52 0.692307692307692;
16 53 0.702702702702703;
16 60 0.696774193548387;
16 65 -0.379310344827586;
16 74 0.8;
16 75 0.884210526315789;
17 18 1;
17 20 -0.386206896551724;
17 25 -0.411042944785276;
17 29 -0.386792452830189;
17 31 -0.424;
17 32 -0.424731182795699;
17 35 -0.368421052631579;
17 36 0.846590909090909;
17 37 0.850746268656716;
17 38 0.887096774193548;
17 45 -0.396103896103896;
17 46 0.655660377358491;
17 47 0.712918660287081;
17 49 0.703703703703704;
17 50 0.757731958762887;
17 51 0.69811320754717;
17 52 0.666666666666667;
17 53 0.687830687830688;
17 56 -0.385542168674699;
17 60 0.798701298701299;
17 61 0.725118483412322;
17 62 -0.419191919191919;
17 63 -0.416;
17 65 -0.456310679611651;
17 66 -0.4;
17 67 0.733333333333333;
17 68 0.704545454545455;
17 69 -0.38150289017341;
17 71 -0.40495867768595;
17 72 0.694444444444444;
17 74 0.701492537313433;
17 75 0.86734693877551;
18 29 -0.392857142857143;
18 32 -0.448275862068966;
18 36 0.981818181818182;
18 37 0.785714285714286;
18 38 0.96078431372549;
18 45 -0.647058823529412;
18 52 0.692307692307692;
18 60 0.69811320754717;
19 20 0.882758620689655;
19 21 0.897849462365591;
19 22 0.853658536585366;
19 23 0.888888888888889;
19 24 0.863157894736842;
19 25 0.836477987421384;
19 26 0.859223300970874;
19 27 0.903846153846154;
19 28 0.893401015228426;
19 29 0.825242718446602;
19 30 0.871657754010695;
19 32 0.707865168539326;
19 33 -0.445945945945946;
19 39 0.915254237288136;
19 40 0.881188118811881;
19 41 0.824175824175824;
19 42 0.864734299516908;
19 43 0.857142857142857;
19 44 0.832535885167464;
19 45 0.850340136054422;
19 47 -0.417910447761194;
19 48 -0.424581005586592;
19 49 -0.432692307692308;
19 50 -0.447368421052632;
19 51 -0.421052631578947;
19 54 0.720812182741117;
19 58 0.852380952380952;
19 59 0.870056497175141;
19 64 0.875;
19 66 0.659090909090909;
19 67 -0.366459627329193;
19 68 -0.382075471698113;
19 69 0.821428571428571;
19 70 0.884057971014493;
19 73 0.834782608695652;
19 76 -0.494117647058824;
20 21 0.878048780487805;
20 22 0.88;
20 23 0.896551724137931;
20 24 0.877862595419847;
20 25 0.895522388059702;
20 26 0.872340425531915;
20 27 0.896907216494845;
20 28 0.905797101449275;
20 29 0.840909090909091;
20 30 0.887096774193548;
20 32 0.76271186440678;
20 33 -0.547169811320755;
20 39 0.9;
20 40 0.895104895104895;
20 41 0.863309352517986;
20 42 0.907142857142857;
20 43 0.862595419847328;
20 44 0.89041095890411;
20 45 0.89;
20 46 -0.430555555555556;
20 47 -0.550724637681159;
20 48 -0.546762589928058;
20 49 -0.556338028169014;
20 50 -0.524475524475524;
20 51 -0.547945205479452;
20 54 0.698529411764706;
20 58 0.888111888111888;
20 59 0.904411764705882;
20 61 -0.427536231884058;
20 64 0.888;
20 65 0.755395683453237;
20 67 -0.444444444444444;
20 68 -0.541095890410959;
20 69 0.897196261682243;
20 70 0.895104895104895;
20 72 -0.476190476190476;
20 73 0.904109589041096;
20 75 -0.471698113207547;
20 76 -0.5625;
21 22 0.888888888888889;
21 23 0.934426229508197;
21 24 0.898305084745763;
21 25 0.834532374100719;
21 26 0.858638743455497;
21 27 0.882352941176471;
21 28 0.900552486187845;
21 29 0.851851851851852;
21 30 0.896739130434783;
21 32 0.723926380368098;
21 33 -0.421052631578947;
21 39 0.903225806451613;
21 40 0.898395721925134;
21 41 0.817073170731707;
21 42 0.901041666666667;
21 43 0.881987577639752;
21 44 0.829896907216495;
21 45 0.869230769230769;
21 47 -0.370967741935484;
21 49 -0.393782383419689;
21 50 -0.388235294117647;
21 51 -0.382978723404255;
21 54 0.70391061452514;
21 58 0.856410256410256;
21 59 0.92156862745098;
21 64 0.911242603550296;
21 69 0.796052631578947;
21 70 0.90625;
21 73 0.897196261682243;
22 23 0.903614457831325;
22 24 0.870967741935484;
22 25 0.826086956521739;
22 26 0.864705882352941;
22 27 0.865168539325843;
22 28 0.896969696969697;
22 29 0.895833333333333;
22 30 0.873417721518987;
22 32 0.788732394366197;
22 33 -0.490909090909091;
22 39 0.889705882352941;
22 40 0.898203592814371;
22 41 0.818181818181818;
22 42 0.888235294117647;
22 43 0.889570552147239;
22 44 0.803468208092486;
22 45 0.888888888888889;
22 47 -0.384146341463415;
22 49 -0.391812865497076;
22 50 -0.408163265306122;
22 51 -0.403614457831325;
22 54 0.65;
22 58 0.88;
22 59 0.888888888888889;
22 64 0.887417218543046;
22 69 0.82962962962963;
22 70 0.9;
22 73 0.899082568807339;
22 76 -0.438356164383562;
23 24 0.906735751295337;
23 25 0.885350318471338;
23 26 0.872549019607843;
23 27 0.884615384615385;
23 28 0.903553299492386;
23 29 0.858490566037736;
23 30 0.896174863387978;
23 32 0.72316384180791;
23 33 -0.4;
23 39 0.92485549132948;
23 40 0.906862745098039;
23 41 0.849162011173184;
23 42 0.921951219512195;
23 43 0.907514450867052;
23 44 0.841346153846154;
23 45 0.898648648648649;
23 47 -0.385;
23 48 -0.410404624277457;
23 49 -0.407766990291262;
23 50 -0.401069518716578;
23 51 -0.400990099009901;
23 54 0.690721649484536;
23 58 0.855072463768116;
23 59 0.948571428571429;
23 64 0.93048128342246;
23 68 -0.366666666666667;
23 69 0.815950920245399;
23 70 0.91304347826087;
23 73 0.912280701754386;
23 76 -0.5;
24 25 0.816993464052288;
24 26 0.815384615384615;
24 27 0.835164835164835;
24 28 0.871657754010695;
24 29 0.810526315789474;
24 30 0.867816091954023;
24 32 0.674556213017751;
24 33 -0.381578947368421;
24 39 0.919254658385093;
24 40 0.880829015544041;
24 41 0.808383233532934;
24 42 0.858585858585859;
24 43 0.862275449101796;
24 44 0.78391959798995;
24 45 0.862068965517241;
24 48 -0.376543209876543;
24 54 0.664864864864865;
24 58 0.829145728643216;
24 59 0.908536585365854;
24 64 0.917127071823204;
24 69 0.764331210191083;
24 70 0.908163265306122;
24 73 0.862385321100917;
24 76 -0.430555555555556;
25 26 0.867924528301887;
25 27 0.935483870967742;
25 28 0.900662251655629;
25 29 0.816326530612245;
25 30 0.867132867132867;
25 32 0.744186046511628;
25 33 -0.563636363636364;
25 34 0.656626506024096;
25 39 0.853333333333333;
25 40 0.866242038216561;
25 41 0.858064516129032;
25 42 0.888198757763975;
25 43 0.845637583892617;
25 44 0.858895705521472;
25 45 0.833333333333333;
25 46 -0.487341772151899;
25 47 -0.560509554140127;
25 48 -0.6;
25 49 -0.580246913580247;
25 50 -0.552147239263804;
25 51 -0.59375;
25 54 0.718954248366013;
25 58 0.858024691358025;
25 59 0.888888888888889;
25 61 -0.465408805031447;
25 64 0.876712328767123;
25 65 0.756578947368421;
25 67 -0.461538461538462;
25 68 -0.560240963855422;
25 69 0.848739495798319;
25 70 0.858895705521472;
25 72 -0.496062992125984;
25 73 0.855670103092783;
25 75 -0.424242424242424;
25 76 -0.53968253968254;
26 27 0.905660377358491;
26 28 0.865671641791045;
26 29 0.831775700934579;
26 30 0.885416666666667;
26 32 0.725274725274725;
26 33 -0.402777777777778;
26 39 0.863636363636364;
26 40 0.903381642512077;
26 41 0.819672131147541;
26 42 0.891509433962264;
26 43 0.872222222222222;
26 44 0.851162790697674;
26 45 0.874172185430464;
26 47 -0.447115384615385;
26 48 -0.448863636363636;
26 49 -0.474178403755869;
26 50 -0.494736842105263;
26 51 -0.4688995215311;
26 54 0.722222222222222;
26 58 0.841860465116279;
26 59 0.88;
26 61 -0.371980676328502;
26 64 0.884210526315789;
26 67 -0.396341463414634;
26 68 -0.419354838709677;
26 69 0.834319526627219;
26 70 0.868544600938967;
26 72 -0.371428571428571;
26 73 0.845528455284553;
26 76 -0.472527472527473;
27 28 0.892156862745098;
27 29 0.851851851851852;
27 30 0.895348837209302;
27 32 0.773333333333333;
27 33 -0.538461538461538;
27 39 0.88659793814433;
27 40 0.884615384615385;
27 41 0.865979381443299;
27 42 0.901960784313726;
27 43 0.89247311827957;
27 44 0.933962264150943;
27 45 0.9;
27 46 -0.461538461538462;
27 47 -0.55;
27 48 -0.575757575757576;
27 49 -0.598039215686274;
27 50 -0.553398058252427;
27 51 -0.580952380952381;
27 54 0.767676767676768;
27 58 0.886792452830189;
27 59 0.927835051546392;
27 61 -0.451923076923077;
27 64 0.873563218390805;
27 65 0.836734693877551;
27 67 -0.379746835443038;
27 68 -0.556603773584906;
27 69 0.942028985507246;
27 70 0.883495145631068;
27 72 -0.47887323943662;
27 73 0.916666666666667;
27 75 -0.490196078431373;
27 76 -0.541666666666667;
28 29 0.864077669902913;
28 30 0.884615384615385;
28 32 0.738888888888889;
28 33 -0.444444444444444;
28 39 0.932926829268293;
28 40 0.877450980392157;
28 41 0.852272727272727;
28 42 0.891625615763547;
28 43 0.891428571428571;
28 44 0.864077669902913;
28 45 0.888888888888889;
28 47 -0.448979591836735;
28 48 -0.413793103448276;
28 49 -0.45320197044335;
28 50 -0.480662983425414;
28 51 -0.445;
28 54 0.700507614213198;
28 58 0.870192307692308;
28 59 0.91566265060241;
28 64 0.89010989010989;
28 66 0.666666666666667;
28 67 -0.402597402597403;
28 68 -0.405797101449275;
28 69 0.820987654320988;
28 70 0.896039603960396;
28 73 0.91304347826087;
28 76 -0.524390243902439;
29 30 0.855769230769231;
29 32 0.761904761904762;
29 33 -0.464285714285714;
29 39 0.858585858585859;
29 40 0.85981308411215;
29 41 0.820754716981132;
29 42 0.847619047619048;
29 43 0.863157894736842;
29 44 0.841121495327103;
29 45 0.910112359550562;
29 46 -0.415841584158416;
29 47 -0.405660377358491;
29 48 -0.4;
29 49 -0.424528301886792;
29 50 -0.401869158878505;
29 51 -0.431372549019608;
29 58 0.857142857142857;
29 59 0.857142857142857;
29 61 -0.398148148148148;
29 64 0.863636363636364;
29 66 0.8;
29 68 -0.403669724770642;
29 69 0.75;
29 70 0.867924528301887;
29 72 -0.414893617021277;
29 73 0.904109589041096;
30 32 0.707317073170732;
30 33 -0.408450704225352;
30 39 0.878980891719745;
30 40 0.893617021276596;
30 41 0.858895705521472;
30 42 0.9;
30 43 0.867924528301887;
30 44 0.870466321243523;
30 45 0.885496183206107;
30 47 -0.396739130434783;
30 48 -0.375796178343949;
30 49 -0.413612565445026;
30 50 -0.421052631578947;
30 51 -0.406417112299465;
30 54 0.668478260869565;
30 58 0.860103626943005;
30 59 0.91025641025641;
30 64 0.887573964497041;
30 66 0.659090909090909;
30 69 0.826666666666667;
30 70 0.889473684210526;
30 73 0.918918918918919;
30 76 -0.366197183098592;
31 33 -0.611111111111111;
31 46 -0.5;
31 47 -0.605042016806723;
31 48 -0.608695652173913;
31 49 -0.579365079365079;
31 50 -0.540322580645161;
31 51 -0.590551181102362;
31 54 0.648648648648649;
31 55 0.69047619047619;
31 56 0.711864406779661;
31 57 0.742857142857143;
31 61 -0.516129032258065;
31 62 0.650793650793651;
31 66 0.775;
31 67 -0.490196078431373;
31 68 -0.543307086614173;
31 71 0.737373737373737;
31 72 -0.572727272727273;
32 33 -0.571428571428571;
32 38 -0.383116883116883;
32 39 0.715277777777778;
32 40 0.760869565217391;
32 41 0.751592356687898;
32 42 0.726775956284153;
32 43 0.793333333333333;
32 44 0.718918918918919;
32 45 0.782312925170068;
32 46 -0.444444444444444;
32 47 -0.505555555555556;
32 48 -0.417218543046358;
32 49 -0.497267759562842;
32 50 -0.570552147239264;
32 51 -0.508379888268156;
32 53 -0.467532467532468;
32 58 0.72972972972973;
32 59 0.708333333333333;
32 60 -0.456692913385827;
32 61 -0.463276836158192;
32 64 0.703703703703704;
32 66 0.95;
32 67 -0.544776119402985;
32 68 -0.475935828877005;
32 69 0.737931034482759;
32 70 0.725274725274725;
32 72 -0.431506849315068;
32 73 0.857142857142857;
32 75 -0.384615384615385;
32 76 -0.51219512195122;
33 34 -0.467532467532468;
33 35 -0.527272727272727;
33 39 -0.463768115942029;
33 40 -0.445945945945946;
33 41 -0.568627450980392;
33 42 -0.394736842105263;
33 43 -0.508771929824561;
33 44 -0.5;
33 45 -0.432432432432432;
33 46 0.736842105263158;
33 47 0.859154929577465;
33 48 0.824561403508772;
33 49 0.837837837837838;
33 50 0.8;
33 51 0.866666666666667;
33 52 0.846153846153846;
33 54 -0.526315789473684;
33 55 -0.578947368421053;
33 56 -0.608108108108108;
33 57 -0.629032258064516;
33 58 -0.454545454545455;
33 59 -0.36986301369863;
33 61 0.74025974025974;
33 62 -0.532467532467532;
33 63 -0.52;
33 64 -0.388888888888889;
33 65 -0.64;
33 66 -0.696969696969697;
33 67 0.709677419354839;
33 68 0.786666666666667;
33 69 -0.517241379310345;
33 70 -0.447368421052632;
33 71 -0.568181818181818;
33 72 0.8125;
34 35 0.810344827586207;
34 46 -0.373271889400922;
34 47 -0.542056074766355;
34 48 -0.442622950819672;
34 49 -0.506787330316742;
34 50 -0.525252525252525;
34 51 -0.5;
34 52 -0.384615384615385;
34 61 -0.46046511627907;
34 67 -0.541176470588235;
34 68 -0.506666666666667;
34 72 -0.480874316939891;
35 46 -0.454545454545455;
35 47 -0.551515151515152;
35 48 -0.525316455696203;
