n = 85
9 62 1;
9 63 0.95;
9 64 -0.75;
9 66 0.974576271186441;
9 67 0.989247311827957;
9 70 0.994565217391304;
9 77 1;
9 78 0.905660377358491;
9 79 1;
9 80 0.918032786885246;
9 81 1;
9 82 1;
9 83 1;
10 11 0.980132450331126;
10 12 0.849056603773585;
10 13 0.873303167420814;
10 14 0.885844748858447;
10 15 0.901408450704225;
10 16 0.882352941176471;
10 17 0.93;
10 18 0.835051546391753;
10 19 0.832512315270936;
10 20 0.947368421052632;
10 21 0.822335025380711;
10 22 0.91324200913242;
10 23 0.882075471698113;
10 24 0.744047619047619;
10 46 0.985915492957746;
10 47 0.818627450980392;
10 49 0.697560975609756;
10 50 0.835051546391753;
10 51 0.716666666666667;
10 56 0.991935483870968;
10 57 0.977900552486188;
10 58 0.991071428571429;
10 59 0.901345291479821;
10 62 1;
10 63 0.940860215053763;
10 64 -0.57;
10 66 0.974576271186441;
10 67 0.915094339622642;
10 70 0.990566037735849;
10 77 0.889705882352941;
10 78 0.744525547445255;
10 79 1;
10 80 0.626373626373626;
10 81 0.988505747126437;
10 83 0.98780487804878;
11 12 0.914285714285714;
11 13 0.906040268456376;
11 14 0.904761904761905;
11 15 0.907801418439716;
11 16 0.947826086956522;
11 17 0.878378378378378;
11 18 0.902255639097744;
11 19 0.904761904761905;
11 20 0.909090909090909;
11 21 0.893939393939394;
11 22 0.946308724832215;
11 23 0.886524822695035;
11 24 0.811881188118812;
11 46 0.971631205673759;
11 47 0.893939393939394;
11 49 0.819444444444444;
11 50 0.875;
11 51 0.802816901408451;
11 56 0.968421052631579;
11 57 0.990825688073395;
11 58 0.968085106382979;
11 59 0.926666666666667;
11 62 0.978494623655914;
11 63 0.904411764705882;
11 64 -0.682926829268293;
11 66 0.955752212389381;
11 67 0.971830985915493;
11 70 0.980132450331126;
11 73 0.787878787878788;
11 77 0.978494623655914;
11 78 0.870967741935484;
11 79 1;
11 80 0.893617021276596;
11 81 1;
11 82 0.939393939393939;
11 83 1;
12 13 0.89622641509434;
12 14 0.885167464114832;
12 15 0.894230769230769;
12 16 0.885869565217391;
12 17 0.96;
12 18 0.843243243243243;
12 19 0.922279792746114;
12 20 0.963636363636364;
12 21 0.895833333333333;
12 22 0.889423076923077;
12 23 0.866336633663366;
12 24 0.675;
12 46 0.83743842364532;
12 47 0.831632653061224;
12 49 0.744897959183674;
12 50 0.835106382978723;
12 51 0.675213675213675;
12 56 0.926829268292683;
12 57 0.832369942196532;
12 58 0.927927927927928;
12 59 0.892018779342723;
12 62 0.927272727272727;
12 63 0.955307262569832;
12 64 -0.53;
12 66 0.935779816513762;
12 67 0.866995073891626;
12 70 0.846534653465347;
12 77 0.841269841269841;
12 78 0.78125;
12 79 0.983606557377049;
12 80 0.804878048780488;
12 81 0.72289156626506;
12 82 0.819444444444444;
12 83 0.705128205128205;
13 14 0.922374429223744;
13 15 0.930232558139535;
13 16 0.909090909090909;
13 17 0.97;
13 18 0.860824742268041;
13 19 0.926470588235294;
13 20 0.970760233918129;
13 21 0.879396984924623;
13 22 0.912844036697248;
13 23 0.929245283018868;
13 24 0.68452380952381;
13 46 0.863849765258216;
13 47 0.807881773399015;
13 49 0.707317073170732;
13 50 0.829896907216495;
13 51 0.691666666666667;
13 56 0.91869918699187;
13 57 0.861878453038674;
13 58 0.927927927927928;
13 59 0.914798206278027;
13 62 0.927272727272727;
13 63 0.973262032085562;
13 64 -0.545454545454545;
13 66 0.939655172413793;
13 67 0.845070422535211;
13 70 0.877358490566038;
13 77 0.865671641791045;
13 78 0.748148148148148;
13 79 0.957746478873239;
13 80 0.717391304347826;
13 81 0.795454545454545;
13 82 0.736842105263158;
13 83 0.807228915662651;
14 15 0.947867298578199;
14 16 0.896739130434783;
14 17 0.97979797979798;
14 18 0.836842105263158;
14 19 0.881773399014778;
14 20 0.970414201183432;
14 21 0.861538461538462;
14 22 0.944444444444444;
14 23 0.952380952380952;
14 24 0.664670658682635;
14 46 0.876190476190476;
14 47 0.782178217821782;
14 49 0.683168316831683;
14 50 0.806282722513089;
14 51 0.714285714285714;
14 56 0.926829268292683;
14 57 0.865921787709497;
14 58 0.927927927927928;
14 59 0.95;
14 62 0.927272727272727;
14 63 0.972826086956522;
14 64 -0.571428571428571;
14 66 0.94017094017094;
14 67 0.861904761904762;
14 70 0.885167464114832;
14 77 0.862595419847328;
14 78 0.696969696969697;
14 79 0.942028985507246;
14 80 0.644444444444444;
14 81 0.813953488372093;
14 83 0.827160493827161;
15 16 0.894444444444444;
15 17 0.979591836734694;
15 18 0.850267379679144;
15 19 0.871794871794872;
15 20 0.975757575757576;
15 21 0.836842105263158;
15 22 0.956937799043062;
15 23 0.975369458128079;
15 24 0.68125;
15 46 0.892156862745098;
15 47 0.785714285714286;
15 49 0.6751269035533;
15 50 0.831578947368421;
15 51 0.716814159292035;
15 56 0.925619834710744;
15 57 0.890173410404624;
15 58 0.927272727272727;
15 59 0.948598130841122;
15 62 0.925925925925926;
15 63 0.966480446927374;
15 64 -0.617021276595745;
15 66 0.938053097345133;
15 67 0.848039215686274;
15 70 0.9064039408867;
15 77 0.913385826771654;
15 78 0.730769230769231;
15 79 0.96875;
15 80 0.647058823529412;
15 81 0.864197530864197;
15 83 0.881578947368421;
16 17 0.986842105263158;
16 18 0.842424242424242;
16 19 0.893491124260355;
16 20 0.99290780141844;
16 21 0.88622754491018;
16 22 0.896174863387978;
16 23 0.865168539325843;
16 24 0.702898550724638;
16 46 0.870786516853933;
16 47 0.83625730994152;
16 49 0.738372093023256;
16 50 0.85;
16 51 0.666666666666667;
16 56 0.96875;
16 57 0.854304635761589;
16 58 0.964285714285714;
16 59 0.893617021276596;
16 62 0.964285714285714;
16 63 0.967948717948718;
16 64 -0.505263157894737;
16 66 0.965909090909091;
16 67 0.876404494382023;
16 70 0.875706214689266;
16 77 0.838709677419355;
16 78 0.741935483870968;
16 79 0.984126984126984;
16 80 0.75;
16 81 0.776470588235294;
16 82 0.73972602739726;
16 83 0.7625;
17 18 0.967032967032967;
17 19 0.979591836734694;
17 20 0.98;
17 21 0.989130434782609;
17 22 0.989690721649485;
17 23 0.96969696969697;
17 29 0.818181818181818;
17 31 0.628865979381443;
17 40 0.627450980392157;
17 44 0.794520547945205;
17 46 0.93;
17 47 0.882352941176471;
17 49 0.752808988764045;
17 50 0.853932584269663;
17 51 0.888888888888889;
17 56 0.930693069306931;
17 57 0.9;
17 58 0.932584269662921;
17 59 1;
17 61 0.690140845070423;
17 62 0.931818181818182;
17 63 1;
17 64 -0.758620689655172;
17 66 0.927536231884058;
17 67 0.918367346938776;
17 68 0.639175257731959;
17 70 0.934065934065934;
17 72 0.836734693877551;
17 73 0.694915254237288;
17 74 0.666666666666667;
17 75 0.714285714285714;
17 76 0.711111111111111;
17 77 1;
17 78 0.911111111111111;
18 19 0.863636363636364;
18 20 0.947368421052632;
18 21 0.847058823529412;
18 22 0.857894736842105;
18 23 0.844919786096257;
18 24 0.631944444444444;
18 46 0.824468085106383;
18 47 0.76536312849162;
18 49 0.681564245810056;
18 50 0.764705882352941;
18 51 0.625;
18 56 0.9375;
18 57 0.815286624203822;
18 58 0.93;
18 59 0.856410256410256;
18 62 0.93;
18 63 0.951515151515152;
18 64 -0.581395348837209;
18 66 0.952830188679245;
18 67 0.833333333333333;
18 70 0.826086956521739;
18 77 0.793103448275862;
18 78 0.675213675213675;
18 79 0.896551724137931;
18 80 0.64;
18 81 0.652777777777778;
18 82 0.661290322580645;
18 83 0.651515151515151;
19 20 0.980769230769231;
19 21 0.928571428571429;
19 22 0.87;
19 23 0.865979381443299;
19 24 0.673202614379085;
19 46 0.82051282051282;
19 47 0.837837837837838;
19 49 0.78494623655914;
19 50 0.820224719101124;
19 51 0.638655462184874;
19 56 0.926229508196721;
19 57 0.817073170731707;
19 58 0.927272727272727;
19 59 0.882926829268293;
19 62 0.926605504587156;
19 63 0.976470588235294;
19 64 -0.409638554216867;
19 66 0.939130434782609;
19 67 0.850515463917526;
19 70 0.825641025641026;
19 73 0.647058823529412;
19 77 0.846153846153846;
19 78 0.76271186440678;
19 79 0.946428571428571;
19 80 0.866666666666667;
19 81 0.638888888888889;
19 82 0.932203389830508;
19 83 0.636363636363636;
20 21 0.980519480519481;
20 22 0.982142857142857;
20 23 0.96969696969697;
20 24 0.737704918032787;
20 46 0.938650306748466;
20 47 0.88622754491018;
20 49 0.792207792207792;
20 50 0.875;
20 51 0.769230769230769;
20 56 0.926229508196721;
20 57 0.939393939393939;
20 58 0.927927927927928;
20 59 0.988439306358382;
20 62 0.926605504587156;
20 63 0.994152046783626;
20 64 -0.848484848484849;
20 66 0.938053097345133;
20 67 0.939024390243902;
20 70 0.950920245398773;
20 77 1;
20 78 0.9;
20 79 1;
20 80 0.956521739130435;
20 81 1;
20 82 1;
20 83 1;
21 22 0.862944162436548;
21 23 0.851851851851852;
21 24 0.646666666666667;
21 46 0.80952380952381;
21 47 0.818681318681319;
21 49 0.728260869565217;
21 50 0.777142857142857;
21 56 0.94017094017094;
21 57 0.761006289308176;
21 58 0.933962264150943;
21 59 0.885;
21 62 0.943396226415094;
21 63 0.993939393939394;
21 64 -0.471264367816092;
21 66 0.951456310679612;
21 67 0.868421052631579;
21 70 0.80952380952381;
21 77 0.789915966386555;
21 78 0.816666666666667;
21 79 0.910714285714286;
21 80 0.858974358974359;
21 81 0.623376623376623;
21 82 0.895522388059702;
21 83 0.657534246575342;
22 23 0.947368421052632;
22 24 0.720238095238095;
22 46 0.904761904761905;
22 47 0.815;
22 49 0.693069306930693;
22 50 0.855670103092783;
22 51 0.709401709401709;
22 56 0.958333333333333;
22 57 0.887640449438202;
22 58 0.953703703703704;
22 59 0.977272727272727;
22 62 0.962616822429907;
22 63 0.978142076502732;
22 64 -0.603960396039604;
22 66 0.973684210526316;
22 67 0.875598086124402;
22 70 0.913875598086124;
22 77 0.948529411764706;
22 78 0.759124087591241;
22 79 0.985915492957746;
22 80 0.652173913043478;
22 81 0.852272727272727;
22 83 0.855421686746988;
23 24 0.668674698795181;
23 46 0.872549019607843;
23 47 0.77;
23 49 0.653061224489796;
23 50 0.824468085106383;
23 51 0.698275862068966;
23 56 0.934959349593496;
23 57 0.867052023121387;
23 58 0.936936936936937;
23 59 0.94392523364486;
23 62 0.936363636363636;
23 63 0.983050847457627;
23 64 -0.642105263157895;
23 66 0.947368421052632;
23 67 0.841346153846154;
23 70 0.886699507389163;
23 77 0.869230769230769;
23 78 0.700787401574803;
23 79 0.911764705882353;
23 81 0.811764705882353;
23 83 0.875;
24 26 0.625;
24 29 0.647058823529412;
24 46 0.740740740740741;
24 47 0.726114649681529;
24 49 0.77124183006536;
24 50 0.72258064516129;
24 51 0.652173913043478;
24 56 0.716049382716049;
24 57 0.741176470588235;
24 58 0.695652173913043;
24 59 0.705882352941177;
24 62 0.705882352941177;
24 63 0.733333333333333;
24 64 -0.473684210526316;
24 66 0.705128205128205;
24 67 0.704819277108434;
24 70 0.735849056603774;
24 77 0.802325581395349;
24 78 0.738095238095238;
24 79 0.941176470588235;
24 80 0.75;
24 81 0.75;
24 82 0.708333333333333;
24 83 0.734177215189873;
25 60 0.834224598930481;
25 69 0.864;
25 77 -0.496062992125984;
25 79 -0.516129032258065;
25 83 -0.379746835443038;
26 27 0.888888888888889;
26 28 0.973684210526316;
26 29 0.941176470588235;
26 30 0.89344262295082;
26 31 0.916666666666667;
26 32 0.884615384615385;
26 33 0.928571428571429;
26 35 0.865546218487395;
26 36 0.857142857142857;
26 37 0.96875;
26 38 0.869918699186992;
26 39 0.821138211382114;
26 40 0.872;
26 41 0.886178861788618;
26 42 0.888;
26 43 0.888888888888889;
26 44 0.895833333333333;
26 45 0.867924528301887;
26 48 0.785714285714286;
26 49 0.718181818181818;
26 52 0.704918032786885;
26 53 0.851239669421488;
26 55 0.920634920634921;
26 61 0.827956989247312;
26 65 0.887096774193548;
26 68 0.833333333333333;
26 71 0.902654867256637;
26 72 0.816326530612245;
26 73 0.711864406779661;
26 74 0.789473684210526;
26 75 0.857142857142857;
26 76 0.666666666666667;
26 77 0.955555555555556;
26 78 0.866666666666667;
27 28 0.973684210526316;
27 29 0.882352941176471;
27 30 0.917874396135266;
27 31 0.860103626943005;
27 32 0.943877551020408;
27 33 0.921875;
27 34 0.691919191919192;
27 35 0.901041666666667;
27 36 0.868778280542986;
27 37 0.969230769230769;
27 38 0.905263157894737;
27 39 0.885714285714286;
27 40 0.764423076923077;
27 41 0.912844036697248;
27 42 0.917874396135266;
27 43 0.905405405405405;
27 44 0.931937172774869;
27 45 0.867924528301887;
27 48 0.868571428571429;
27 52 0.687203791469194;
27 53 0.898617511520737;
27 54 0.697435897435897;
27 55 0.809954751131222;
27 61 0.83030303030303;
27 65 0.813084112149533;
27 68 0.864734299516908;
27 71 0.806763285024155;
27 72 0.900709219858156;
27 73 0.803921568627451;
27 74 0.801369863013699;
27 75 0.852272727272727;
27 76 0.8046875;
27 84 0.887323943661972;
28 29 0.941176470588235;
28 30 1;
28 31 0.931506849315068;
28 32 1;
28 33 1;
28 34 0.625;
28 35 0.985714285714286;
28 36 0.947368421052632;
28 37 1;
28 38 0.972972972972973;
28 39 0.866666666666667;
28 40 0.906666666666667;
28 41 0.973684210526316;
28 42 0.973684210526316;
28 43 0.921052631578947;
28 44 1;
28 45 0.905660377358491;
28 48 0.815789473684211;
28 52 0.842105263157895;
28 53 0.972602739726027;
28 55 0.986842105263158;
28 61 0.979166666666667;
28 65 0.893333333333333;
28 68 0.887323943661972;
28 71 0.968253968253968;
28 73 0.636363636363636;
28 74 1;
29 30 0.941176470588235;
29 31 0.878787878787879;
29 32 1;
29 33 0.9375;
29 34 0.8125;
29 35 0.9375;
29 36 0.882352941176471;
29 37 0.939393939393939;
29 38 0.941176470588235;
29 39 0.764705882352941;
29 40 0.818181818181818;
29 41 0.941176470588235;
29 42 0.941176470588235;
29 43 0.941176470588235;
29 44 0.941176470588235;
29 45 0.846153846153846;
29 48 0.764705882352941;
29 49 0.68;
29 52 0.823529411764706;
29 53 0.939393939393939;
29 54 0.705882352941177;
29 55 0.941176470588235;
29 61 0.939393939393939;
29 64 -0.4;
29 65 0.818181818181818;
29 68 0.9375;
29 71 0.923076923076923;
30 31 0.841530054644809;
30 32 0.939226519337017;
30 33 0.928571428571429;
30 34 0.675531914893617;
30 35 0.912087912087912;
30 36 0.890995260663507;
30 37 1;
30 38 0.916666666666667;
30 39 0.877551020408163;
30 40 0.757575757575758;
30 41 0.957345971563981;
30 42 0.932642487046632;
30 43 0.900943396226415;
30 44 0.92817679558011;
30 45 0.905660377358491;
30 48 0.872727272727273;
30 52 0.705;
30 53 0.899038461538462;
30 54 0.682795698924731;
30 55 0.792452830188679;
30 61 0.882352941176471;
30 65 0.79126213592233;
30 68 0.868020304568528;
30 71 0.868686868686869;
30 72 0.877862595419847;
30 73 0.829545454545455;
30 74 0.801470588235294;
30 75 0.876712328767123;
30 76 0.826446280991736;
30 84 0.770491803278688;
31 32 0.845238095238095;
31 33 0.841176470588235;
31 34 0.624309392265193;
31 35 0.784210526315789;
31 36 0.767676767676768;
31 37 0.9375;
31 38 0.803191489361702;
31 39 0.777173913043478;
31 40 0.772972972972973;
31 41 0.825641025641026;
31 42 0.810055865921788;
31 43 0.803030303030303;
31 44 0.808383233532934;
31 45 0.846153846153846;
31 48 0.728323699421965;
31 49 0.629834254143646;
31 52 0.6524064171123;
31 53 0.798969072164949;
31 55 0.817258883248731;
31 61 0.75796178343949;
31 65 0.790575916230366;
31 68 0.786885245901639;
31 71 0.721311475409836;
31 72 0.776859504132231;
31 73 0.649484536082474;
31 74 0.69047619047619;
31 75 0.753846153846154;
31 76 0.679245283018868;
31 77 0.645454545454546;
31 82 0.622641509433962;
31 84 0.791666666666667;
32 33 0.952095808383233;
32 34 0.676300578034682;
32 35 0.921686746987952;
32 36 0.897435897435897;
32 37 1;
32 38 0.920731707317073;
32 39 0.935135135135135;
32 40 0.770491803278688;
32 41 0.963541666666667;
32 42 0.972527472527473;
32 43 0.923469387755102;
32 44 0.957575757575758;
32 45 0.935483870967742;
32 48 0.865771812080537;
32 52 0.648936170212766;
32 53 0.93717277486911;
32 54 0.710059171597633;
32 55 0.805128205128205;
32 61 0.878571428571429;
32 65 0.82010582010582;
32 68 0.879120879120879;
32 71 0.861878453038674;
32 72 0.949275362318841;
32 73 0.813725490196078;
32 74 0.867132867132867;
32 75 0.943181818181818;
32 76 0.864;
32 84 0.859154929577465;
33 34 0.691428571428571;
33 35 0.880952380952381;
33 36 0.857142857142857;
33 37 1;
33 38 0.897590361445783;
33 39 0.884615384615385;
33 40 0.726775956284153;
33 41 0.932642487046632;
33 42 0.938202247191011;
33 43 0.923857868020305;
33 44 0.970059880239521;
33 45 0.901960784313726;
33 48 0.86;
33 52 0.723404255319149;
33 53 0.927461139896373;
33 54 0.7;
33 55 0.841836734693878;
33 61 0.837037037037037;
33 65 0.814814814814815;
33 68 0.880434782608696;
33 71 0.830601092896175;
33 72 0.92436974789916;
33 73 0.76;
33 74 0.849206349206349;
33 75 0.895348837209302;
33 76 0.838095238095238;
33 84 0.855072463768116;
34 35 0.759776536312849;
34 36 0.658415841584158;
34 37 0.622641509433962;
34 38 0.685393258426966;
34 39 0.734042553191489;
34 41 0.693467336683417;
34 42 0.668478260869565;
34 43 0.679802955665025;
34 44 0.714285714285714;
34 45 0.738095238095238;
34 48 0.695121951219512;
34 53 0.708542713567839;
34 54 0.781420765027322;
34 61 0.64968152866242;
34 65 0.622448979591837;
34 68 0.664921465968586;
34 72 0.703703703703704;
34 73 0.697916666666667;
34 74 0.716312056737589;
34 75 0.675;
34 76 0.809917355371901;
34 84 0.859375;
35 36 0.868020304568528;
35 37 0.983050847457627;
35 38 0.877005347593583;
35 39 0.878453038674033;
35 40 0.831521739130435;
35 41 0.896907216494845;
35 42 0.903954802259887;
35 43 0.878172588832487;
35 44 0.891566265060241;
35 45 0.905660377358491;
35 48 0.895953757225434;
35 52 0.783783783783784;
35 53 0.88659793814433;
35 54 0.739583333333333;
35 55 0.770408163265306;
35 61 0.857142857142857;
35 65 0.846560846560847;
35 68 0.836065573770492;
35 71 0.813829787234043;
