n = 103
1 95 0.736318407960199;
1 98 0.789473684210526;
1 100 0.972602739726027;
1 101 0.645161290322581;
2 34 0.729166666666667;
2 35 0.778894472361809;
2 36 0.559440559440559;
2 37 0.656084656084656;
2 38 0.767441860465116;
2 39 0.779904306220096;
2 40 0.554347826086957;
2 41 0.67487684729064;
2 42 0.599033816425121;
2 43 0.705607476635514;
2 44 0.754716981132076;
2 45 0.656410256410256;
2 46 0.697674418604651;
2 47 0.679347826086957;
2 48 0.679425837320574;
2 49 0.666666666666667;
2 50 0.74375;
2 51 0.740196078431373;
2 52 0.684210526315789;
2 53 0.707182320441989;
2 54 0.788732394366197;
2 55 0.66824644549763;
2 56 0.599056603773585;
2 57 0.702970297029703;
2 58 0.633802816901408;
2 59 0.760765550239234;
2 60 0.696517412935323;
2 61 0.660377358490566;
2 62 0.702970297029703;
2 63 0.764150943396226;
2 64 0.726775956284153;
2 65 0.719047619047619;
2 66 0.617647058823529;
2 67 0.688995215311005;
2 74 0.734883720930233;
2 75 0.731707317073171;
2 76 0.736559139784946;
2 77 0.725806451612903;
2 89 0.723809523809524;
2 96 0.6625;
2 97 0.738095238095238;
2 99 0.764705882352941;
2 100 -0.107692307692308;
2 102 0.653846153846154;
3 4 0.977011494252874;
3 5 0.97;
3 6 0.974874371859296;
3 7 0.978494623655914;
3 8 0.942105263157895;
3 9 0.983240223463687;
3 10 0.974874371859296;
3 11 0.98314606741573;
3 12 0.948863636363636;
3 13 0.969849246231156;
3 14 0.917721518987342;
3 15 0.9;
3 16 0.941489361702128;
3 17 0.960893854748603;
3 18 0.88785046728972;
3 19 0.958620689655172;
3 20 0.890322580645161;
3 21 0.926315789473684;
3 22 0.860824742268041;
3 23 0.904040404040404;
3 24 0.915343915343915;
3 25 0.567567567567568;
3 26 0.703448275862069;
3 28 0.744791666666667;
3 29 0.544943820224719;
3 30 0.708571428571429;
3 31 0.529069767441861;
3 32 0.677777777777778;
3 36 0.583941605839416;
3 69 0.696969696969697;
3 70 0.614525139664804;
3 71 0.835820895522388;
3 72 0.801020408163265;
3 73 0.806629834254144;
3 78 0.951351351351351;
3 79 0.989071038251366;
3 80 0.932960893854749;
3 81 0.974025974025974;
3 82 0.88953488372093;
3 83 0.794871794871795;
3 84 0.796791443850267;
3 85 0.784615384615385;
3 86 0.936416184971098;
3 87 0.91358024691358;
3 88 0.883838383838384;
3 90 0.93010752688172;
3 91 0.973821989528796;
3 92 0.904494382022472;
3 93 0.994818652849741;
3 94 0.972067039106145;
3 95 0.922222222222222;
3 98 0.931216931216931;
3 99 0.5;
3 100 0.694915254237288;
3 101 0.777777777777778;
4 5 0.95360824742268;
4 6 0.968911917098446;
4 7 0.955555555555556;
4 8 0.934426229508197;
4 9 0.977272727272727;
4 10 0.968911917098446;
4 11 0.964285714285714;
4 12 0.964285714285714;
4 13 0.942408376963351;
4 14 0.95364238410596;
4 15 0.875;
4 16 0.917582417582418;
4 17 0.930232558139535;
4 18 0.888888888888889;
4 19 0.970802919708029;
4 20 0.887417218543046;
4 21 0.909090909090909;
4 22 0.872340425531915;
4 23 0.890625;
4 24 0.907103825136612;
4 25 0.544776119402985;
4 26 0.746575342465753;
4 28 0.758241758241758;
4 29 0.582857142857143;
4 30 0.744186046511628;
4 31 0.528301886792453;
4 32 0.680473372781065;
4 36 0.5703125;
4 69 0.695187165775401;
4 70 0.610778443113772;
4 71 0.824817518248175;
4 72 0.838541666666667;
4 73 0.833333333333333;
4 78 0.955801104972376;
4 79 0.994475138121547;
4 80 0.921348314606742;
4 81 0.951724137931034;
4 82 0.858974358974359;
4 83 0.821052631578947;
4 84 0.815217391304348;
4 85 0.808510638297872;
4 86 0.925;
4 87 0.91358024691358;
4 88 0.884816753926702;
4 90 0.93854748603352;
4 91 0.967567567567568;
4 92 0.89010989010989;
4 93 0.978723404255319;
4 94 0.965909090909091;
4 95 0.914772727272727;
4 98 0.91304347826087;
4 100 0.8;
4 101 0.692307692307692;
5 6 0.941964285714286;
5 7 0.928909952606635;
5 8 0.911214953271028;
5 9 0.958762886597938;
5 10 0.942222222222222;
5 11 0.944162436548223;
5 12 0.899497487437186;
5 13 0.977477477477477;
5 14 0.858757062146893;
5 15 0.923076923076923;
5 16 0.938679245283019;
5 17 0.950980392156863;
5 18 0.885964912280702;
5 19 0.952095808383233;
5 20 0.869318181818182;
5 21 0.916279069767442;
5 22 0.835616438356164;
5 23 0.896860986547085;
5 24 0.906976744186046;
5 25 0.549382716049383;
5 26 0.682926829268293;
5 28 0.719047619047619;
5 29 0.54679802955665;
5 30 0.653266331658292;
5 31 0.557894736842105;
5 32 0.663316582914573;
5 69 0.658986175115207;
5 70 0.592964824120603;
5 71 0.867132867132867;
5 72 0.809954751131222;
5 73 0.825242718446602;
5 78 0.919047619047619;
5 79 0.964824120603015;
5 80 0.928571428571429;
5 81 0.96045197740113;
5 82 0.877005347593583;
5 83 0.799086757990868;
5 84 0.807511737089202;
5 85 0.790909090909091;
5 86 0.869109947643979;
5 87 0.916666666666667;
5 88 0.864864864864865;
5 90 0.923076923076923;
5 91 0.930875576036866;
5 92 0.896551724137931;
5 93 0.95852534562212;
5 94 0.958974358974359;
5 95 0.892682926829268;
5 98 0.893023255813953;
5 100 0.706666666666667;
5 101 0.661290322580645;
6 7 0.971428571428571;
6 8 0.953051643192488;
6 9 0.963541666666667;
6 10 0.982062780269058;
6 11 0.979591836734694;
6 12 0.868686868686869;
6 13 0.959276018099548;
6 14 0.897727272727273;
6 15 0.873015873015873;
6 16 0.938967136150235;
6 17 0.95049504950495;
6 18 0.878260869565217;
6 19 0.951515151515152;
6 20 0.885057471264368;
6 21 0.939252336448598;
6 22 0.821100917431193;
6 23 0.905405405405405;
6 24 0.910798122065728;
6 25 0.602484472049689;
6 26 0.748466257668712;
6 27 0.515837104072398;
6 28 0.770334928229665;
6 29 0.597014925373134;
6 30 0.686868686868687;
6 31 0.563829787234043;
6 32 0.707070707070707;
6 33 0.517857142857143;
6 36 0.490196078431373;
6 68 0.495098039215686;
6 69 0.689814814814815;
6 70 0.634517766497462;
6 71 0.816901408450704;
6 72 0.777272727272727;
6 73 0.780487804878049;
6 78 0.933333333333333;
6 79 0.984848484848485;
6 80 0.917948717948718;
6 81 0.971428571428571;
6 82 0.89247311827957;
6 83 0.759090909090909;
6 84 0.76303317535545;
6 85 0.747706422018349;
6 86 0.831578947368421;
6 87 0.910112359550562;
6 88 0.877828054298643;
6 90 0.922705314009662;
6 91 0.953488372093023;
6 92 0.910891089108911;
6 93 0.990740740740741;
6 94 0.974093264248705;
6 95 0.936274509803922;
6 98 0.896713615023474;
6 100 0.653333333333333;
6 101 0.661290322580645;
7 8 0.960199004975124;
7 9 0.961748633879781;
7 10 0.990476190476191;
7 11 0.978260869565217;
7 12 0.859459459459459;
7 13 0.956937799043062;
7 14 0.91566265060241;
7 15 0.836065573770492;
7 16 0.929292929292929;
7 17 0.936842105263158;
7 18 0.88785046728972;
7 19 0.961783439490446;
7 20 0.901234567901235;
7 21 0.935323383084577;
7 22 0.830097087378641;
7 23 0.904306220095694;
7 24 0.90547263681592;
7 25 0.644736842105263;
7 26 0.758169934640523;
7 27 0.526315789473684;
7 28 0.767676767676768;
7 29 0.586387434554974;
7 30 0.689839572192513;
7 31 0.571428571428571;
7 32 0.714285714285714;
7 33 0.516587677725118;
7 68 0.492146596858639;
7 69 0.699507389162562;
7 70 0.659574468085106;
7 71 0.808823529411765;
7 72 0.772946859903382;
7 73 0.786458333333333;
7 78 0.928571428571429;
7 79 1;
7 80 0.93010752688172;
7 81 0.969325153374233;
7 82 0.897142857142857;
7 83 0.760975609756098;
7 84 0.777777777777778;
7 85 0.751219512195122;
7 86 0.82122905027933;
7 87 0.917647058823529;
7 88 0.879807692307692;
7 90 0.907216494845361;
7 91 0.940594059405941;
7 92 0.91578947368421;
7 93 0.990196078431373;
7 94 0.96195652173913;
7 95 0.942408376963351;
7 98 0.9;
7 100 0.666666666666667;
7 101 0.696428571428571;
8 9 0.92896174863388;
8 10 0.97196261682243;
8 11 0.957219251336898;
8 12 0.86734693877551;
8 13 0.928909952606635;
8 14 0.875;
8 15 0.789473684210526;
8 16 0.930348258706468;
8 17 0.932291666666667;
8 18 0.867924528301887;
8 19 0.951515151515152;
8 20 0.873493975903614;
8 21 0.926470588235294;
8 22 0.807692307692308;
8 23 0.910377358490566;
8 24 0.906862745098039;
8 25 0.629139072847682;
8 26 0.77124183006536;
8 27 0.549763033175355;
8 28 0.778894472361809;
8 29 0.609375;
8 30 0.694736842105263;
8 31 0.581005586592179;
8 32 0.746031746031746;
8 33 0.542056074766355;
8 36 0.490196078431373;
8 68 0.523076923076923;
8 69 0.713592233009709;
8 70 0.648936170212766;
8 71 0.843283582089552;
8 72 0.786729857819905;
8 73 0.794871794871795;
8 78 0.919597989949749;
8 79 0.968586387434555;
8 80 0.909090909090909;
8 81 0.971098265895954;
8 82 0.892655367231638;
8 83 0.76555023923445;
8 84 0.776119402985075;
8 85 0.754807692307692;
8 86 0.802197802197802;
8 87 0.905325443786982;
8 88 0.872037914691943;
8 90 0.903553299492386;
8 91 0.921951219512195;
8 92 0.90625;
8 93 0.980582524271845;
8 94 0.940217391304348;
8 95 0.963917525773196;
8 98 0.882352941176471;
8 100 0.675675675675676;
8 101 0.688524590163934;
9 10 0.963730569948187;
9 11 0.969879518072289;
9 12 0.982035928143713;
9 13 0.958115183246073;
9 14 0.945945945945946;
9 15 0.904761904761905;
9 16 0.93048128342246;
9 17 0.947674418604651;
9 18 0.892857142857143;
9 19 0.971631205673759;
9 20 0.898648648648649;
9 21 0.915343915343915;
9 22 0.925133689839572;
9 23 0.921465968586387;
9 24 0.923497267759563;
9 25 0.522727272727273;
9 26 0.714285714285714;
9 28 0.737430167597765;
9 29 0.565714285714286;
9 30 0.757396449704142;
9 31 0.50314465408805;
9 32 0.68452380952381;
9 36 0.496124031007752;
9 66 -0.0983606557377049;
9 69 0.698924731182796;
9 70 0.622754491017964;
9 71 0.828571428571429;
9 72 0.846560846560847;
9 73 0.868571428571429;
9 78 0.949720670391061;
9 79 0.973684210526316;
9 80 0.932291666666667;
9 81 0.986206896551724;
9 82 0.890322580645161;
9 83 0.845744680851064;
9 84 0.857142857142857;
9 85 0.835978835978836;
9 86 0.95625;
9 87 0.911764705882353;
9 88 0.921052631578947;
9 90 0.949438202247191;
9 91 0.983783783783784;
9 92 0.906432748538012;
9 93 0.984126984126984;
9 94 0.956521739130435;
9 95 0.913793103448276;
9 98 0.934782608695652;
9 100 0.869565217391304;
9 101 0.971428571428571;
10 11 0.989847715736041;
10 12 0.878787878787879;
10 13 0.959276018099548;
10 14 0.909604519774011;
10 15 0.846153846153846;
10 16 0.943127962085308;
10 17 0.950738916256158;
10 18 0.912280701754386;
10 19 0.964071856287425;
10 20 0.897142857142857;
10 21 0.948598130841122;
10 22 0.830275229357798;
10 23 0.918918918918919;
10 24 0.92093023255814;
10 25 0.627329192546584;
10 26 0.760736196319018;
10 27 0.536036036036036;
10 28 0.779904306220096;
10 29 0.608910891089109;
10 30 0.698492462311558;
10 31 0.582010582010582;
10 32 0.727272727272727;
10 33 0.528888888888889;
10 68 0.509708737864078;
10 69 0.708333333333333;
10 70 0.656565656565657;
10 71 0.816901408450704;
10 72 0.777272727272727;
10 73 0.780487804878049;
10 78 0.942583732057416;
10 79 1;
10 80 0.933333333333333;
10 81 0.982954545454545;
10 82 0.913978494623656;
10 83 0.756880733944954;
10 84 0.764150943396226;
10 85 0.748858447488584;
10 86 0.832460732984293;
10 87 0.932960893854749;
10 88 0.895927601809955;
10 90 0.922705314009662;
10 91 0.953703703703704;
10 92 0.930693069306931;
10 93 1;
10 94 0.974226804123711;
10 95 0.955882352941177;
10 98 0.906542056074766;
10 100 0.653333333333333;
10 101 0.661290322580645;
11 12 0.859649122807018;
11 13 0.964102564102564;
11 14 0.880794701986755;
11 15 0.849056603773585;
11 16 0.940860215053763;
11 17 0.954285714285714;
11 18 0.881188118811881;
11 19 0.957142857142857;
11 20 0.87012987012987;
11 21 0.93048128342246;
11 22 0.81151832460733;
11 23 0.902564102564103;
11 24 0.911458333333333;
11 25 0.619047619047619;
11 26 0.763513513513513;
11 27 0.530927835051546;
11 28 0.788359788359788;
11 29 0.607954545454545;
11 30 0.691489361702128;
11 31 0.595628415300546;
11 32 0.734042553191489;
11 33 0.522842639593909;
11 69 0.723076923076923;
11 70 0.689839572192513;
11 71 0.806451612903226;
11 72 0.766839378238342;
11 73 0.770491803278688;
11 78 0.945945945945946;
11 79 0.994219653179191;
11 80 0.917647058823529;
11 81 0.97972972972973;
11 82 0.903614457831325;
11 83 0.738219895287958;
11 84 0.74869109947644;
11 85 0.73469387755102;
11 86 0.83625730994152;
11 87 0.91812865497076;
11 88 0.871794871794872;
11 90 0.924324324324324;
11 91 0.958549222797927;
11 92 0.909604519774011;
11 93 1;
11 94 0.970059880239521;
11 95 0.941489361702128;
11 98 0.893617021276596;
11 100 0.606060606060606;
11 101 0.677966101694915;
11 102 -0.0943396226415094;
12 13 0.877551020408163;
12 14 0.887417218543046;
12 15 1;
12 16 0.86096256684492;
12 17 0.864406779661017;
12 18 0.97752808988764;
12 19 0.856287425149701;
12 20 0.827814569536424;
12 21 0.878306878306878;
12 22 0.860103626943005;
12 23 0.868020304568528;
12 24 0.841269841269841;
12 25 0.544117647058823;
12 26 0.705035971223022;
12 28 0.728260869565217;
12 29 0.573863636363636;
12 30 0.84971098265896;
12 31 0.521212121212121;
12 32 0.676300578034682;
12 36 0.490196078431373;
12 69 0.701570680628272;
12 70 0.583815028901734;
12 71 0.941666666666667;
12 72 0.815384615384615;
12 73 0.833333333333333;
12 78 0.891304347826087;
12 79 1;
12 80 0.976470588235294;
12 81 0.847457627118644;
12 82 0.791411042944785;
12 83 0.83419689119171;
12 84 0.811827956989247;
12 85 0.823834196891192;
12 86 0.963636363636364;
12 87 0.973856209150327;
12 88 0.872448979591837;
12 90 0.901098901098901;
12 91 0.884210526315789;
12 92 0.830508474576271;
12 93 0.88659793814433;
12 94 0.965317919075145;
12 95 0.866666666666667;
12 98 0.880208333333333;
12 100 0.706666666666667;
12 101 0.629032258064516;
13 14 0.868571428571429;
13 15 0.921875;
13 16 0.956937799043062;
13 17 0.97;
13 18 0.883928571428571;
13 19 0.963636363636364;
13 20 0.884393063583815;
13 21 0.933962264150943;
13 22 0.833333333333333;
13 23 0.913636363636364;
13 24 0.924170616113744;
13 25 0.574074074074074;
13 26 0.717791411042945;
13 27 0.497716894977169;
13 28 0.743961352657005;
13 29 0.57;
13 30 0.65989847715736;
13 31 0.572192513368984;
13 32 0.690355329949239;
13 33 0.490990990990991;
13 69 0.677570093457944;
13 70 0.627551020408163;
13 71 0.865248226950355;
13 72 0.798165137614679;
13 73 0.802955665024631;
13 78 0.917874396135266;
13 79 0.964467005076142;
13 80 0.932642487046632;
13 81 0.982658959537572;
13 82 0.896739130434783;
13 83 0.777777777777778;
13 84 0.784688995215311;
13 85 0.768518518518518;
13 86 0.845744680851064;
13 87 0.915254237288136;
13 88 0.881818181818182;
13 90 0.941463414634146;
13 91 0.948356807511737;
13 92 0.915422885572139;
13 93 0.976635514018692;
13 94 0.958333333333333;
13 95 0.911330049261084;
13 98 0.909952606635071;
13 100 0.648648648648649;
13 101 0.655737704918033;
13 102 -0.0909090909090909;
14 15 0.765957446808511;
14 16 0.831325301204819;
14 17 0.853107344632768;
14 18 0.86734693877551;
14 19 0.918032786885246;
14 20 0.815286624203822;
14 21 0.848837209302326;
14 22 0.793103448275862;
14 23 0.828571428571429;
14 24 0.81437125748503;
14 25 0.51937984496124;
14 26 0.69281045751634;
14 28 0.736526946107784;
14 29 0.540372670807453;
14 30 0.67948717948718;
14 31 0.493243243243243;
14 32 0.631578947368421;
14 36 0.556390977443609;
14 69 0.641176470588235;
14 70 0.572368421052632;
14 71 0.77;
14 72 0.754285714285714;
14 73 0.757763975155279;
14 78 0.890909090909091;
14 79 0.993548387096774;
14 80 0.913907284768212;
14 81 0.886666666666667;
14 82 0.809815950920245;
14 83 0.709302325581395;
14 84 0.695121951219512;
14 85 0.695906432748538;
14 86 0.841463414634146;
14 87 0.902985074626866;
14 88 0.835227272727273;
14 90 0.890243902439024;
14 91 0.905325443786982;
14 92 0.819354838709677;
14 93 0.929411764705882;
14 94 0.934640522875817;
14 95 0.854430379746835;
14 98 0.839285714285714;
14 100 0.671428571428571;
14 101 0.620689655172414;
15 16 0.967213114754098;
15 17 0.980769230769231;
15 18 0.846153846153846;
15 19 1;
15 20 0.863636363636364;
15 21 0.904761904761905;
15 22 0.936507936507937;
15 23 0.892307692307692;
15 24 0.915254237288136;
15 28 0.492063492063492;
15 38 -0.0923076923076923;
15 58 -0.111111111111111;
15 67 -0.1875;
15 71 0.783333333333333;
15 72 0.828125;
15 73 0.783333333333333;
15 78 0.868852459016393;
15 79 0.873015873015873;
15 80 0.904761904761905;
15 81 1;
15 82 0.854166666666667;
15 83 0.82258064516129;
15 84 0.779661016949153;
15 85 0.816666666666667;
15 86 0.962962962962963;
15 87 0.867924528301887;
15 88 0.888888888888889;
15 90 0.983050847457627;
15 91 0.9;
15 92 0.892307692307692;
15 93 0.901639344262295;
15 94 0.807017543859649;
15 95 0.654545454545455;
15 98 0.948275862068966;
15 99 -0.142857142857143;
15 100 1;
16 17 0.968421052631579;
16 18 0.927927927927928;
16 19 0.961038961038961;
16 20 0.914110429447853;
16 21 0.947115384615385;
16 22 0.839805825242718;
16 23 0.933333333333333;
16 24 0.945544554455445;
16 25 0.543046357615894;
16 26 0.683870967741935;
16 28 0.715736040609137;
16 29 0.552631578947368;
16 30 0.617021276595745;
16 31 0.556179775280899;
16 32 0.661375661375661;
16 45 -0.123076923076923;
16 66 -0.118811881188119;
16 69 0.632352941176471;
16 70 0.585106382978723;
16 71 0.898550724637681;
16 72 0.822115384615385;
16 73 0.829896907216495;
16 78 0.904522613065327;
16 79 0.936170212765957;
16 80 0.942105263157895;
16 81 0.969512195121951;
16 82 0.942857142857143;
16 83 0.793269230769231;
16 84 0.798994974874372;
16 85 0.781553398058252;
16 86 0.831460674157303;
16 87 0.928994082840237;
16 88 0.899521531100478;
16 90 0.938461538461538;
16 91 0.921182266009852;
16 92 0.947368421052632;
16 93 0.951219512195122;
16 94 0.929347826086957;
16 95 0.891752577319588;
16 98 0.910891089108911;
16 100 0.611940298507463;
16 101 0.611111111111111;
16 102 -0.25;
17 18 0.912280701754386;
17 19 0.958620689655172;
17 20 0.903409090909091;
17 21 0.94300518134715;
17 22 0.83248730964467;
17 23 0.925373134328358;
17 24 0.932642487046632;
17 25 0.571428571428571;
17 26 0.713414634146341;
17 28 0.75531914893617;
17 29 0.56353591160221;
17 30 0.649717514124294;
17 31 0.568965517241379;
17 32 0.694915254237288;
17 66 -0.106598984771574;
17 69 0.678571428571429;
17 70 0.612359550561798;
17 71 0.892561983471074;
17 72 0.815;
17 73 0.820652173913043;
17 78 0.914893617021277;
17 79 0.954802259887006;
17 80 0.936781609195402;
17 81 0.983050847457627;
17 82 0.903743315508021;
17 83 0.791878172588833;
17 84 0.801047120418848;
17 85 0.782828282828283;
17 86 0.86096256684492;
17 87 0.924050632911392;
17 88 0.885;
17 90 0.957894736842105;
17 91 0.938461538461538;
17 92 0.922651933701657;
17 93 0.969230769230769;
17 94 0.936416184971098;
17 95 0.896174863387978;
17 98 0.917525773195876;
17 100 0.653333333333333;
17 101 0.661290322580645;
18 19 0.976190476190476;
18 20 0.971428571428571;
18 21 0.982142857142857;
18 22 0.981981981981982;
18 23 0.964285714285714;
18 24 0.954128440366973;
18 26 0.63953488372093;
18 28 0.700934579439252;
18 30 0.670103092783505;
18 32 0.625;
18 36 0.61038961038961;
18 45 -0.121212121212121;
18 66 -0.176991150442478;
18 69 0.68695652173913;
18 70 0.536842105263158;
18 71 0.822429906542056;
18 72 0.852173913043478;
18 73 0.850877192982456;
18 78 0.860869565217391;
18 79 0.911504424778761;
18 80 0.982608695652174;
18 81 1;
18 82 0.962962962962963;
18 83 0.843478260869565;
18 84 0.853211009174312;
18 85 0.833333333333333;
18 86 0.907407407407407;
18 87 1;
18 88 1;
18 90 0.909090909090909;
18 91 0.875;
18 92 0.982456140350877;
18 93 0.909090909090909;
18 94 0.897196261682243;
18 95 0.81;
18 98 0.962962962962963;
18 99 0.529411764705882;
18 100 1;
19 20 0.926229508196721;
19 21 0.974683544303797;
19 22 0.865853658536585;
19 23 0.951219512195122;
19 24 0.949685534591195;
19 25 0.656;
19 26 0.839622641509434;
19 27 0.5;
19 28 0.789473684210526;
19 29 0.606666666666667;
19 30 0.710344827586207;
19 31 0.597014925373134;
19 32 0.753521126760563;
19 33 0.491017964071856;
19 56 -0.108433734939759;
19 69 0.75;
19 70 0.640845070422535;
19 71 0.945454545454545;
19 72 0.815950920245399;
19 73 0.825503355704698;
19 78 0.927631578947368;
19 79 0.97972972972973;
19 80 0.97887323943662;
19 81 0.944827586206897;
19 82 0.916666666666667;
19 83 0.801242236024845;
19 84 0.779220779220779;
19 85 0.795031055900621;
19 86 0.807407407407407;
19 87 0.961832061068702;
19 88 0.94478527607362;
19 90 0.947019867549669;
19 91 0.95;
19 92 0.961783439490446;
19 93 0.975155279503106;
19 94 0.965986394557823;
19 95 0.96;
19 98 0.932098765432099;
19 100 0.547169811320755;
19 101 0.682926829268293;
19 102 -0.0952380952380952;
20 21 0.94047619047619;
20 22 0.835294117647059;
20 23 0.913294797687861;
20 24 0.911764705882353;
20 25 0.515384615384615;
20 26 0.690140845070423;
20 28 0.731707317073171;
20 29 0.569620253164557;
20 30 0.666666666666667;
20 32 0.655629139072848;
20 66 -0.131428571428571;
20 69 0.654761904761905;
20 70 0.607843137254902;
20 71 0.824074074074074;
20 72 0.767441860465116;
20 73 0.775862068965517;
20 78 0.862857142857143;
20 79 0.934210526315789;
20 80 0.966442953020134;
20 81 0.920529801324503;
20 82 0.905660377358491;
20 83 0.769230769230769;
20 84 0.794117647058823;
20 85 0.765714285714286;
20 86 0.8;
20 87 0.956834532374101;
20 88 0.896551724137931;
20 90 0.872727272727273;
20 91 0.848837209302326;
20 92 0.928104575163399;
20 93 0.892215568862275;
20 94 0.906040268456376;
20 95 0.829113924050633;
20 98 0.88622754491018;
20 100 0.655737704918033;
20 101 0.74;
21 22 0.867298578199052;
21 23 0.948356807511737;
21 24 0.950980392156863;
21 25 0.546052631578947;
21 26 0.681528662420382;
21 28 0.719211822660099;
21 29 0.548223350253807;
21 30 0.651041666666667;
21 31 0.525139664804469;
21 32 0.657894736842105;
21 36 0.493055555555556;
21 45 -0.11734693877551;
21 66 -0.0922330097087379;
21 69 0.642512077294686;
21 70 0.585106382978723;
21 71 0.841726618705036;
21 72 0.772511848341232;
21 73 0.780612244897959;
21 78 0.89;
21 79 0.952380952380952;
21 80 0.973958333333333;
21 81 0.969879518072289;
21 82 0.966292134831461;
21 83 0.770334928229665;
21 84 0.757425742574257;
21 85 0.760765550239234;
21 86 0.81767955801105;
21 87 0.982248520710059;
21 88 0.952830188679245;
21 90 0.914141414141414;
21 91 0.898058252427185;
21 92 0.984455958549223;
21 93 0.946859903381642;
21 94 0.924731182795699;
21 95 0.897435897435897;
21 98 0.951219512195122;
21 100 0.63768115942029;
21 101 0.678571428571429;
21 102 -0.1;
22 23 0.852534562211982;
22 24 0.839622641509434;
22 26 0.569620253164557;
22 28 0.629807692307692;
22 29 0.5;
22 30 0.639175257731959;
22 32 0.578680203045685;
22 66 -0.119617224880383;
22 69 0.592417061611374;
22 70 0.520408163265306;
22 71 0.838028169014085;
22 72 0.762790697674419;
22 73 0.786069651741294;
22 78 0.809756097560976;
22 79 0.927461139896373;
22 80 0.968421052631579;
22 81 0.858823529411765;
22 82 0.796703296703297;
22 83 0.779342723004695;
22 84 0.766990291262136;
22 85 0.769953051643192;
22 86 0.830687830687831;
22 87 0.982658959537572;
22 88 0.87037037037037;
22 90 0.846534653465347;
22 91 0.823809523809524;
22 92 0.83756345177665;
22 93 0.848341232227488;
22 94 0.905263157894737;
22 95 0.773869346733668;
22 98 0.866028708133971;
22 100 0.608108108108108;
22 101 0.596774193548387;
23 24 0.952830188679245;
23 25 0.525;
23 26 0.660493827160494;
23 28 0.701923076923077;
23 29 0.555;
23 30 0.634517766497462;
23 31 0.521276595744681;
23 32 0.685279187817259;
23 45 -0.122549019607843;
23 66 -0.122065727699531;
23 69 0.651162790697674;
23 70 0.586734693877551;
23 71 0.865248226950355;
23 72 0.785388127853881;
23 73 0.803921568627451;
23 78 0.870192307692308;
23 79 0.918781725888325;
23 80 0.969072164948454;
23 81 0.971264367816092;
23 82 0.913513513513514;
23 83 0.755760368663594;
23 84 0.785714285714286;
23 85 0.746543778801843;
23 86 0.80952380952381;
23 87 0.954802259887006;
23 88 0.940909090909091;
23 90 0.907766990291262;
23 91 0.878504672897196;
23 92 0.940298507462687;
23 93 0.92093023255814;
23 94 0.90625;
23 95 0.866995073891626;
23 98 0.900943396226415;
23 100 0.653333333333333;
23 101 0.693548387096774;
