n = 53
11 33 0.708571428571429;
11 34 0.867298578199052;
11 35 0.900662251655629;
11 36 0.847619047619048;
11 37 0.745098039215686;
11 45 0.861244019138756;
11 46 0.878787878787879;
11 49 0.890547263681592;
11 50 0.903703703703704;
11 51 0.825;
11 52 0.897435897435897;
12 13 0.560283687943262;
12 14 0.830985915492958;
12 15 0.836842105263158;
12 16 0.849056603773585;
12 17 0.862385321100917;
12 18 0.752475247524752;
12 19 0.816568047337278;
12 20 0.697802197802198;
12 21 0.607329842931937;
12 28 0.804761904761905;
12 29 0.663366336633663;
12 30 0.867924528301887;
12 31 0.830769230769231;
12 32 0.907834101382488;
12 33 0.734042553191489;
12 34 0.846511627906977;
12 35 0.859872611464968;
12 36 0.864485981308411;
12 37 0.825806451612903;
12 45 0.831775700934579;
12 46 0.852216748768473;
12 49 0.864077669902913;
12 50 0.905109489051095;
12 51 0.914893617021277;
12 52 0.978260869565217;
13 14 0.554744525547445;
13 15 0.57037037037037;
13 16 0.640287769784173;
13 17 0.626760563380282;
13 18 0.511627906976744;
13 19 0.6875;
13 21 0.536764705882353;
13 28 0.548148148148148;
13 29 0.78740157480315;
13 30 0.62043795620438;
13 31 0.633333333333333;
13 32 0.574468085106383;
13 34 0.65;
13 35 0.706521739130435;
13 36 0.58695652173913;
13 37 0.580882352941177;
13 38 0.522388059701492;
13 39 0.546099290780142;
13 40 0.522522522522523;
13 43 0.529411764705882;
13 45 0.652173913043478;
13 46 0.611510791366906;
13 49 0.666666666666667;
13 50 0.64;
14 15 0.895287958115183;
14 16 0.862559241706161;
14 17 0.878378378378378;
14 18 0.694174757281553;
14 19 0.884393063583815;
14 20 0.769230769230769;
14 21 0.696808510638298;
14 28 0.836448598130841;
14 29 0.681159420289855;
14 30 0.916666666666667;
14 31 0.864321608040201;
14 32 0.868778280542986;
14 33 0.739130434782609;
14 34 0.844036697247706;
14 35 0.89375;
14 36 0.830275229357798;
14 37 0.703947368421053;
14 45 0.852534562211982;
14 46 0.868932038834951;
14 49 0.880382775119617;
14 50 0.894366197183099;
14 51 0.959183673469388;
14 52 0.9375;
15 16 0.860215053763441;
15 17 0.877551020408163;
15 18 0.792349726775956;
15 19 0.871621621621622;
15 20 0.709677419354839;
15 21 0.655737704918033;
15 28 0.819148936170213;
15 29 0.708791208791209;
15 30 0.9;
15 31 0.872832369942196;
15 32 0.897435897435897;
15 33 0.701657458563536;
15 34 0.875647668393782;
15 35 0.855072463768116;
15 36 0.846938775510204;
15 37 0.697986577181208;
15 45 0.83419689119171;
15 46 0.884615384615385;
15 49 0.870967741935484;
15 50 0.94017094017094;
15 51 0.961538461538462;
15 52 0.923076923076923;
16 17 0.921296296296296;
16 18 0.733668341708543;
16 19 0.867469879518072;
16 20 0.751381215469613;
16 21 0.697297297297297;
16 28 0.822115384615385;
16 29 0.715;
16 30 0.895238095238095;
16 31 0.922279792746114;
16 32 0.893023255813953;
16 33 0.692307692307692;
16 34 0.886792452830189;
16 35 0.896103896103896;
16 36 0.849056603773585;
16 37 0.748344370860927;
16 45 0.890995260663507;
16 46 0.890547263681592;
16 49 0.876847290640394;
16 50 0.888888888888889;
16 51 0.833333333333333;
16 52 0.914893617021277;
17 18 0.719047619047619;
17 19 0.887005649717514;
17 20 0.762162162162162;
17 21 0.664921465968586;
17 28 0.821917808219178;
17 29 0.729857819905213;
17 30 0.909502262443439;
17 31 0.916666666666667;
17 32 0.907079646017699;
17 33 0.675531914893617;
17 34 0.89237668161435;
17 35 0.926829268292683;
17 36 0.860986547085202;
17 37 0.737179487179487;
17 45 0.896396396396396;
17 46 0.900473933649289;
17 49 0.906542056074766;
17 50 0.896551724137931;
17 51 0.897959183673469;
17 52 0.979166666666667;
18 19 0.660493827160494;
18 20 0.631578947368421;
18 21 0.589887640449438;
18 28 0.67487684729064;
18 29 0.588832487309645;
18 30 0.71078431372549;
18 31 0.711229946524064;
18 32 0.727272727272727;
18 33 0.68361581920904;
18 34 0.729468599033816;
18 35 0.679738562091503;
18 36 0.699029126213592;
18 37 0.784722222222222;
18 45 0.690821256038647;
18 46 0.770408163265306;
18 49 0.703517587939699;
18 50 0.700729927007299;
19 20 0.817518248175182;
19 21 0.694444444444444;
19 28 0.830409356725146;
19 29 0.726708074534162;
19 30 0.900584795321637;
19 31 0.857142857142857;
19 32 0.870056497175141;
19 33 0.732394366197183;
19 34 0.846590909090909;
19 35 0.911949685534591;
19 36 0.84971098265896;
19 37 0.709090909090909;
19 45 0.870056497175141;
19 46 0.878787878787879;
19 49 0.866666666666667;
19 50 0.86734693877551;
19 51 0.851063829787234;
19 52 0.956521739130435;
20 21 0.79375;
20 28 0.737430167597765;
20 29 0.549132947976879;
20 30 0.770949720670391;
20 31 0.722222222222222;
20 32 0.71195652173913;
20 33 0.645161290322581;
20 34 0.756906077348066;
20 35 0.806201550387597;
20 36 0.723756906077348;
20 37 0.608108108108108;
20 45 0.773480662983425;
20 46 0.734806629834254;
20 49 0.720930232558139;
20 50 0.638095238095238;
20 51 0.966666666666667;
20 52 0.96551724137931;
21 28 0.710382513661202;
21 30 0.708108108108108;
21 31 0.630952380952381;
21 32 0.642105263157895;
21 33 0.648648648648649;
21 34 0.680851063829787;
21 35 0.656716417910448;
21 36 0.647058823529412;
21 37 0.646666666666667;
21 45 0.718085106382979;
21 46 0.717514124293785;
21 49 0.642458100558659;
21 50 0.557522123893805;
22 23 0.771428571428571;
22 24 0.904040404040404;
22 25 0.828025477707006;
22 26 0.854922279792746;
22 27 0.788888888888889;
22 38 -0.364583333333333;
22 39 -0.385;
22 40 -0.449101796407186;
22 41 0.814102564102564;
22 42 0.906779661016949;
22 43 -0.404255319148936;
22 44 0.844086021505376;
22 47 0.548387096774194;
22 48 0.7;
23 24 0.770186335403727;
23 25 0.747967479674797;
23 26 0.705128205128205;
23 27 0.716312056737589;
23 38 -0.435064935064935;
23 39 -0.416149068322981;
23 40 -0.435114503816794;
23 41 0.702479338842975;
23 42 0.784;
23 43 -0.438709677419355;
23 44 0.735483870967742;
23 47 0.541353383458647;
23 48 0.611111111111111;
24 25 0.898305084745763;
24 26 0.898148148148148;
24 27 0.841584158415842;
24 38 -0.413953488372093;
24 39 -0.430493273542601;
24 40 -0.473958333333333;
24 41 0.848314606741573;
24 42 0.949275362318841;
24 43 -0.433962264150943;
24 44 0.875598086124402;
24 47 0.635838150289017;
24 48 0.725;
25 26 0.850574712643678;
25 27 0.814814814814815;
25 38 -0.445086705202312;
25 39 -0.463687150837989;
25 40 -0.525316455696203;
25 41 0.84393063583815;
25 42 0.9140625;
25 43 -0.494117647058824;
25 44 0.897590361445783;
25 47 0.511450381679389;
25 48 0.636363636363636;
26 27 0.782828282828283;
26 38 -0.421800947867299;
26 39 -0.438356164383562;
26 40 -0.484042553191489;
26 41 0.811428571428571;
26 42 0.902985074626866;
26 43 -0.446601941747573;
26 44 0.844660194174757;
26 47 0.619883040935672;
26 48 0.752136752136752;
27 38 -0.377551020408163;
27 39 -0.392156862745098;
27 40 -0.447674418604651;
27 41 0.786585365853659;
27 42 0.891666666666667;
27 43 -0.40625;
27 44 0.796875;
27 47 0.551282051282051;
27 48 0.617647058823529;
28 29 0.625615763546798;
28 30 0.821596244131455;
28 31 0.804020100502513;
28 32 0.840182648401826;
28 33 0.756906077348066;
28 34 0.856481481481482;
28 35 0.84375;
28 36 0.8;
28 37 0.671140939597315;
28 45 0.87906976744186;
28 46 0.847290640394089;
28 49 0.820388349514563;
28 50 0.801418439716312;
28 51 0.833333333333333;
28 52 0.829787234042553;
29 30 0.726829268292683;
29 31 0.698412698412698;
29 32 0.70952380952381;
29 33 0.508670520231214;
29 34 0.719806763285024;
29 35 0.77027027027027;
29 36 0.690821256038647;
29 37 0.63448275862069;
29 38 0.544554455445545;
29 39 0.557142857142857;
29 40 0.508474576271186;
29 42 -0.414634146341463;
29 43 0.535353535353535;
29 45 0.70873786407767;
29 46 0.719387755102041;
29 49 0.738095238095238;
29 50 0.680851063829787;
29 51 0.6875;
29 52 0.74468085106383;
30 31 0.898989898989899;
30 32 0.886363636363636;
30 33 0.692307692307692;
30 34 0.880184331797235;
30 35 0.917721518987342;
30 36 0.866359447004608;
30 37 0.733333333333333;
30 45 0.884259259259259;
30 46 0.91219512195122;
30 49 0.889423076923077;
30 50 0.906474820143885;
30 51 0.959183673469388;
30 52 0.958333333333333;
31 32 0.886699507389163;
31 33 0.654545454545455;
31 34 0.89;
31 35 0.907801418439716;
31 36 0.84;
31 37 0.706766917293233;
31 45 0.869346733668342;
31 46 0.882978723404255;
31 49 0.885416666666667;
31 50 0.910344827586207;
31 51 0.918367346938776;
31 52 0.958333333333333;
32 33 0.754010695187166;
32 34 0.896860986547085;
32 35 0.884146341463415;
32 36 0.878378378378378;
32 37 0.754838709677419;
32 45 0.873873873873874;
32 46 0.89047619047619;
32 49 0.887323943661972;
32 50 0.930555555555556;
32 51 0.918367346938776;
32 52 0.9375;
33 34 0.724324324324324;
33 35 0.708955223880597;
33 36 0.695652173913043;
33 37 0.657718120805369;
33 45 0.735135135135135;
33 46 0.724137931034483;
33 49 0.694915254237288;
33 50 0.747747747747748;
33 51 0.740740740740741;
33 52 0.703703703703704;
34 35 0.864197530864197;
34 36 0.835616438356164;
34 37 0.753246753246753;
34 45 0.877272727272727;
34 46 0.884615384615385;
34 49 0.862559241706161;
34 50 0.852112676056338;
34 51 0.854166666666667;
34 52 0.872340425531915;
35 36 0.8625;
35 37 0.771428571428571;
35 45 0.901840490797546;
35 46 0.92;
35 49 0.914473684210526;
35 50 0.920454545454545;
35 51 0.947368421052632;
35 52 1;
36 37 0.730263157894737;
36 45 0.834862385321101;
36 46 0.884057971014493;
36 49 0.838095238095238;
36 50 0.851063829787234;
36 51 0.857142857142857;
36 52 0.9375;
37 45 0.743421052631579;
37 46 0.764705882352941;
37 49 0.768707482993197;
37 50 0.860759493670886;
38 39 0.967741935483871;
38 40 0.901041666666667;
38 41 -0.502890173410405;
38 42 -0.696969696969697;
38 43 0.990338164251208;
38 44 -0.455882352941176;
38 48 -0.355932203389831;
38 52 0.531914893617021;
39 40 0.911458333333333;
39 41 -0.497206703910615;
39 42 -0.688405797101449;
39 43 0.957746478873239;
39 44 -0.466981132075472;
39 48 -0.347107438016529;
40 41 -0.559006211180124;
40 42 -0.685483870967742;
40 43 0.918918918918919;
40 44 -0.525139664804469;
40 47 -0.288732394366197;
40 48 -0.382352941176471;
41 42 0.872;
41 43 -0.535714285714286;
41 44 0.860606060606061;
41 48 0.634146341463415;
42 43 -0.703703703703704;
42 44 0.915384615384615;
42 47 0.563636363636364;
42 48 0.761194029850746;
43 44 -0.485;
43 48 -0.356521739130435;
44 47 0.549382716049383;
44 48 0.669642857142857;
45 46 0.898550724637681;
45 49 0.885714285714286;
45 50 0.873239436619718;
45 51 0.895833333333333;
45 52 0.936170212765957;
46 49 0.889447236180904;
46 50 0.915384615384615;
46 51 0.916666666666667;
46 52 0.944444444444444;
47 48 0.786407766990291;
49 50 0.951724137931034;
49 51 0.959183673469388;
49 52 0.979166666666667;
50 51 0.918367346938776;
50 52 0.895833333333333;
51 52 0.9375]
