n = 87
2 29 0.688679245283019;
2 30 0.708860759493671;
2 31 0.795719844357977;
2 32 0.831041257367387;
2 33 0.813819577735125;
2 34 0.793587174348697;
2 35 0.789980732177264;
2 36 0.806772908366534;
2 37 0.795660036166365;
2 38 0.755813953488372;
2 39 0.813704496788009;
2 40 0.804210526315789;
2 41 0.831967213114754;
2 42 0.799625468164794;
2 43 0.784269662921348;
2 44 0.808061420345489;
2 45 0.781779661016949;
2 46 0.614583333333333;
2 49 0.830409356725146;
2 53 0.760736196319018;
2 54 0.792756539235412;
2 55 0.76940133037694;
2 56 0.813653136531365;
2 61 -0.376288659793814;
2 62 0.771794871794872;
2 65 -0.46031746031746;
2 66 0.814595660749507;
2 69 0.796190476190476;
2 70 -0.350961538461538;
2 72 0.797323135755258;
2 73 0.825112107623318;
2 74 0.829181494661922;
2 75 0.766109785202864;
2 76 0.775100401606426;
2 77 0.783898305084746;
2 85 0.794759825327511;
2 86 1;
3 4 -0.263736263736264;
3 10 0.62993762993763;
3 24 0.704491725768322;
3 26 0.808695652173913;
3 27 0.810909090909091;
3 28 -0.285714285714286;
3 29 0.663551401869159;
3 30 0.675;
3 31 0.802325581395349;
3 32 0.837573385518591;
3 33 0.820267686424474;
3 34 0.806841046277666;
3 35 0.788867562380038;
3 36 0.805168986083499;
3 37 0.794594594594595;
3 38 0.67816091954023;
3 39 0.819354838709677;
3 40 0.804670912951168;
3 41 0.818181818181818;
3 42 0.803703703703704;
3 43 0.78076062639821;
3 44 0.809160305343511;
3 45 0.789029535864979;
3 46 0.625;
3 49 0.816326530612245;
3 53 0.767820773930754;
3 54 0.795180722891566;
3 55 0.777533039647577;
3 56 0.827205882352941;
3 61 -0.357142857142857;
3 62 0.7735368956743;
3 65 -0.492125984251969;
3 66 0.821917808219178;
3 69 0.809885931558935;
3 70 -0.326968973747017;
3 72 0.803809523809524;
3 73 0.829977628635347;
3 74 0.825622775800712;
3 75 0.780429594272076;
3 76 0.791338582677165;
3 77 0.785714285714286;
3 85 0.779735682819383;
3 86 1;
4 5 0.692307692307692;
4 26 -0.396648044692737;
4 27 -0.378378378378378;
4 29 -0.367816091954023;
4 30 -0.36231884057971;
4 31 -0.431137724550898;
4 32 -0.393258426966292;
4 33 -0.39010989010989;
4 34 -0.381720430107527;
4 35 -0.352272727272727;
4 36 -0.387096774193548;
4 37 -0.361702127659574;
4 38 -0.424657534246575;
4 39 -0.32258064516129;
4 40 -0.379888268156425;
4 41 -0.380116959064327;
4 42 -0.412790697674419;
4 43 -0.379679144385027;
4 44 -0.298850574712644;
4 45 -0.372670807453416;
4 46 -0.423529411764706;
4 48 0.731428571428571;
4 49 -0.264150943396226;
4 51 0.681528662420382;
4 52 0.641891891891892;
4 53 -0.32258064516129;
4 54 -0.394285714285714;
4 55 -0.29126213592233;
4 56 -0.403225806451613;
4 62 -0.314516129032258;
4 66 -0.408839779005525;
4 69 -0.363128491620112;
4 72 -0.341040462427746;
4 73 -0.384615384615385;
4 74 -0.380952380952381;
4 77 -0.8;
4 78 0.8;
5 26 -0.330143540669856;
5 28 1;
5 31 -0.307036247334755;
5 32 -0.272532188841202;
5 35 -0.296842105263158;
5 39 -0.260047281323877;
5 42 -0.261133603238866;
5 43 -0.308962264150943;
5 46 -0.329268292682927;
5 48 0.669082125603865;
5 51 0.741025641025641;
5 52 0.625316455696203;
5 56 -0.267605633802817;
5 66 -0.267094017094017;
5 73 -0.277372262773723;
5 79 0.661596958174905;
5 85 -0.327272727272727;
5 86 1;
6 7 0.987341772151899;
6 8 0.95249406175772;
6 9 0.957142857142857;
6 10 0.966836734693878;
6 11 0.944954128440367;
6 12 0.721485411140584;
6 13 0.716517857142857;
6 14 0.757647058823529;
6 15 0.703241895261845;
6 16 0.698412698412698;
6 17 0.7125;
6 18 0.693877551020408;
6 19 0.739130434782609;
6 20 0.740157480314961;
6 21 0.761904761904762;
6 22 0.715909090909091;
6 23 0.713603818615752;
6 24 0.624678663239075;
6 47 0.960176991150443;
6 57 0.95609756097561;
6 58 0.960352422907489;
6 59 0.9375;
6 60 0.713636363636364;
6 63 0.973821989528796;
6 64 0.718157181571816;
6 65 -0.427906976744186;
6 67 0.959119496855346;
6 68 0.945945945945946;
6 71 0.965367965367965;
6 77 0.661764705882353;
6 78 0.740740740740741;
6 80 0.950549450549451;
6 81 0.799019607843137;
6 82 0.952830188679245;
6 83 0.80327868852459;
6 84 0.95475113122172;
6 86 1;
7 8 0.957317073170732;
7 9 0.95625;
7 10 0.957983193277311;
7 11 0.970588235294118;
7 12 0.698717948717949;
7 13 0.68944099378882;
7 14 0.737588652482269;
7 15 0.69375;
7 16 0.713375796178344;
7 17 0.82051282051282;
7 18 0.657718120805369;
7 19 0.73125;
7 20 0.688622754491018;
7 21 0.785714285714286;
7 22 0.671052631578947;
7 23 0.694267515923567;
7 47 0.957831325301205;
7 57 0.962025316455696;
7 58 0.964071856287425;
7 59 0.952;
7 60 0.701863354037267;
7 63 0.987577639751553;
7 64 0.702127659574468;
7 65 -0.814814814814815;
7 67 0.966887417218543;
7 68 0.938271604938272;
7 71 0.976878612716763;
7 78 1;
7 79 -0.333333333333333;
8 9 0.956521739130435;
8 10 0.963414634146341;
8 11 0.951807228915663;
8 12 0.706632653061224;
8 13 0.70995670995671;
8 14 0.734553775743707;
8 15 0.696897374701671;
8 16 0.686274509803922;
8 17 0.75;
8 18 0.709273182957393;
8 19 0.724537037037037;
8 20 0.737100737100737;
8 21 0.736111111111111;
8 22 0.713656387665198;
8 23 0.719257540603248;
8 24 0.630208333333333;
8 47 0.955032119914347;
8 57 0.948598130841122;
8 58 0.961290322580645;
8 59 0.92972972972973;
8 60 0.70509977827051;
8 63 0.95959595959596;
8 64 0.689922480620155;
8 65 -0.400943396226415;
8 67 0.947194719471947;
8 68 0.917995444191344;
8 71 0.962305986696231;
8 77 0.644549763033175;
8 78 0.718367346938775;
8 80 0.965714285714286;
8 81 0.774038461538462;
8 82 0.94954128440367;
8 83 0.721311475409836;
8 84 0.965853658536585;
8 86 1;
9 10 0.9739336492891;
9 11 0.959459459459459;
9 12 0.758269720101781;
9 13 0.764583333333333;
9 14 0.792873051224944;
9 15 0.759345794392523;
9 16 0.745222929936306;
9 17 0.754491017964072;
9 18 0.739856801909308;
9 19 0.791183294663573;
9 20 0.764563106796116;
9 21 0.824675324675325;
9 22 0.761290322580645;
9 23 0.767699115044248;
9 47 0.959830866807611;
9 57 0.946601941747573;
9 58 0.96218487394958;
9 59 0.940217391304348;
9 60 0.753812636165577;
9 63 0.963541666666667;
9 64 0.746803069053708;
9 65 -0.473913043478261;
9 67 0.968944099378882;
9 68 0.932900432900433;
9 71 0.964435146443515;
9 77 0.661290322580645;
9 78 0.774468085106383;
9 80 0.966346153846154;
9 81 0.844748858447489;
9 82 0.9581589958159;
9 83 0.867647058823529;
9 84 0.971428571428571;
9 86 1;
10 11 0.965714285714286;
10 12 0.7675;
10 13 0.784648187633262;
10 14 0.8;
10 15 0.767653758542141;
10 16 0.758099352051836;
10 17 0.785714285714286;
10 18 0.80952380952381;
10 19 0.79445727482679;
10 20 0.813775510204082;
10 21 0.788690476190476;
10 22 0.784313725490196;
10 23 0.797674418604651;
10 24 0.731506849315068;
10 47 0.97008547008547;
10 50 0.709821428571429;
10 57 0.974193548387097;
10 58 0.968085106382979;
10 59 0.954887218045113;
10 60 0.773127753303965;
10 63 0.986013986013986;
10 64 0.774278215223097;
10 65 -0.518672199170125;
10 67 0.965870307167236;
10 68 0.945454545454545;
10 71 0.973568281938326;
10 74 0.636792452830189;
10 77 0.663829787234043;
10 78 0.75092936802974;
10 80 0.968181818181818;
10 81 0.816326530612245;
10 82 0.95970695970696;
10 83 0.789915966386555;
10 84 0.965779467680608;
10 86 1;
11 12 0.803858520900322;
11 13 0.780748663101604;
11 14 0.816091954022989;
11 15 0.78978978978979;
11 16 0.741935483870968;
11 17 0.734848484848485;
11 18 0.785498489425982;
11 19 0.785123966942149;
11 20 0.808049535603715;
11 21 0.826254826254826;
11 22 0.799472295514512;
11 23 0.794871794871795;
11 24 0.683501683501683;
11 28 1;
11 47 0.950391644908616;
11 50 0.669354838709677;
11 57 0.958041958041958;
11 58 0.951871657754011;
11 59 0.951219512195122;
11 60 0.773224043715847;
11 63 0.961240310077519;
11 64 0.767441860465116;
11 65 -0.467005076142132;
11 67 0.954887218045113;
11 68 0.93972602739726;
11 71 0.952879581151832;
11 77 0.61875;
11 78 0.776699029126214;
11 80 0.940860215053763;
11 81 0.845070422535211;
11 82 0.945812807881773;
11 83 0.888888888888889;
11 84 0.956521739130435;
11 86 1;
12 13 0.963386727688787;
12 14 0.941605839416058;
12 15 0.971014492753623;
12 16 0.942263279445728;
12 17 0.972972972972973;
12 18 0.921832884097035;
12 19 0.950372208436725;
12 20 0.948275862068966;
12 21 0.970588235294118;
12 22 0.961009174311927;
12 23 0.958128078817734;
12 24 0.710144927536232;
12 28 1;
12 47 0.730769230769231;
12 50 0.725118483412322;
12 57 0.704301075268817;
12 58 0.718535469107552;
12 59 0.61875;
12 60 0.959619952494062;
12 63 0.668539325842697;
12 64 0.942355889724311;
12 65 -0.495535714285714;
12 67 0.717472118959108;
12 68 0.734146341463415;
12 71 0.738823529411765;
12 78 0.930232558139535;
12 80 0.855345911949686;
12 81 0.954081632653061;
12 82 0.789954337899543;
12 83 0.972727272727273;
12 84 0.809756097560976;
12 86 1;
13 14 0.95748987854251;
13 15 0.985232067510548;
13 16 0.955769230769231;
13 17 0.982142857142857;
13 18 0.931567328918322;
13 19 0.983367983367983;
13 20 0.959731543624161;
13 21 0.985590778097983;
13 22 0.97270955165692;
13 23 0.977596741344195;
13 24 0.714975845410628;
13 28 -0.4;
13 47 0.743785850860421;
13 50 0.666666666666667;
13 57 0.677884615384615;
13 58 0.730401529636711;
13 60 0.978557504873294;
13 63 0.67005076142132;
13 64 0.945080091533181;
13 65 -0.429133858267717;
13 67 0.72972972972973;
13 68 0.742;
13 71 0.746561886051081;
13 78 0.958015267175573;
13 80 0.864253393665158;
13 81 0.971887550200803;
13 82 0.803636363636364;
13 83 0.99581589958159;
13 84 0.816479400749064;
13 86 1;
14 15 0.957777777777778;
14 16 0.936734693877551;
14 17 0.978102189781022;
14 18 0.906976744186046;
14 19 0.958424507658643;
14 20 0.933491686460808;
14 21 0.985207100591716;
14 22 0.955645161290323;
14 23 0.949781659388646;
14 24 0.699481865284974;
14 47 0.770623742454728;
14 50 0.66804979253112;
14 57 0.728723404255319;
14 58 0.758;
14 59 0.683908045977011;
14 60 0.958419958419958;
14 63 0.74251497005988;
14 64 0.940092165898618;
14 65 -0.403508771929825;
14 67 0.775974025974026;
14 68 0.769722814498934;
14 71 0.779835390946502;
14 78 0.955882352941177;
14 80 0.865470852017937;
14 81 0.972;
14 82 0.797833935018051;
14 83 0.995867768595041;
14 84 0.816479400749064;
14 86 1;
15 16 0.961945031712474;
15 17 0.986842105263158;
15 18 0.94320987654321;
15 19 0.979683972911964;
15 20 0.962686567164179;
15 21 0.986842105263158;
15 22 0.974137931034483;
15 23 0.979820627802691;
15 24 0.692708333333333;
15 28 1;
15 47 0.733887733887734;
15 50 0.690322580645161;
15 57 0.704081632653061;
15 58 0.719665271966527;
15 59 0.621301775147929;
15 60 0.978494623655914;
15 63 0.681081081081081;
15 64 0.959798994974874;
15 65 -0.462616822429907;
15 67 0.720125786163522;
15 68 0.731868131868132;
15 71 0.740820734341253;
15 78 0.949367088607595;
15 80 0.853403141361257;
15 81 0.976851851851852;
15 82 0.777777777777778;
15 83 0.995215311004785;
15 84 0.798283261802575;
15 86 1;
16 17 0.957831325301205;
16 18 0.89977728285078;
16 19 0.955974842767296;
16 20 0.927312775330396;
16 21 0.951807228915663;
16 22 0.944990176817289;
16 23 0.950718685831622;
16 24 0.677966101694915;
16 28 -0.4;
16 47 0.723608445297505;
16 50 0.65863453815261;
16 57 0.681159420289855;
16 58 0.71042471042471;
16 60 0.94810379241517;
16 63 0.678571428571429;
16 64 0.934090909090909;
16 65 -0.428571428571429;
16 67 0.716049382716049;
16 68 0.723232323232323;
16 71 0.73015873015873;
16 78 0.914179104477612;
16 80 0.832579185520362;
16 81 0.938271604938272;
16 82 0.768382352941177;
16 83 0.966244725738397;
16 84 0.791505791505791;
16 86 1;
17 18 0.945205479452055;
17 19 0.969512195121951;
17 20 0.971428571428571;
17 21 0.989010989010989;
17 22 0.980519480519481;
17 23 0.982035928143713;
17 24 0.774647887323944;
17 47 0.742857142857143;
17 50 0.64375;
17 57 0.781818181818182;
17 58 0.742690058479532;
17 59 0.728571428571429;
17 60 0.981818181818182;
17 63 0.776315789473684;
17 64 0.920529801324503;
17 65 -0.548387096774194;
17 67 0.757575757575758;
17 68 0.752941176470588;
17 71 0.754189944134078;
17 78 0.761904761904762;
18 19 0.933333333333333;
18 20 0.944020356234097;
18 21 0.948096885813149;
18 22 0.945945945945946;
18 23 0.924882629107981;
18 24 0.729577464788732;
18 28 -0.75;
18 47 0.732891832229581;
18 50 0.680365296803653;
18 57 0.637837837837838;
18 58 0.731707317073171;
18 60 0.936651583710407;
18 63 0.632183908045977;
18 64 0.890374331550802;
18 65 -0.454148471615721;
18 67 0.728522336769759;
18 68 0.712018140589569;
18 71 0.728285077951002;
18 78 0.924050632911392;
18 80 0.847290640394089;
18 81 0.954337899543379;
18 82 0.813852813852814;
18 83 0.954545454545455;
18 84 0.812765957446808;
18 86 1;
19 20 0.956937799043062;
19 21 0.975535168195719;
19 22 0.972515856236786;
19 23 0.973154362416107;
19 24 0.688311688311688;
19 28 -0.285714285714286;
19 47 0.758264462809917;
19 50 0.653927813163482;
19 57 0.732673267326733;
19 58 0.745379876796715;
19 59 0.691428571428571;
19 60 0.970338983050847;
19 63 0.716417910447761;
19 64 0.943349753694581;
19 65 -0.432900432900433;
19 67 0.737341772151899;
19 68 0.762419006479482;
19 71 0.767441860465116;
19 78 0.960176991150443;
19 80 0.877551020408163;
19 81 0.970588235294118;
19 82 0.796747967479675;
19 83 0.995238095238095;
19 84 0.817796610169492;
19 86 1;
20 21 0.981060606060606;
20 22 0.963553530751708;
20 23 0.954545454545455;
20 24 0.731988472622478;
20 47 0.761061946902655;
20 50 0.705747126436782;
20 57 0.685185185185185;
20 58 0.748329621380846;
20 59 0.643243243243243;
20 60 0.963133640552995;
20 63 0.686567164179104;
20 64 0.927058823529412;
20 65 -0.45021645021645;
20 67 0.716312056737589;
20 68 0.753521126760563;
20 71 0.773972602739726;
20 78 0.948979591836735;
20 80 0.901840490797546;
20 81 0.977653631284916;
20 82 0.85427135678392;
20 83 0.985294117647059;
20 84 0.904255319148936;
20 86 1;
21 22 0.985294117647059;
21 23 0.974921630094044;
21 24 0.749063670411985;
21 47 0.783783783783784;
21 50 0.702786377708978;
21 57 0.792207792207792;
21 58 0.767164179104478;
21 59 0.702127659574468;
21 60 0.985207100591716;
21 63 0.744444444444444;
21 64 0.96085409252669;
21 65 -0.319148936170213;
21 67 0.801136363636364;
21 68 0.788643533123028;
21 71 0.793103448275862;
21 78 0.975728155339806;
21 80 0.886904761904762;
21 81 0.971014492753623;
21 82 0.803418803418803;
21 83 0.990147783251232;
21 84 0.824324324324324;
21 86 1;
22 23 0.966386554621849;
22 24 0.716666666666667;
22 28 -0.4;
22 47 0.742690058479532;
22 50 0.686868686868687;
22 57 0.66504854368932;
22 58 0.735009671179884;
22 60 0.973843058350101;
22 63 0.655737704918033;
22 64 0.939110070257611;
22 65 -0.445736434108527;
22 67 0.727554179566563;
22 68 0.736625514403292;
22 71 0.747514910536779;
22 78 0.955882352941177;
22 80 0.864864864864865;
22 81 0.971774193548387;
22 82 0.797833935018051;
22 83 0.995867768595041;
22 84 0.816479400749064;
22 86 1;
23 24 0.704960835509138;
23 28 1;
23 47 0.752535496957404;
23 50 0.668085106382979;
23 57 0.694174757281553;
23 58 0.742798353909465;
23 59 0.627027027027027;
23 60 0.970276008492569;
23 63 0.683937823834197;
23 64 0.941605839416058;
23 65 -0.451882845188285;
23 67 0.738562091503268;
23 68 0.748936170212766;
23 71 0.751046025104602;
23 78 0.93469387755102;
23 80 0.844660194174757;
23 81 0.951965065502183;
23 82 0.807547169811321;
23 83 0.986842105263158;
23 84 0.806949806949807;
23 86 1;
24 28 -0.4;
24 29 0.625;
24 30 0.737704918032787;
24 38 0.72463768115942;
24 47 0.639618138424821;
24 49 0.64453125;
24 50 0.746231155778894;
24 58 0.633093525179856;
24 60 0.714634146341463;
24 61 -0.298136645962733;
24 64 0.668639053254438;
24 65 -0.606741573033708;
24 71 0.626535626535627;
24 77 0.621621621621622;
24 78 0.743119266055046;
24 80 0.701298701298701;
24 81 0.770949720670391;
24 82 0.745;
24 83 0.745341614906832;
24 84 0.7;
24 86 1;
25 61 0.792763157894737;
25 70 0.739644970414201;
25 80 -0.297560975609756;
25 84 -0.329501915708812;
25 86 -0.333333333333333;
26 27 0.974248927038627;
26 28 0.857142857142857;
26 29 1;
26 30 0.974683544303797;
26 31 1;
26 32 0.990610328638498;
26 33 0.982608695652174;
26 34 1;
26 35 0.982222222222222;
26 36 0.982978723404255;
26 37 0.974683544303797;
26 38 1;
26 39 0.947368421052632;
26 40 0.982142857142857;
26 41 0.981818181818182;
26 42 0.981900452488688;
26 43 0.973451327433628;
26 44 0.973094170403587;
26 45 0.961165048543689;
26 46 0.977011494252874;
26 48 -0.34061135371179;
26 49 0.993506493506494;
26 51 -0.31;
26 52 -0.386740331491713;
26 53 0.948275862068966;
26 54 0.973094170403587;
26 55 0.952380952380952;
26 56 0.974468085106383;
26 61 -0.440789473684211;
26 62 0.92814371257485;
26 65 -0.65;
26 66 0.991228070175439;
26 69 0.972850678733032;
26 70 -0.441340782122905;
26 72 0.971291866028708;
26 73 0.985915492957746;
26 74 1;
26 75 0.848484848484849;
26 76 1;
26 77 1;
27 29 0.961904761904762;
27 30 1;
27 31 0.953846153846154;
27 32 0.988439306358382;
27 33 0.988657844990548;
27 34 0.968127490039841;
27 35 0.939278937381404;
27 36 0.968627450980392;
27 37 0.975044563279857;
27 38 0.977011494252874;
27 39 0.959830866807611;
27 40 0.978947368421053;
27 41 0.983967935871743;
27 42 0.970479704797048;
27 43 0.964444444444444;
27 44 0.98109640831758;
27 45 0.9875;
27 46 1;
27 49 0.985714285714286;
27 52 -0.298405466970387;
27 53 0.939637826961771;
27 54 0.976190476190476;
27 55 0.976138828633406;
27 56 0.970909090909091;
27 61 -0.285353535353535;
27 62 0.924242424242424;
27 65 -0.405511811023622;
27 66 0.963106796116505;
27 69 0.958490566037736;
27 70 -0.288732394366197;
27 72 0.982986767485822;
27 73 0.964835164835165;
27 74 0.968531468531469;
27 75 0.911007025761124;
27 76 0.984555984555985;
27 77 0.966244725738397;
27 85 0.973913043478261;
27 86 1;
28 29 0.857142857142857;
28 31 0.857142857142857;
28 34 0.8;
28 36 0.857142857142857;
28 37 0.857142857142857;
28 38 0.857142857142857;
28 39 0.857142857142857;
28 42 0.857142857142857;
28 44 0.857142857142857;
28 45 0.8;
28 49 0.75;
28 50 1;
28 53 0.8;
28 54 0.666666666666667;
28 62 0.857142857142857;
28 66 0.857142857142857;
28 68 -0.4;
29 30 0.975;
29 31 0.962616822429907;
29 32 0.95959595959596;
29 33 0.96039603960396;
29 34 0.981132075471698;
29 35 0.895833333333333;
29 36 0.943396226415094;
29 37 0.981481481481482;
29 38 1;
29 39 0.958904109589041;
29 40 0.941176470588235;
29 41 0.958333333333333;
29 42 0.981481481481482;
29 43 0.940594059405941;
29 44 0.978947368421053;
29 45 0.9375;
29 46 0.957894736842105;
29 49 0.9875;
29 52 -0.273809523809524;
29 53 0.980769230769231;
29 54 0.950980392156863;
29 55 0.905263157894737;
29 56 0.94392523364486;
29 62 0.96969696969697;
29 65 -0.566037735849057;
29 66 0.941747572815534;
29 69 0.9375;
29 72 0.978260869565217;
30 31 0.975308641975309;
30 32 1;
30 33 1;
30 34 1;
30 35 1;
30 36 0.95;
30 37 0.975308641975309;
30 38 0.972602739726027;
30 39 0.909090909090909;
30 40 0.973684210526316;
30 41 1;
30 42 0.975308641975309;
30 43 1;
30 44 0.970588235294118;
30 45 0.948717948717949;
30 46 1;
30 48 -0.272727272727273;
30 49 0.983870967741935;
30 52 -0.318840579710145;
30 53 1;
30 54 0.935064935064935;
30 55 0.985507246376812;
30 56 0.975;
30 62 0.964912280701754;
30 65 -0.565217391304348;
30 66 0.947368421052632;
30 69 0.974025974025974;
30 72 1;
31 32 0.971014492753623;
31 33 0.960079840319361;
31 34 0.953290870488323;
31 35 0.972;
31 36 0.953781512605042;
31 37 0.954372623574145;
31 38 1;
31 39 0.94954128440367;
31 40 0.95;
31 41 0.957081545064378;
31 42 0.954022988505747;
31 43 0.96144578313253;
31 44 0.955555555555556;
31 45 0.946666666666667;
31 46 0.958762886597938;
31 48 -0.27765237020316;
31 49 0.984567901234568;
31 51 -0.300236406619385;
31 52 -0.344578313253012;
31 53 0.927038626609442;
31 54 0.953091684434968;
31 55 0.951048951048951;
31 56 0.946462715105163;
31 61 -0.323684210526316;
31 62 0.92764857881137;
31 65 -0.348;
31 66 0.952868852459016;
31 69 0.932405566600398;
31 70 -0.296954314720812;
31 72 0.945344129554656;
31 73 0.957845433255269;
31 74 0.964980544747082;
31 75 0.914141414141414;
31 76 0.939655172413793;
31 77 0.936936936936937;
31 85 0.954128440366973;
31 86 1;
32 33 0.991820040899795;
32 34 0.978354978354978;
32 35 0.95482546201232;
32 36 0.979423868312757;
32 37 0.976967370441459;
32 38 0.977272727272727;
32 39 0.962222222222222;
32 40 0.995402298850575;
32 41 1;
32 42 0.976143141153082;
32 43 0.985401459854015;
32 44 0.979591836734694;
32 45 0.981859410430839;
32 46 1;
32 49 0.990936555891239;
32 51 -0.274752475247525;
32 52 -0.299043062200957;
32 53 0.938997821350762;
32 54 0.974193548387097;
32 55 0.983758700696056;
32 56 0.9765625;
32 61 -0.292225201072386;
32 62 0.925729442970822;
32 65 -0.419642857142857;
32 66 0.972631578947368;
32 69 0.963265306122449;
32 70 -0.299019607843137;
32 72 0.977642276422764;
32 73 0.981042654028436;
32 74 0.974264705882353;
32 75 0.924050632911392;
32 76 1;
32 77 0.990196078431373;
32 85 0.990476190476191;
32 86 1;
33 34 0.974736842105263;
33 35 0.940711462450593;
33 36 0.97119341563786;
33 37 0.973782771535581;
33 38 0.975308641975309;
33 39 0.946547884187082;
33 40 0.98233995584989;
33 41 0.98728813559322;
33 42 0.968932038834951;
33 43 0.972413793103448;
33 44 0.968127490039841;
33 45 0.973568281938326;
33 46 1;
33 49 0.979228486646884;
33 51 -0.280952380952381;
33 52 -0.299287410926366;
33 53 0.924050632911392;
33 54 0.974789915966387;
33 55 0.970183486238532;
33 56 0.977272727272727;
33 61 -0.294906166219839;
33 62 0.909814323607427;
33 65 -0.408906882591093;
33 66 0.96646942800789;
33 69 0.968503937007874;
33 70 -0.295285359801489;
33 72 0.970119521912351;
33 73 0.967963386727689;
33 74 0.974910394265233;
33 75 0.9119804400978;
33 76 0.976;
33 77 0.962441314553991;
33 85 0.973214285714286;
33 86 1;
34 35 0.932346723044397;
34 36 0.969298245614035;
34 37 0.952755905511811;
34 38 1;
34 39 0.94272076372315;
34 40 0.970021413276231;
34 41 0.973214285714286;
34 42 0.963114754098361;
34 43 0.965;
34 44 0.958071278825996;
34 45 0.953586497890295;
34 46 1;
34 49 0.979827089337176;
34 52 -0.261538461538462;
34 53 0.922448979591837;
34 54 0.982261640798226;
34 55 0.958637469586375;
34 56 0.959758551307847;
34 61 -0.3;
34 62 0.913265306122449;
34 65 -0.415686274509804;
34 66 0.967462039045553;
34 69 0.979035639412998;
34 70 -0.293333333333333;
34 72 0.955974842767296;
34 73 0.950124688279302;
34 74 0.953900709219858;
34 75 0.898936170212766;
34 76 0.984;
34 77 0.940677966101695;
34 85 0.936507936507937;
34 86 1;
35 36 0.933609958506224;
35 37 0.921052631578947;
35 38 0.973333333333333;
35 39 0.934977578475336;
35 40 0.937639198218263;
35 41 0.9447983014862;
35 42 0.941520467836257;
35 43 0.947743467933492;
35 44 0.928286852589641;
35 45 0.917748917748918;
35 46 0.929411764705882;
35 48 -0.269315673289183;
35 49 0.978260869565217;
35 51 -0.318734793187348;
35 52 -0.364269141531323;
35 53 0.914893617021277;
35 54 0.932773109243697;
35 55 0.946511627906977;
35 56 0.945179584120983;
35 61 -0.338666666666667;
35 62 0.916883116883117;
35 65 -0.356275303643725;
35 66 0.943434343434343;
35 69 0.925636007827789;
35 70 -0.329145728643216;
35 72 0.926;
35 73 0.945945945945946;
35 74 0.96;
35 75 0.911764705882353;
35 76 0.911646586345382;
35 77 0.889400921658986;
35 85 0.917808219178082;
35 86 1;
36 37 0.96504854368932;
36 38 0.976744186046512;
36 39 0.941176470588235;
36 40 0.97196261682243;
36 41 0.977827050997783;
36 42 0.963636363636364;
36 43 0.975550122249389;
36 44 0.975206611570248;
36 45 0.958715596330275;
36 46 0.936842105263158;
36 49 0.96594427244582;
36 51 -0.269720101781171;
36 52 -0.301507537688442;
36 53 0.929515418502203;
36 54 0.962809917355372;
36 55 0.964028776978417;
36 56 0.95427435387674;
36 61 -0.286931818181818;
36 62 0.915254237288136;
36 65 -0.518867924528302;
36 66 0.961945031712474;
36 69 0.954451345755694;
36 70 -0.272965879265092;
36 72 0.964730290456432;
36 73 0.975550122249389;
