n = 87
32 37 0.98090692124105;
32 38 0.981132075471698;
32 39 0.951282051282051;
32 40 0.956730769230769;
32 41 0.956989247311828;
32 42 0.98090692124105;
32 43 0.947890818858561;
32 44 0.990453460620525;
32 45 0.957040572792363;
32 46 0.867647058823529;
32 49 0.982404692082111;
32 53 0.965260545905707;
32 54 0.96029776674938;
32 55 0.970443349753695;
32 62 0.973544973544973;
32 66 0.973544973544973;
32 69 0.953367875647668;
32 72 0.984771573604061;
32 73 0.981029810298103;
32 74 0.990353697749196;
32 75 0.976744186046512;
32 76 0.986301369863014;
32 77 0.992337164750958;
32 78 -0.26890756302521;
32 81 -0.198738170347003;
32 83 -0.211221122112211;
32 85 1;
32 86 1;
33 34 0.961630695443645;
33 35 0.915294117647059;
33 36 0.971223021582734;
33 37 0.967889908256881;
33 38 0.967741935483871;
33 39 0.94320987654321;
33 40 0.958139534883721;
33 41 0.953125;
33 42 0.972222222222222;
33 43 0.936117936117936;
33 44 0.977064220183486;
33 45 0.943793911007026;
33 46 0.886075949367089;
33 49 0.969879518072289;
33 53 0.966265060240964;
33 54 0.951338199513382;
33 55 0.970660146699266;
33 62 0.964467005076142;
33 66 0.959183673469388;
33 69 0.945;
33 72 0.985507246376812;
33 73 0.973045822102426;
33 74 0.987261146496815;
33 75 0.971181556195965;
33 76 0.979661016949153;
33 77 0.984848484848485;
33 78 -0.220472440944882;
33 81 -0.18266253869969;
33 83 -0.194174757281553;
33 85 0.986622073578595;
33 86 1;
34 35 0.926650366748166;
34 36 0.970149253731343;
34 37 0.976303317535545;
34 38 0.969230769230769;
34 39 0.941025641025641;
34 40 0.946987951807229;
34 41 0.942708333333333;
34 42 0.971223021582734;
34 43 0.933673469387755;
34 44 0.971563981042654;
34 45 0.941747572815534;
34 46 0.888888888888889;
34 49 0.970059880239521;
34 53 0.956834532374101;
34 54 0.969620253164557;
34 55 0.959390862944162;
34 62 0.959493670886076;
34 66 0.96816976127321;
34 69 0.968911917098446;
34 72 0.96969696969697;
34 73 0.971751412429379;
34 74 0.980769230769231;
34 75 0.963636363636364;
34 76 0.971223021582734;
34 77 0.977099236641221;
34 78 -0.201834862385321;
34 81 -0.169934640522876;
34 83 -0.204778156996587;
34 84 0.658536585365854;
34 85 0.97979797979798;
34 86 1;
35 36 0.922518159806295;
35 37 0.934579439252336;
35 38 0.904761904761905;
35 39 0.922305764411028;
35 40 0.962352941176471;
35 41 0.925925925925926;
35 42 0.929906542056075;
35 43 0.900744416873449;
35 44 0.925233644859813;
35 45 0.909952606635071;
35 46 0.8;
35 49 0.927492447129909;
35 53 0.907766990291262;
35 54 0.926289926289926;
35 55 0.911330049261084;
35 62 0.922279792746114;
35 66 0.933161953727506;
35 69 0.904282115869018;
35 72 0.930521091811414;
35 73 0.939890710382514;
35 74 0.928802588996764;
35 75 0.91304347826087;
35 76 0.925925925925926;
35 77 0.969924812030075;
35 83 -0.166666666666667;
35 85 0.938983050847458;
35 86 1;
36 37 0.981042654028436;
36 38 0.968253968253968;
36 39 0.967005076142132;
36 40 0.9618138424821;
36 41 0.946236559139785;
36 42 0.976359338061466;
36 43 0.959798994974874;
36 44 0.981042654028436;
36 45 0.956937799043062;
36 46 0.8875;
36 49 0.993808049535604;
36 53 0.960591133004926;
36 54 0.97;
36 55 0.969924812030075;
36 56 0.640661938534279;
36 62 0.963157894736842;
36 66 0.958115183246073;
36 69 0.958974358974359;
36 72 0.984962406015038;
36 73 0.977777777777778;
36 74 0.987421383647799;
36 75 0.964285714285714;
36 76 0.986013986013986;
36 77 0.992125984251969;
36 78 -0.194690265486726;
36 81 -0.187096774193548;
36 83 -0.191275167785235;
36 85 0.993006993006993;
36 86 1;
37 38 0.969230769230769;
37 39 0.958435207823961;
37 40 0.963218390804598;
37 41 0.948586118251928;
37 42 0.977116704805492;
37 43 0.956310679611651;
37 44 0.97737556561086;
37 45 0.958333333333333;
37 46 0.888888888888889;
37 49 0.98813056379822;
37 53 0.961995249406176;
37 54 0.975903614457831;
37 55 0.966183574879227;
37 62 0.974937343358396;
37 66 0.974811083123426;
37 69 0.960493827160494;
37 72 0.985576923076923;
37 73 0.989304812834225;
37 74 0.987341772151899;
37 75 0.97134670487106;
37 76 0.986577181208054;
37 77 0.984962406015038;
37 78 -0.220472440944882;
37 81 -0.181538461538462;
37 83 -0.205787781350482;
37 85 0.98671096345515;
37 86 1;
38 39 0.931034482758621;
38 40 0.969230769230769;
38 41 0.96551724137931;
38 42 1;
38 43 0.851851851851852;
38 44 0.967741935483871;
38 45 0.962962962962963;
38 46 0.88135593220339;
38 49 0.955555555555556;
38 53 1;
38 54 0.928571428571429;
38 55 0.925925925925926;
38 56 0.841269841269841;
38 62 0.96875;
38 66 0.934426229508197;
38 69 0.92;
38 72 0.952380952380952;
39 40 0.950859950859951;
39 41 0.92032967032967;
39 42 0.953771289537713;
39 43 0.934895833333333;
39 44 0.953545232273839;
39 45 0.943627450980392;
39 46 0.851351351351351;
39 49 0.961077844311377;
39 53 0.936224489795918;
39 54 0.956185567010309;
39 55 0.940568475452196;
39 62 0.9375;
39 66 0.953804347826087;
39 69 0.923482849604222;
39 72 0.9609375;
39 73 0.96875;
39 74 0.962837837837838;
39 75 0.941896024464832;
39 76 0.963087248322148;
39 77 0.963414634146341;
39 81 -0.172757475083056;
39 83 -0.173611111111111;
39 85 0.96028880866426;
39 86 1;
40 41 0.958549222797927;
40 42 0.967741935483871;
40 43 0.941320293398533;
40 44 0.958620689655172;
40 45 0.939393939393939;
40 46 0.839506172839506;
40 49 0.964179104477612;
40 53 0.947368421052632;
40 54 0.946601941747573;
40 55 0.94647201946472;
40 56 0.639080459770115;
40 62 0.944020356234097;
40 66 0.95959595959596;
40 69 0.930348258706468;
40 72 0.975550122249389;
40 73 0.962264150943396;
40 74 0.968152866242038;
40 75 0.953757225433526;
40 76 0.966216216216216;
40 77 1;
40 84 0.645283018867924;
40 85 0.973154362416107;
40 86 1;
41 42 0.963917525773196;
41 43 0.928767123287671;
41 44 0.958762886597938;
41 45 0.932642487046632;
41 46 0.849315068493151;
41 49 0.955696202531646;
41 53 0.943152454780362;
41 54 0.929347826086957;
41 55 0.940054495912807;
41 56 0.664948453608247;
41 62 0.93972602739726;
41 66 0.949295774647887;
41 69 0.915966386554622;
41 72 0.961748633879781;
41 73 0.952095808383233;
41 74 0.966555183946488;
41 75 0.948387096774194;
41 76 0.953667953667954;
41 77 0.968627450980392;
41 81 -0.180212014134276;
41 83 -0.194029850746269;
41 84 0.650655021834061;
41 85 0.9644128113879;
41 86 1;
42 43 0.946601941747573;
42 44 0.981735159817352;
42 45 0.953703703703704;
42 46 0.91025641025641;
42 49 0.982248520710059;
42 53 0.962085308056872;
42 54 0.961722488038278;
42 55 0.971014492753623;
42 62 0.974747474747475;
42 66 0.969773299748111;
42 69 0.945679012345679;
42 72 0.980676328502415;
42 73 0.978666666666667;
42 74 0.987421383647799;
42 75 0.965811965811966;
42 76 0.986754966887417;
42 77 0.992537313432836;
42 81 -0.185185185185185;
42 83 -0.176282051282051;
42 85 0.986666666666667;
42 86 1;
43 44 0.961165048543689;
43 45 0.941747572815534;
43 46 0.759259259259259;
43 49 0.950310559006211;
43 53 0.924050632911392;
43 54 0.934343434343434;
43 55 0.934508816120907;
43 57 0.647058823529412;
43 62 0.93010752688172;
43 66 0.924932975871314;
43 69 0.929471032745592;
43 72 0.958656330749354;
43 73 0.96100278551532;
43 74 0.966996699669967;
43 75 0.948717948717949;
43 76 0.973244147157191;
43 77 0.962825278810409;
43 78 -0.173228346456693;
43 85 0.966666666666667;
43 86 1;
44 45 0.972222222222222;
44 46 0.91025641025641;
44 49 0.98813056379822;
44 53 0.966745843230404;
44 54 0.961538461538462;
44 55 0.971084337349398;
44 62 0.969924812030075;
44 66 0.974874371859296;
44 69 0.960591133004926;
44 72 0.985611510791367;
44 73 0.984084880636605;
44 74 0.993730407523511;
44 75 0.977272727272727;
44 76 0.986666666666667;
44 77 0.992565055762082;
44 78 -0.204724409448819;
44 81 -0.170731707317073;
44 83 -0.181528662420382;
44 84 0.643122676579926;
44 85 0.993421052631579;
44 86 1;
45 46 0.873239436619718;
45 49 0.953216374269006;
45 53 0.942307692307692;
45 54 0.932530120481928;
45 55 0.941888619854721;
45 62 0.953727506426735;
45 66 0.948979591836735;
45 69 0.924812030075188;
45 72 0.951100244498778;
45 73 0.968337730870712;
45 74 0.956386292834891;
45 75 0.937853107344633;
45 76 0.947194719471947;
45 77 0.96309963099631;
45 81 -0.162079510703364;
45 83 -0.185303514376997;
45 85 0.953795379537954;
45 86 1;
46 49 0.859375;
46 53 0.888888888888889;
46 54 0.849315068493151;
46 55 0.927536231884058;
46 56 0.8125;
46 62 0.881578947368421;
46 65 -0.354838709677419;
46 66 0.846153846153846;
46 69 0.82;
46 72 0.936507936507937;
46 73 1;
46 74 1;
47 57 0.979591836734694;
47 58 0.955263157894737;
47 59 0.872093023255814;
47 63 1;
47 67 0.982608695652174;
47 68 0.866477272727273;
47 71 0.952254641909814;
47 80 0.978181818181818;
47 82 0.957142857142857;
47 84 0.977011494252874;
47 86 1;
48 51 0.789017341040462;
48 52 0.858156028368794;
48 79 0.643835616438356;
48 86 1;
49 53 0.959183673469388;
49 54 0.970501474926254;
49 55 0.970674486803519;
49 62 0.975;
49 66 0.966442953020134;
49 69 0.954397394136808;
49 72 0.993630573248408;
49 73 0.993174061433447;
49 74 1;
49 75 0.970695970695971;
49 76 0.9921875;
49 77 1;
49 78 -0.246153846153846;
49 81 -0.184615384615385;
49 82 0.648854961832061;
49 83 -0.199186991869919;
49 84 0.648648648648649;
49 85 1;
49 86 1;
50 57 0.711538461538462;
50 59 0.698924731182796;
50 63 0.675324675324675;
50 86 1;
51 52 0.738461538461539;
51 79 0.642335766423358;
51 86 1;
52 77 -0.4;
52 86 -1;
53 54 0.950738916256158;
53 55 0.950372208436725;
53 62 0.954887218045113;
53 66 0.957894736842105;
53 69 0.948453608247423;
53 72 0.974747474747475;
53 73 0.955182072829132;
53 74 0.968253968253968;
53 75 0.958083832335329;
53 76 0.958188153310105;
53 77 0.970479704797048;
53 82 0.646302250803859;
53 84 0.673306772908366;
53 85 0.973597359735974;
53 86 1;
54 55 0.951690821256039;
54 62 0.946949602122016;
54 66 0.962666666666667;
54 69 0.96875;
54 72 0.969543147208122;
54 73 0.966666666666667;
54 74 0.973684210526316;
54 75 0.952802359882006;
54 76 0.966666666666667;
54 77 0.970149253731343;
54 78 -0.192307692307692;
54 81 -0.166666666666667;
54 83 -0.192926045016077;
54 85 0.973333333333333;
54 86 1;
55 62 0.957559681697613;
55 66 0.957219251336898;
55 69 0.942257217847769;
55 72 0.979487179487179;
55 73 0.977961432506887;
55 74 0.986885245901639;
55 75 0.964809384164223;
55 76 0.980263157894737;
55 77 0.985294117647059;
55 78 -0.183206106870229;
55 81 -0.174311926605505;
55 83 -0.185303514376997;
55 85 0.986798679867987;
55 86 1;
56 66 0.717884130982368;
56 74 0.641509433962264;
56 77 0.738805970149254;
56 78 0.637795275590551;
56 86 1;
57 58 0.918918918918919;
57 59 0.868686868686869;
57 63 0.972972972972973;
57 67 0.971014492753623;
57 68 0.780487804878049;
57 71 0.869158878504673;
57 75 0.916666666666667;
57 76 1;
57 77 1;
57 78 1;
58 59 0.82;
58 63 0.9;
58 67 0.942148760330578;
58 68 0.829842931937173;
58 71 0.933673469387755;
58 75 0.641025641025641;
58 76 0.66;
58 77 0.659259259259259;
58 80 0.97841726618705;
58 82 0.957055214723926;
58 84 0.969811320754717;
58 85 0.666666666666667;
58 86 1;
59 63 0.855072463768116;
59 65 -0.214285714285714;
59 67 0.859375;
59 68 0.77027027027027;
59 71 0.885416666666667;
59 75 0.684210526315789;
59 76 1;
59 77 1;
59 79 -1;
60 64 0.963483146067416;
60 78 0.944444444444444;
60 81 0.982456140350877;
60 83 0.977859778597786;
61 70 0.80327868852459;
62 66 0.96078431372549;
62 69 0.934782608695652;
62 72 0.973190348525469;
62 73 0.982089552238806;
62 74 0.986486486486487;
62 75 0.961783439490446;
62 76 0.970037453183521;
62 77 0.9765625;
62 78 -0.16504854368932;
62 81 -0.16271186440678;
62 83 -0.167259786476868;
62 84 0.665271966527197;
62 85 0.979020979020979;
62 86 1;
63 67 0.977272727272727;
63 68 0.684210526315789;
63 71 0.855263157894737;
63 73 0.703703703703704;
63 74 0.75;
63 75 0.727272727272727;
63 76 1;
63 77 1;
63 78 1;
63 79 -1;
64 78 0.897196261682243;
64 81 0.96;
64 83 0.940140845070423;
64 85 -0.185810810810811;
64 86 1;
65 78 -0.168539325842697;
65 86 -1;
66 69 0.950684931506849;
66 72 0.96816976127321;
66 73 0.976470588235294;
66 74 0.985865724381625;
66 75 0.974603174603175;
66 76 0.977272727272727;
66 77 0.985185185185185;
66 85 0.992395437262357;
67 68 0.920792079207921;
67 71 0.941666666666667;
67 78 0.714285714285714;
67 80 1;
67 82 1;
67 84 1;
68 71 0.891061452513967;
68 80 0.907749077490775;
68 82 0.805369127516778;
68 84 0.9296875;
68 86 1;
69 72 0.957894736842105;
69 73 0.949438202247191;
69 74 0.953795379537954;
69 75 0.948424068767908;
69 76 0.959731543624161;
69 77 0.962962962962963;
69 78 -0.192307692307692;
69 81 -0.172839506172839;
69 83 -0.196774193548387;
69 84 0.639097744360902;
69 85 0.973333333333333;
69 86 1;
71 77 0.639097744360902;
71 80 0.978339350180505;
71 82 0.978723404255319;
71 84 0.96958174904943;
71 86 1;
72 73 0.983870967741935;
72 74 1;
72 75 0.982758620689655;
72 76 0.993220338983051;
72 77 1;
72 78 -0.227642276422764;
72 81 -0.170278637770898;
72 83 -0.187702265372168;
72 84 0.639097744360902;
72 85 1;
72 86 1;
73 74 0.9875;
73 75 0.96600566572238;
73 76 0.986666666666667;
73 77 0.985294117647059;
73 78 -0.1796875;
73 81 -0.179012345679012;
73 83 -0.196774193548387;
73 85 0.986666666666667;
73 86 1;
74 75 0.973333333333333;
74 76 0.991935483870968;
74 77 1;
74 78 -0.177215189873418;
74 81 -0.175182481751825;
74 83 -0.194656488549618;
74 84 0.643835616438356;
74 85 1;
74 86 1;
75 76 0.966555183946488;
75 77 0.970588235294118;
75 78 -0.188976377952756;
75 81 -0.164086687306502;
75 83 -0.181229773462783;
75 85 0.98;
75 86 1;
76 77 0.991561181434599;
