n = 104
6 94 0.909535452322738;
6 95 0.87906976744186;
6 103 0.658536585365854;
7 8 0.824817518248175;
7 9 0.841025641025641;
7 10 0.907317073170732;
7 11 0.7734375;
7 12 0.836492890995261;
7 13 0.828571428571429;
7 14 0.622516556291391;
7 15 0.855072463768116;
7 16 0.880102040816326;
7 17 0.864285714285714;
7 49 0.555555555555556;
7 78 0.802083333333333;
7 79 0.85995085995086;
7 86 0.871670702179177;
7 90 0.8925;
7 91 0.832116788321168;
7 93 0.836228287841191;
7 94 0.850746268656716;
7 95 0.757142857142857;
7 102 0.638297872340426;
7 103 0.707317073170732;
8 9 0.835;
8 10 0.863309352517986;
8 11 0.788029925187032;
8 12 0.836829836829837;
8 13 0.834498834498835;
8 14 0.748366013071895;
8 15 0.734177215189873;
8 16 0.8275;
8 17 0.850710900473934;
8 78 0.788113695090439;
8 79 0.830508474576271;
8 86 0.874407582938389;
8 90 0.835380835380835;
8 91 0.856801909307876;
8 93 0.858851674641148;
8 94 0.859605911330049;
8 95 0.836363636363636;
9 10 0.894472361809045;
9 11 0.807486631016043;
9 12 0.882926829268293;
9 13 0.912408759124088;
9 14 0.684210526315789;
9 15 0.807692307692308;
9 16 0.905;
9 17 0.885856079404467;
9 49 0.536082474226804;
9 78 0.804878048780488;
9 79 0.784263959390863;
9 86 0.913366336633663;
9 90 0.843037974683544;
9 91 0.850746268656716;
9 93 0.892857142857143;
9 94 0.92764857881137;
9 95 0.847715736040609;
9 103 0.7;
10 11 0.846547314578005;
10 12 0.877934272300469;
10 13 0.882629107981221;
10 14 0.674050632911392;
10 15 0.876923076923077;
10 16 0.871859296482412;
10 17 0.885441527446301;
10 49 0.581395348837209;
10 78 0.818407960199005;
10 79 0.845588235294118;
10 86 0.921052631578947;
10 90 0.901719901719902;
10 91 0.850961538461538;
10 93 0.897058823529412;
10 94 0.883374689826303;
10 95 0.838862559241706;
10 103 0.658536585365854;
11 12 0.767326732673267;
11 13 0.812345679012346;
11 14 0.713780918727915;
11 15 0.648648648648649;
11 16 0.808;
11 17 0.780856423173804;
11 18 0.575342465753425;
11 19 0.640127388535032;
11 20 0.602702702702703;
11 21 0.59349593495935;
11 22 0.607142857142857;
11 23 0.614987080103359;
11 24 0.60253164556962;
11 78 0.78236914600551;
11 79 0.751937984496124;
11 80 0.588082901554404;
11 81 0.582887700534759;
11 82 0.585365853658537;
11 83 0.536585365853659;
11 86 0.816120906801008;
11 87 0.555555555555556;
11 88 0.616393442622951;
11 90 0.818181818181818;
11 91 0.796482412060301;
11 92 0.580310880829015;
11 93 0.80506329113924;
11 94 0.821052631578947;
11 95 0.757731958762887;
11 98 0.576142131979695;
11 100 0.579545454545455;
11 103 0.65;
12 13 0.875;
12 14 0.670926517571885;
12 15 0.8;
12 16 0.880487804878049;
12 17 0.873271889400922;
12 49 0.625;
12 78 0.81453634085213;
12 79 0.781990521327014;
12 86 0.891454965357968;
12 90 0.844497607655502;
12 91 0.85614849187935;
12 93 0.850710900473934;
12 94 0.911694510739857;
12 95 0.920353982300885;
12 103 0.65;
13 14 0.713826366559486;
13 15 0.719512195121951;
13 16 0.89294403892944;
13 17 0.884526558891455;
13 78 0.828282828282828;
13 79 0.78436018957346;
13 86 0.914351851851852;
13 90 0.837320574162679;
13 91 0.855813953488372;
13 93 0.876777251184834;
13 94 0.913253012048193;
13 95 0.853333333333333;
13 103 0.641025641025641;
14 15 0.72;
14 16 0.672473867595819;
14 17 0.66031746031746;
14 18 0.721311475409836;
14 78 0.685121107266436;
14 79 0.677852348993289;
14 86 0.715686274509804;
14 90 0.663299663299663;
14 91 0.737012987012987;
14 93 0.778523489932886;
14 94 0.694915254237288;
14 95 0.780346820809249;
14 100 0.581632653061224;
15 16 0.802631578947368;
15 17 0.821917808219178;
15 49 0.550724637681159;
15 78 0.770491803278688;
15 79 0.833333333333333;
15 86 0.827160493827161;
15 90 0.853333333333333;
15 91 0.7875;
15 93 0.825;
15 94 0.794520547945205;
15 95 0.842857142857143;
15 99 1;
15 100 1;
15 101 1;
15 102 1;
16 17 0.900744416873449;
16 49 0.55;
16 78 0.832432432432432;
16 79 0.798982188295165;
16 86 0.903225806451613;
16 90 0.864102564102564;
16 91 0.86284289276808;
16 93 0.860050890585242;
16 94 0.946153846153846;
16 95 0.889447236180904;
16 103 0.675675675675676;
17 49 0.568421052631579;
17 78 0.841432225063939;
17 79 0.801435406698565;
17 86 0.917647058823529;
17 90 0.89051094890511;
17 91 0.844339622641509;
17 93 0.874698795180723;
17 94 0.9119804400978;
17 95 0.872146118721461;
17 103 0.658536585365854;
18 19 0.879518072289157;
18 20 0.945054945054945;
18 21 0.896103896103896;
18 22 0.909090909090909;
18 23 0.950617283950617;
18 24 0.927083333333333;
18 71 0.543478260869565;
18 80 0.875;
18 81 0.911111111111111;
18 82 0.932584269662921;
18 83 0.580246913580247;
18 85 0.542553191489362;
18 87 0.938271604938272;
18 88 0.914893617021277;
18 92 0.94047619047619;
18 98 0.881720430107527;
18 100 1;
19 20 0.960912052117264;
19 21 0.930232558139535;
19 22 0.933333333333333;
19 23 0.953416149068323;
19 24 0.948795180722892;
19 80 0.925233644859813;
19 81 0.955696202531646;
19 82 0.944444444444444;
19 83 0.602564102564103;
19 87 0.967532467532468;
19 88 0.933098591549296;
19 92 0.96;
19 98 0.942424242424242;
19 100 0.6875;
19 101 0.936170212765957;
19 102 -0.260869565217391;
19 103 1;
20 21 0.967479674796748;
20 22 0.962311557788945;
20 23 0.984536082474227;
20 24 0.980295566502463;
20 80 0.956185567010309;
20 81 0.981233243967828;
20 82 0.978779840848806;
20 83 0.557333333333333;
20 87 0.984251968503937;
20 88 0.970099667774086;
20 92 0.976982097186701;
20 98 0.959697732997481;
20 101 0.959459459459459;
20 102 -0.301369863013699;
20 103 -0.325;
21 22 0.966921119592875;
21 23 0.96029776674938;
21 24 0.964556962025316;
21 80 0.945812807881773;
21 81 0.967914438502674;
21 82 0.964577656675749;
21 87 0.972602739726027;
21 88 0.946666666666667;
21 92 0.966233766233766;
21 98 0.954430379746835;
21 101 0.960526315789474;
21 102 -0.253333333333333;
21 103 -0.365853658536585;
22 23 0.958333333333333;
22 24 0.959715639810427;
22 80 0.938725490196078;
22 81 0.959899749373434;
22 82 0.961734693877551;
22 83 0.536895674300254;
22 87 0.961832061068702;
22 88 0.950310559006211;
22 92 0.958333333333333;
22 98 0.954545454545455;
22 101 0.96875;
22 102 -0.28125;
22 103 -0.341463414634146;
23 24 0.975903614457831;
23 80 0.955555555555556;
23 81 0.976982097186701;
23 82 0.971649484536082;
23 83 0.535897435897436;
23 87 0.979057591623037;
23 88 0.962962962962963;
23 92 0.972906403940887;
23 98 0.956416464891041;
23 101 0.947916666666667;
23 102 -0.294736842105263;
23 103 -0.325;
24 80 0.946859903381642;
24 81 0.982367758186398;
24 82 0.970223325062035;
24 83 0.545226130653266;
24 87 0.975062344139651;
24 88 0.963525835866261;
24 92 0.968446601941748;
24 98 0.957345971563981;
24 101 0.969072164948454;
24 102 -0.28125;
24 103 -0.341463414634146;
25 26 0.8125;
25 27 0.787234042553192;
25 28 0.916129032258065;
25 29 0.809859154929577;
25 30 0.825242718446602;
25 31 0.824427480916031;
25 32 0.897959183673469;
25 33 0.813253012048193;
25 34 0.681034482758621;
25 35 0.642857142857143;
25 38 0.572289156626506;
25 40 0.615384615384615;
25 41 0.539877300613497;
25 43 0.67065868263473;
25 44 0.603658536585366;
25 46 0.591463414634146;
25 47 0.573333333333333;
25 48 0.571428571428571;
25 49 0.613861386138614;
25 51 0.671232876712329;
25 53 0.682432432432432;
25 57 0.587837837837838;
25 58 0.644628099173554;
25 59 0.539393939393939;
25 60 0.583850931677019;
25 61 0.687898089171974;
25 63 0.620481927710843;
25 64 0.557575757575758;
25 65 0.554838709677419;
25 67 0.551948051948052;
25 68 0.811320754716981;
25 69 0.836363636363636;
25 70 0.876811594202899;
25 74 0.579268292682927;
25 75 0.538961038961039;
25 96 0.559440559440559;
25 97 0.608695652173913;
25 99 0.64;
25 102 0.5625;
25 103 1;
26 27 0.8828125;
26 28 0.743169398907104;
26 29 0.870619946091644;
26 30 0.866242038216561;
26 31 0.768211920529801;
26 32 0.880407124681934;
26 33 0.87378640776699;
26 68 0.841432225063939;
26 69 0.878934624697337;
26 70 0.863768115942029;
26 100 -0.282608695652174;
26 102 0.566666666666667;
27 28 0.683923705722071;
27 29 0.925257731958763;
27 30 0.922839506172839;
27 31 0.86241610738255;
27 32 0.944723618090452;
27 33 0.949640287769784;
27 49 0.620253164556962;
27 68 0.885786802030457;
27 69 0.910843373493976;
27 70 0.942528735632184;
27 100 -0.210526315789474;
28 29 0.708215297450425;
28 30 0.693602693602694;
28 31 0.627760252365931;
28 32 0.698666666666667;
28 33 0.692893401015228;
28 49 0.578947368421053;
28 68 0.671122994652406;
28 69 0.735368956743003;
28 70 0.692737430167598;
28 103 1;
29 30 0.919354838709677;
29 31 0.832752613240418;
29 32 0.924281984334204;
29 33 0.940298507462687;
29 49 0.578313253012048;
29 68 0.930232558139535;
29 69 0.932330827067669;
29 70 0.922155688622755;
29 100 -0.229885057471264;
30 31 0.865612648221344;
30 32 0.914705882352941;
30 33 0.921052631578947;
30 49 0.686274509803922;
30 68 0.862385321100917;
30 69 0.885294117647059;
30 70 0.907849829351536;
30 77 0.592592592592593;
30 100 -0.211111111111111;
31 32 0.886363636363636;
31 33 0.846153846153846;
31 49 0.625;
31 68 0.807817589576547;
31 69 0.805555555555556;
31 70 0.88013698630137;
31 100 -0.196078431372549;
31 101 -0.3;
31 103 1;
32 33 0.943793911007026;
32 49 0.609756097560976;
32 68 0.886699507389163;
32 69 0.924882629107981;
32 70 0.93800539083558;
32 100 -0.214285714285714;
33 49 0.588235294117647;
33 68 0.903301886792453;
33 69 0.925675675675676;
33 70 0.938502673796791;
33 100 -0.195876288659794;
34 35 0.830827067669173;
34 36 0.836990595611285;
34 37 0.862258953168044;
34 38 0.831632653061224;
34 39 0.730978260869565;
34 40 0.831884057971015;
34 41 0.872395833333333;
34 42 0.784974093264249;
34 43 0.582697201017812;
34 44 0.901808785529716;
34 45 0.81769436997319;
34 46 0.612820512820513;
34 47 0.628205128205128;
34 48 0.845953002610966;
34 49 0.734939759036145;
34 50 0.834459459459459;
34 51 0.875338753387534;
34 52 0.891428571428571;
34 53 0.672086720867209;
34 54 0.817232375979112;
34 55 0.86737400530504;
34 56 0.845945945945946;
34 57 0.827493261455526;
34 58 0.9419795221843;
34 59 0.895287958115183;
34 60 0.714659685863874;
34 61 0.81074168797954;
34 62 0.878419452887538;
34 63 0.890625;
34 64 0.88974358974359;
34 65 0.842783505154639;
34 67 0.815426997245179;
34 74 0.623076923076923;
34 75 0.76657824933687;
34 76 0.898123324396783;
34 77 0.797619047619048;
34 89 0.774725274725275;
34 96 0.784090909090909;
34 97 0.860892388451444;
34 99 0.92057761732852;
34 102 0.883720930232558;
34 103 0.75609756097561;
35 36 0.885496183206107;
35 37 0.870307167235495;
35 38 0.793103448275862;
35 39 0.784053156146179;
35 40 0.797794117647059;
35 41 0.868589743589744;
35 42 0.799363057324841;
35 43 0.667711598746082;
35 44 0.881410256410256;
35 45 0.748366013071895;
35 46 0.790625;
35 47 0.656666666666667;
35 48 0.850993377483444;
35 49 0.847826086956522;
35 50 0.844;
35 51 0.873287671232877;
35 52 0.829787234042553;
35 53 0.834507042253521;
35 54 0.812297734627832;
35 55 0.818181818181818;
35 56 0.8;
35 57 0.838283828382838;
35 58 0.923404255319149;
35 59 0.834920634920635;
35 60 0.770967741935484;
35 61 0.86970684039088;
35 62 0.813868613138686;
35 63 0.905063291139241;
35 64 0.864779874213837;
35 65 0.833333333333333;
35 66 0.551839464882943;
35 67 0.833887043189369;
35 74 0.7;
35 75 0.766990291262136;
35 76 0.851351351351351;
35 77 0.757009345794392;
35 89 0.814189189189189;
35 96 0.821305841924399;
35 97 0.879746835443038;
35 99 0.88;
35 101 -0.197368421052632;
35 102 0.947368421052632;
35 103 0.891891891891892;
36 37 0.851190476190476;
36 38 0.814404432132964;
36 39 0.774193548387097;
36 40 0.809061488673139;
36 41 0.889830508474576;
36 42 0.784313725490196;
36 43 0.602209944751381;
36 44 0.884831460674157;
36 45 0.794797687861272;
36 46 0.714681440443213;
36 47 0.639296187683284;
36 48 0.839887640449438;
36 49 0.724137931034483;
36 50 0.855633802816901;
36 51 0.844776119402985;
36 52 0.852307692307692;
36 53 0.779411764705882;
36 54 0.845070422535211;
36 55 0.88;
36 56 0.891176470588235;
36 57 0.898255813953488;
36 58 0.920863309352518;
36 59 0.872881355932203;
36 60 0.730113636363636;
36 61 0.823361823361823;
36 62 0.855305466237942;
36 63 0.88135593220339;
36 64 0.863888888888889;
36 65 0.890756302521008;
36 66 0.540462427745665;
36 67 0.813056379821958;
36 74 0.673130193905817;
36 75 0.747851002865329;
36 76 0.882697947214076;
36 77 0.864197530864197;
36 89 0.827893175074184;
36 96 0.824404761904762;
36 97 0.883522727272727;
36 99 0.896;
36 100 -0.160919540229885;
36 101 -0.232558139534884;
36 102 0.976470588235294;
36 103 0.944444444444444;
37 38 0.79236276849642;
37 39 0.79746835443038;
37 40 0.806629834254144;
37 41 0.907542579075426;
37 42 0.893719806763285;
37 43 0.628571428571429;
37 44 0.88861985472155;
37 45 0.858942065491184;
37 46 0.673860911270983;
37 47 0.665;
37 48 0.859649122807018;
37 49 0.854368932038835;
37 50 0.845161290322581;
37 51 0.897435897435897;
37 52 0.860526315789474;
37 53 0.728682170542636;
37 54 0.818627450980392;
37 55 0.8825;
37 56 0.83375314861461;
37 57 0.837696335078534;
37 58 0.897515527950311;
37 59 0.875;
37 60 0.770171149144254;
37 61 0.874692874692875;
37 62 0.874651810584958;
37 63 0.905109489051095;
37 64 0.894230769230769;
37 65 0.847665847665848;
37 66 0.589420654911839;
37 67 0.853846153846154;
37 74 0.6810551558753;
37 75 0.802469135802469;
37 76 0.892344497607656;
37 77 0.846846846846847;
37 89 0.781021897810219;
37 96 0.805851063829787;
37 97 0.877450980392157;
37 99 0.882352941176471;
37 101 -0.236111111111111;
37 102 1;
37 103 1;
38 39 0.780660377358491;
38 40 0.766066838046273;
38 41 0.815489749430524;
38 42 0.757918552036199;
38 43 0.661469933184855;
38 44 0.819004524886878;
38 45 0.76056338028169;
38 46 0.679372197309417;
38 47 0.723653395784543;
38 48 0.759345794392523;
38 49 0.823529411764706;
38 50 0.804154302670623;
38 51 0.787951807228916;
38 52 0.82512315270936;
38 53 0.728813559322034;
38 54 0.887871853546911;
38 55 0.824355971896956;
38 56 0.828638497652582;
38 57 0.841849148418491;
38 58 0.882183908045977;
38 59 0.830275229357798;
38 60 0.727688787185355;
38 61 0.779816513761468;
38 62 0.825520833333333;
38 63 0.818181818181818;
38 64 0.817977528089888;
38 65 0.832568807339449;
38 66 0.56;
38 67 0.733812949640288;
38 74 0.704035874439462;
38 75 0.745958429561201;
38 76 0.84037558685446;
38 77 0.892857142857143;
38 89 0.854415274463007;
38 96 0.779156327543424;
38 97 0.805491990846682;
38 99 0.79933110367893;
38 100 -0.183673469387755;
38 101 -0.175257731958763;
38 102 0.864583333333333;
38 103 0.682926829268293;
39 40 0.73224043715847;
39 41 0.778313253012048;
39 42 0.741626794258373;
39 43 0.538823529411765;
39 44 0.784172661870504;
39 45 0.812345679012346;
39 46 0.577197149643705;
39 47 0.599502487562189;
39 48 0.762376237623762;
39 49 0.896907216494845;
39 50 0.816455696202532;
39 51 0.753846153846154;
39 52 0.777486910994764;
39 53 0.631443298969072;
39 54 0.813106796116505;
39 55 0.799007444168734;
39 56 0.776674937965261;
39 57 0.844961240310077;
39 58 0.814589665653495;
39 59 0.794188861985472;
39 60 0.669902912621359;
39 61 0.72992700729927;
39 62 0.762295081967213;
39 63 0.800480769230769;
39 64 0.814726840855107;
39 65 0.795620437956204;
39 66 0.625;
39 67 0.756345177664975;
39 74 0.586698337292161;
39 75 0.698529411764706;
39 76 0.84788029925187;
39 77 0.909090909090909;
39 89 0.83248730964467;
39 96 0.728232189973615;
39 97 0.800970873786408;
39 99 0.832142857142857;
39 102 0.553191489361702;
39 103 1;
40 41 0.864229765013055;
40 42 0.770833333333333;
40 43 0.58974358974359;
40 44 0.877284595300261;
40 45 0.784741144414169;
40 46 0.581395348837209;
40 47 0.590785907859079;
40 48 0.865951742627346;
40 49 0.802631578947368;
40 50 0.851351351351351;
40 51 0.830188679245283;
40 52 0.876056338028169;
40 53 0.661111111111111;
40 54 0.786842105263158;
40 55 0.850267379679144;
40 56 0.79639175257732;
40 57 0.837988826815642;
40 58 0.904918032786885;
40 59 0.858638743455497;
40 60 0.708333333333333;
40 61 0.81701030927835;
40 62 0.851190476190476;
40 63 0.874015748031496;
40 64 0.855297157622739;
40 65 0.819628647214854;
40 67 0.795580110497238;
40 74 0.640826873385013;
40 75 0.753246753246753;
40 76 0.863760217983651;
40 77 0.742574257425743;
40 89 0.772222222222222;
40 96 0.76657060518732;
40 97 0.857894736842105;
40 99 0.924187725631769;
40 101 -0.291666666666667;
40 102 0.802816901408451;
40 103 0.696969696969697;
41 42 0.884792626728111;
41 43 0.616780045351474;
41 44 0.907621247113164;
41 45 0.824940047961631;
41 46 0.675057208237986;
41 47 0.68019093078759;
41 48 0.881235154394299;
41 49 0.841584158415842;
41 50 0.891238670694864;
41 51 0.886699507389163;
41 52 0.92713567839196;
41 53 0.74009900990099;
41 54 0.874125874125874;
41 55 0.945107398568019;
41 56 0.852028639618138;
41 57 0.870646766169154;
41 58 0.955752212389381;
41 59 0.932558139534884;
41 60 0.752336448598131;
41 61 0.86214953271028;
41 62 0.923280423280423;
41 63 0.918981481481482;
41 64 0.940366972477064;
41 65 0.892271662763466;
41 66 0.558752997601918;
41 67 0.84841075794621;
41 74 0.681922196796339;
41 75 0.828235294117647;
41 76 0.916067146282974;
41 77 0.891891891891892;
41 89 0.804878048780488;
41 96 0.825757575757576;
41 97 0.906542056074766;
41 99 0.9419795221843;
41 100 -0.15625;
41 101 -0.221052631578947;
41 102 0.957446808510638;
41 103 0.897435897435897;
42 43 0.645598194130926;
42 44 0.825688073394495;
42 45 0.754761904761905;
42 46 0.622727272727273;
42 47 0.691211401425178;
42 48 0.848699763593381;
42 49 0.826923076923077;
42 50 0.808955223880597;
42 51 0.848780487804878;
42 52 0.863861386138614;
42 53 0.658476658476658;
42 54 0.805555555555556;
42 55 0.874407582938389;
42 56 0.785714285714286;
42 57 0.797530864197531;
42 58 0.857558139534884;
42 59 0.8584686774942;
42 60 0.77262180974478;
42 61 0.8584686774942;
42 62 0.860892388451444;
42 63 0.841013824884793;
42 64 0.863325740318907;
42 65 0.813953488372093;
42 66 0.585714285714286;
42 67 0.830508474576271;
42 74 0.693181818181818;
42 75 0.805620608899297;
42 76 0.85;
42 77 0.875;
42 89 0.748792270531401;
42 96 0.821158690176322;
42 97 0.832946635730858;
42 99 0.832191780821918;
42 101 -0.24468085106383;
42 102 0.978494623655914;
42 103 0.947368421052632;
43 44 0.650112866817156;
43 45 0.545667447306792;
43 46 0.662192393736018;
43 47 0.864485981308411;
43 48 0.588372093023256;
43 49 0.826923076923077;
43 51 0.617788461538462;
43 52 0.562653562653563;
43 53 0.6256038647343;
43 54 0.611872146118721;
43 55 0.598130841121495;
43 56 0.586448598130841;
43 57 0.62621359223301;
43 58 0.605187319884726;
43 59 0.608695652173913;
43 60 0.78310502283105;
43 61 0.65675057208238;
43 62 0.6;
43 63 0.642533936651584;
43 64 0.60762331838565;
43 65 0.617848970251716;
43 66 0.823943661971831;
43 67 0.610047846889952;
43 74 0.9082774049217;
43 75 0.640552995391705;
43 76 0.615925058548009;
43 77 0.725663716814159;
43 83 -0.163414634146341;
43 85 -0.156542056074766;
43 89 0.614285714285714;
43 96 0.673267326732673;
43 97 0.646118721461187;
43 99 0.546979865771812;
43 101 -0.25;
43 102 0.894736842105263;
43 103 0.95;
44 45 0.84047619047619;
44 46 0.672727272727273;
44 47 0.685579196217494;
44 48 0.905437352245863;
44 49 0.86;
44 50 0.864864864864865;
44 51 0.9;
44 52 0.910224438902743;
44 53 0.766584766584767;
44 54 0.842227378190255;
44 55 0.890995260663507;
44 56 0.864285714285714;
44 57 0.889434889434889;
44 58 0.944444444444444;
44 59 0.916279069767442;
44 60 0.781902552204176;
44 61 0.865116279069767;
44 62 0.881578947368421;
44 63 0.953917050691244;
44 64 0.917995444191344;
44 65 0.87906976744186;
44 66 0.589498806682578;
44 67 0.859903381642512;
44 74 0.697727272727273;
44 75 0.814988290398126;
44 76 0.947619047619048;
44 77 0.785714285714286;
44 89 0.811138014527845;
44 96 0.829573934837093;
44 97 0.939675174013921;
44 99 0.972881355932203;
44 101 -0.260416666666667;
44 102 1;
44 103 1;
45 46 0.587264150943396;
45 47 0.578817733990148;
45 48 0.800982800982801;
45 49 0.729166666666667;
45 50 0.802507836990596;
45 51 0.79746835443038;
45 52 0.823376623376623;
45 53 0.645408163265306;
45 54 0.786570743405276;
45 55 0.837037037037037;
45 56 0.819306930693069;
45 57 0.798469387755102;
45 58 0.863636363636364;
45 59 0.845410628019324;
45 60 0.661057692307692;
45 61 0.768115942028985;
45 62 0.808743169398907;
45 63 0.863961813842482;
45 64 0.860520094562648;
45 65 0.800959232613909;
45 67 0.776381909547739;
45 74 0.584905660377358;
45 75 0.717761557177616;
45 76 0.918316831683168;
45 77 0.815533980582524;
45 89 0.809045226130653;
45 96 0.7421875;
45 97 0.824096385542169;
45 99 0.86013986013986;
45 102 0.752688172043011;
45 103 0.95;
46 47 0.642352941176471;
46 48 0.613953488372093;
46 49 0.84;
46 50 0.591715976331361;
46 51 0.640287769784173;
46 52 0.606435643564356;
46 53 0.866180048661801;
46 54 0.673563218390805;
46 55 0.665105386416862;
46 56 0.660377358490566;
46 57 0.690072639225182;
46 58 0.663793103448276;
46 59 0.661290322580645;
46 60 0.68735632183908;
46 61 0.638248847926267;
46 62 0.651832460732984;
46 63 0.678082191780822;
46 64 0.657657657657658;
46 65 0.691244239631336;
46 66 0.569739952718676;
46 67 0.618138424821002;
46 74 0.716517857142857;
46 75 0.648275862068965;
46 76 0.639150943396226;
46 77 0.779816513761468;
46 89 0.66270783847981;
46 96 0.704714640198511;
46 97 0.667425968109339;
46 99 0.602006688963211;
46 101 -0.288659793814433;
46 102 0.979166666666667;
46 103 1;
47 48 0.641277641277641;
47 49 0.918604651162791;
47 50 0.61128526645768;
47 51 0.63727959697733;
47 52 0.651162790697674;
47 53 0.660714285714286;
47 54 0.691387559808612;
47 55 0.655256723716381;
47 56 0.659259259259259;
47 57 0.663265306122449;
47 58 0.678899082568807;
47 59 0.660240963855422;
47 60 0.779376498800959;
47 61 0.666666666666667;
47 62 0.673972602739726;
47 63 0.673031026252983;
47 64 0.665882352941176;
47 65 0.691566265060241;
47 66 0.772277227722772;
47 67 0.641414141414141;
47 74 0.868235294117647;
47 75 0.675544794188862;
47 76 0.657635467980296;
47 77 0.863636363636364;
47 89 0.661654135338346;
47 96 0.731770833333333;
47 97 0.673076923076923;
47 99 0.613559322033898;
47 100 -0.168421052631579;
47 101 -0.223404255319149;
47 102 0.957446808510638;
47 103 0.897435897435897;
48 49 0.854166666666667;
48 50 0.855855855855856;
48 51 0.854636591478697;
48 52 0.904145077720207;
48 53 0.715346534653465;
48 54 0.813397129186603;
48 55 0.895121951219512;
48 56 0.839024390243902;
48 57 0.857142857142857;
48 58 0.900302114803625;
48 59 0.885167464114832;
48 60 0.76555023923445;
48 61 0.86810551558753;
48 62 0.849315068493151;
48 63 0.907363420427553;
48 64 0.892018779342723;
