n = 54
9 46 0.988888888888889;
9 47 0.984877126654064;
9 50 0.980119284294235;
9 51 0.969879518072289;
9 52 0.947368421052632;
9 53 0.978260869565217;
10 11 0.96969696969697;
10 12 0.975206611570248;
10 13 0.949554896142433;
10 14 1;
10 15 0.967280163599182;
10 16 0.956521739130435;
10 17 0.924050632911392;
10 18 0.98326359832636;
10 19 0.975124378109453;
10 20 0.942355889724311;
10 21 0.967963386727689;
10 22 0.852320675105485;
10 29 0.973913043478261;
10 30 0.958429561200924;
10 31 0.969635627530364;
10 32 0.971074380165289;
10 33 0.981132075471698;
10 34 0.943355119825708;
10 35 0.978632478632479;
10 36 0.941952506596306;
10 37 0.956730769230769;
10 38 0.989159891598916;
10 46 0.979296066252588;
10 47 0.987179487179487;
10 50 0.968325791855204;
10 51 0.951890034364261;
10 52 0.925531914893617;
10 53 0.956043956043956;
11 12 0.96078431372549;
11 13 0.948553054662379;
11 14 1;
11 15 0.957173447537473;
11 16 0.942196531791908;
11 17 0.933628318584071;
11 18 0.969230769230769;
11 19 0.978436657681941;
11 20 0.953678474114441;
11 21 0.959287531806616;
11 22 0.830396475770925;
11 29 0.967816091954023;
11 30 0.946601941747573;
11 31 0.959745762711864;
11 32 0.96529284164859;
11 33 0.969230769230769;
11 34 0.944572748267898;
11 35 0.982022471910112;
11 36 0.949152542372881;
11 37 0.953947368421053;
11 38 0.977077363896848;
11 46 0.973741794310722;
11 47 0.968468468468468;
11 50 0.961904761904762;
11 51 0.965299684542587;
11 52 0.945652173913043;
11 53 0.977777777777778;
12 13 0.955844155844156;
12 14 1;
12 15 0.969811320754717;
12 16 0.96039603960396;
12 17 0.93036750483559;
12 18 0.990328820116054;
12 19 0.974418604651163;
12 20 0.943127962085308;
12 21 0.973273942093541;
12 22 0.851272015655577;
12 29 0.983935742971888;
12 30 0.953878406708595;
12 31 0.971751412429379;
12 32 0.978846153846154;
12 33 0.973969631236443;
12 34 0.958592132505176;
12 35 0.980119284294235;
12 36 0.959899749373434;
12 37 0.962472406181015;
12 38 0.995226730310263;
12 46 0.988483685220729;
12 47 0.992202729044834;
12 50 0.979166666666667;
12 51 0.968051118210863;
12 52 0.951219512195122;
12 53 0.974683544303797;
13 14 1;
13 15 0.941025641025641;
13 16 0.958730158730159;
13 17 0.922252010723861;
13 18 0.962264150943396;
13 19 0.957703927492447;
13 20 0.930930930930931;
13 21 0.969325153374233;
13 22 0.970350404312669;
13 29 0.963068181818182;
13 30 0.930835734870317;
13 31 0.953367875647668;
13 32 0.962365591397849;
13 33 0.965408805031447;
13 34 0.959770114942529;
13 35 0.965333333333333;
13 36 0.943217665615142;
13 37 0.937908496732026;
13 38 0.960629921259842;
13 46 0.970666666666667;
13 47 0.965425531914894;
13 50 0.959893048128342;
13 51 0.958549222797927;
14 15 1;
14 16 1;
14 17 1;
14 18 1;
14 19 1;
14 20 1;
14 21 1;
14 22 1;
14 23 -1;
14 24 -1;
14 25 -1;
14 26 -1;
14 27 -1;
14 28 -1;
14 29 1;
14 30 1;
14 31 1;
14 32 1;
14 33 1;
14 34 1;
14 35 1;
14 37 1;
14 38 1;
14 39 1;
14 40 1;
14 41 1;
14 42 -1;
14 43 -1;
14 44 1;
14 45 -1;
14 46 1;
14 47 1;
14 48 -1;
15 16 0.95609756097561;
15 17 0.915057915057915;
15 18 0.984615384615385;
15 19 0.965197215777262;
15 20 0.934579439252336;
15 21 0.965141612200436;
15 22 0.847784200385356;
15 29 0.97609561752988;
15 30 0.945378151260504;
15 31 0.957328385899815;
15 32 0.971537001897533;
15 33 0.961538461538462;
15 34 0.950819672131147;
15 35 0.969111969111969;
15 36 0.940594059405941;
15 37 0.941304347826087;
15 38 0.967213114754098;
15 46 0.977055449330784;
15 47 0.97265625;
15 50 0.967078189300412;
15 51 0.949685534591195;
15 52 0.963414634146341;
15 53 1;
16 17 0.929113924050633;
16 18 0.960591133004926;
16 19 0.958904109589041;
16 20 0.92112676056338;
16 21 0.965217391304348;
16 22 0.883374689826303;
16 29 0.963541666666667;
16 30 0.926027397260274;
16 31 0.95952380952381;
16 32 0.95343137254902;
16 33 0.942028985507246;
16 34 0.954787234042553;
16 35 0.959079283887468;
16 36 0.957446808510638;
16 37 0.923943661971831;
16 38 0.971098265895954;
16 46 0.970660146699266;
16 47 0.969849246231156;
16 50 0.955773955773956;
16 51 0.953051643192488;
16 52 0.891304347826087;
16 53 0.909090909090909;
17 18 0.932938856015779;
17 19 0.935406698564593;
17 20 0.912621359223301;
17 21 0.93621867881549;
17 22 0.803607214428858;
17 29 0.93429158110883;
17 30 0.909871244635193;
17 31 0.921153846153846;
17 32 0.927308447937132;
17 33 0.938053097345133;
17 34 0.906581740976645;
17 35 0.934959349593496;
17 36 0.912820512820513;
17 37 0.926339285714286;
17 38 0.930864197530864;
17 46 0.940711462450593;
17 47 0.936633663366337;
17 50 0.927659574468085;
17 51 0.935897435897436;
17 52 0.917647058823529;
17 53 0.927710843373494;
18 19 0.983372921615202;
18 20 0.952267303102625;
18 21 0.986363636363636;
18 22 0.863813229571984;
18 29 0.987679671457906;
18 30 0.9581589958159;
18 31 0.979284369114878;
18 32 0.986512524084778;
18 33 0.982721382289417;
18 34 0.966873706004141;
18 35 0.991951710261569;
18 36 0.969465648854962;
18 37 0.962053571428571;
18 38 0.997555012224939;
18 46 0.99609375;
18 47 0.99604743083004;
18 50 0.99154334038055;
18 51 0.980707395498392;
18 52 0.955555555555556;
18 53 0.988505747126437;
19 20 0.957393483709273;
19 21 0.974930362116992;
19 22 0.898148148148148;
19 29 0.987684729064039;
19 30 0.972568578553616;
19 31 0.967889908256881;
19 32 0.983682983682984;
19 33 0.981233243967828;
19 34 0.963680387409201;
19 35 0.990407673860911;
19 36 0.971204188481675;
19 37 0.961852861035422;
19 38 0.986522911051213;
19 46 0.988344988344988;
19 47 0.983213429256595;
19 50 0.979166666666667;
19 51 0.984126984126984;
19 52 0.911111111111111;
19 53 0.952380952380952;
20 21 0.960227272727273;
20 22 0.871428571428571;
20 29 0.97029702970297;
20 30 0.922879177377892;
20 31 0.948081264108352;
20 32 0.960187353629977;
20 33 0.962059620596206;
20 34 0.940298507462687;
20 35 0.957142857142857;
20 36 0.940700808625337;
20 37 0.954802259887006;
20 38 0.950819672131147;
20 46 0.962085308056872;
20 47 0.955882352941177;
20 50 0.957446808510638;
20 51 0.969348659003831;
20 52 0.901960784313726;
20 53 0.958333333333333;
21 22 0.88558352402746;
21 29 0.981087470449173;
21 30 0.944444444444444;
21 31 0.967320261437909;
21 32 0.979955456570156;
21 33 0.979539641943734;
21 34 0.959232613908873;
21 35 0.977064220183486;
21 36 0.964179104477612;
21 37 0.961240310077519;
21 38 0.97752808988764;
21 46 0.98669623059867;
21 47 0.982102908277405;
21 50 0.980440097799511;
21 51 0.977186311787072;
21 52 0.986301369863014;
21 53 1;
22 29 0.869120654396728;
22 30 0.833333333333333;
22 31 0.856332703213611;
22 32 0.858508604206501;
22 33 0.861771058315335;
22 34 0.868583162217659;
22 35 0.870517928286853;
22 36 0.875930521091811;
22 37 0.834080717488789;
22 38 0.980676328502415;
22 46 0.865234375;
22 47 0.872;
22 50 0.903157894736842;
22 51 0.780254777070064;
23 25 0.840304182509506;
23 26 0.86;
23 27 0.846;
23 28 0.799145299145299;
23 42 0.834928229665072;
23 43 0.872685185185185;
23 45 0.830578512396694;
23 48 0.727722772277228;
23 49 0.662303664921466;
24 52 0.846153846153846;
24 53 0.666666666666667;
25 26 0.861985472154964;
25 27 0.828740157480315;
25 28 0.808421052631579;
25 42 0.845070422535211;
25 43 0.84070796460177;
25 45 0.809034907597536;
25 48 0.73697270471464;
25 49 0.669250645994832;
26 27 0.846560846560847;
26 28 0.808108108108108;
26 42 0.821052631578947;
26 43 0.86646884272997;
26 45 0.81043956043956;
26 48 0.734285714285714;
26 49 0.665454545454545;
27 28 0.815144766146993;
27 42 0.82;
27 43 0.875288683602771;
27 45 0.825363825363825;
27 48 0.708661417322835;
27 49 0.658402203856749;
28 42 0.77979274611399;
28 43 0.822622107969152;
28 45 0.761467889908257;
28 48 0.696476964769648;
28 49 0.674418604651163;
29 30 0.955752212389381;
29 31 0.974308300395257;
29 32 0.98207171314741;
29 33 0.981651376146789;
29 34 0.963282937365011;
29 35 0.98744769874477;
29 36 0.969849246231156;
29 37 0.969555035128806;
29 38 0.989637305699482;
29 46 0.991935483870968;
29 47 0.9875;
29 50 0.986784140969163;
29 51 0.973509933774834;
29 52 0.943820224719101;
29 53 0.976744186046512;
30 31 0.954261954261954;
30 32 0.955789473684211;
30 33 0.956521739130435;
30 34 0.924829157175399;
30 35 0.978021978021978;
30 36 0.941798941798942;
30 37 0.940298507462687;
30 38 0.961748633879781;
30 46 0.963829787234043;
30 47 0.967532467532468;
30 50 0.950113378684807;
30 51 0.927631578947368;
30 52 0.944444444444444;
30 53 0.977011494252874;
31 32 0.973977695167286;
31 33 0.97286012526096;
31 34 0.94578313253012;
31 35 0.974757281553398;
31 36 0.948655256723716;
31 37 0.961206896551724;
31 38 0.978520286396181;
31 46 0.979166666666667;
31 47 0.982591876208897;
31 50 0.971486761710794;
31 51 0.969325153374233;
31 52 0.947368421052632;
31 53 0.978260869565217;
32 33 0.985042735042735;
32 34 0.959514170040486;
32 35 0.986138613861386;
32 36 0.967741935483871;
32 37 0.960352422907489;
32 38 0.98780487804878;
32 46 0.99034749034749;
32 47 0.986166007905138;
32 50 0.989626556016598;
32 51 0.990881458966565;
32 52 0.968421052631579;
32 53 1;
33 34 0.953596287703016;
33 35 0.990990990990991;
33 36 0.952802359882006;
33 37 0.962053571428571;
33 38 0.99438202247191;
33 46 0.986984815618221;
33 47 0.986636971046771;
33 50 0.980997624703088;
33 51 0.980707395498392;
33 52 0.923076923076923;
33 53 0.954545454545455;
34 35 0.957081545064378;
34 36 0.953246753246753;
34 37 0.936170212765957;
34 38 0.973958333333333;
34 46 0.969262295081967;
34 47 0.964135021097046;
34 50 0.972911963882618;
34 51 0.943894389438944;
34 52 0.883720930232558;
34 53 0.903614457831325;
35 36 0.969230769230769;
35 37 0.97025171624714;
35 38 0.990384615384615;
35 46 0.992015968063872;
35 47 0.987704918032787;
35 50 0.982683982683983;
35 51 0.986622073578595;
35 52 0.943181818181818;
35 53 0.976470588235294;
36 37 0.938235294117647;
36 38 0.964912280701754;
36 46 0.984924623115578;
36 47 0.979002624671916;
36 50 0.96;
36 51 0.967213114754098;
36 52 0.94;
36 53 0.958333333333333;
37 38 0.955882352941177;
37 46 0.970982142857143;
37 47 0.965675057208238;
37 50 0.954436450839328;
37 51 0.951456310679612;
37 52 0.946236559139785;
37 53 0.978021978021978;
38 46 0.995121951219512;
38 47 1;
38 50 0.990220048899755;
38 51 0.99;
39 40 0.923217550274223;
39 41 0.879716981132076;
39 44 0.9;
40 41 0.876456876456876;
40 44 0.92156862745098;
41 44 0.863861386138614;
42 43 0.831428571428571;
42 45 0.790155440414508;
42 48 0.686746987951807;
42 49 0.650641025641026;
43 45 0.833734939759036;
43 48 0.751572327044025;
43 49 0.692307692307692;
45 48 0.718085106382979;
45 49 0.642651296829971;
46 47 0.996138996138996;
46 50 0.991614255765199;
46 51 0.987381703470032;
46 52 0.978021978021978;
46 53 1;
47 50 0.991379310344828;
47 51 0.980456026058632;
47 52 1;
47 53 1;
48 49 0.673400673400673;
50 51 0.979094076655052;
50 52 0.905660377358491;
50 53 0.96;
51 52 0.968421052631579;
51 53 1;
52 53 0.967391304347826]
