n = 37
7 19 0.850174216027875;
7 21 0.950757575757576;
7 22 0.938095238095238;
7 23 0.821052631578947;
7 24 0.854961832061069;
7 28 0.844444444444444;
7 30 0.837931034482759;
7 31 0.882575757575758;
7 33 0.987012987012987;
8 9 0.965432098765432;
8 10 0.821782178217822;
8 11 0.845744680851064;
8 12 0.847117794486215;
8 13 0.828715365239295;
8 14 0.830985915492958;
8 15 0.850574712643678;
8 16 0.835294117647059;
8 17 0.846715328467153;
8 18 0.826302729528536;
8 19 0.828205128205128;
8 21 0.982456140350877;
8 22 0.978787878787879;
8 23 0.803571428571429;
8 24 0.830670926517572;
8 28 0.678571428571429;
8 30 0.840506329113924;
8 31 0.859838274932615;
8 33 0.727722772277228;
8 35 0.984375;
8 36 0.96969696969697;
9 10 0.788461538461538;
9 11 0.799171842650104;
9 12 0.810176125244618;
9 13 0.78515625;
9 14 0.792975970425139;
9 15 0.816939890710383;
9 16 0.796296296296296;
9 17 0.798479087452472;
9 18 0.788461538461538;
9 19 0.79002079002079;
9 21 0.934426229508197;
9 22 0.954853273137698;
9 23 0.770750988142292;
9 24 0.795918367346939;
9 28 0.741379310344828;
9 30 0.813121272365805;
9 31 0.815126050420168;
9 35 0.9875;
9 36 0.937984496124031;
10 11 0.958847736625514;
10 12 0.948076923076923;
10 13 0.980657640232108;
10 14 0.981684981684982;
10 15 0.973190348525469;
10 16 0.974264705882353;
10 17 0.969868173258004;
10 18 0.980842911877395;
10 19 0.95615866388309;
10 21 0.832876712328767;
10 22 0.774049217002237;
10 23 0.947058823529412;
10 24 0.967171717171717;
10 28 0.892857142857143;
10 30 0.968127490039841;
10 31 0.958419958419958;
10 36 0.661538461538462;
11 12 0.943983402489627;
11 13 0.970893970893971;
11 14 0.972332015810277;
11 15 0.977077363896848;
11 16 0.964285714285714;
11 17 0.959919839679359;
11 18 0.979338842975207;
11 19 0.944567627494457;
11 21 0.842406876790831;
11 22 0.786407766990291;
11 23 0.950310559006211;
11 24 0.978082191780822;
11 28 0.877551020408163;
11 30 0.966173361522199;
11 31 0.942604856512141;
12 13 0.951171875;
12 14 0.95724907063197;
12 15 0.965608465608466;
12 16 0.953358208955224;
12 17 0.940839694656489;
12 18 0.955598455598456;
12 19 0.935416666666667;
12 21 0.838888888888889;
12 22 0.797727272727273;
12 23 0.914342629482072;
12 24 0.946341463414634;
12 28 0.92;
12 30 0.949290060851927;
12 31 0.955602536997886;
12 36 0.712121212121212;
13 14 0.988847583643123;
13 15 0.983783783783784;
13 16 0.977611940298508;
13 17 0.973231357552581;
13 18 0.988593155893536;
13 19 0.955882352941177;
13 21 0.840314136125654;
13 22 0.773972602739726;
13 23 0.956087824351297;
13 24 0.972081218274112;
13 28 0.9;
13 30 0.975708502024291;
13 31 0.966315789473684;
14 15 0.9846547314578;
14 16 0.975265017667845;
14 17 0.971066907775769;
14 18 0.988970588235294;
14 19 0.958083832335329;
14 21 0.841145833333333;
14 22 0.788008565310492;
14 23 0.954716981132075;
14 24 0.973429951690821;
14 28 0.9;
14 30 0.973231357552581;
14 31 0.960079840319361;
15 16 0.979487179487179;
15 17 0.984293193717278;
15 18 0.984084880636605;
15 19 0.953216374269006;
15 21 0.857692307692308;
15 22 0.819148936170213;
15 23 0.961643835616438;
15 24 0.979310344827586;
15 28 0.942857142857143;
15 30 0.972826086956522;
15 31 0.977777777777778;
15 36 0.655913978494624;
16 17 0.97459165154265;
16 18 0.985239852398524;
16 19 0.962;
16 21 0.845953002610966;
16 22 0.78755364806867;
16 23 0.945075757575758;
16 24 0.973300970873786;
16 28 0.898305084745763;
16 30 0.969289827255278;
16 31 0.964;
17 18 0.973534971644612;
17 19 0.95748987854251;
17 21 0.839050131926121;
17 22 0.788079470198676;
17 23 0.948374760994264;
17 24 0.972636815920398;
17 28 0.898305084745763;
17 30 0.961240310077519;
17 31 0.962962962962963;
17 36 0.661290322580645;
18 19 0.964656964656965;
18 21 0.843915343915344;
18 22 0.773033707865169;
18 23 0.956607495069034;
18 24 0.977667493796526;
18 28 0.898305084745763;
18 30 0.9800796812749;
18 31 0.966666666666667;
19 21 0.861861861861862;
19 22 0.781637717121588;
19 23 0.925531914893617;
19 24 0.958448753462604;
19 28 0.927272727272727;
19 30 0.945887445887446;
19 31 0.947608200455581;
20 25 0.956375838926175;
20 26 0.921501706484642;
20 27 0.878378378378378;
20 28 0.878787878787879;
20 32 0.800687285223368;
20 33 0.957055214723926;
20 35 0.676470588235294;
21 22 0.953020134228188;
21 23 0.793871866295265;
21 24 0.866071428571429;
21 28 0.796610169491525;
21 30 0.850393700787402;
21 31 0.857142857142857;
22 23 0.752886836027714;
22 24 0.787234042553192;
22 28 0.869565217391304;
22 30 0.811494252873563;
22 31 0.814457831325301;
22 35 0.987012987012987;
22 36 0.959016393442623;
23 24 0.94300518134715;
23 28 0.888888888888889;
23 30 0.947474747474747;
23 31 0.930962343096234;
23 36 0.669421487603306;
24 28 0.888888888888889;
24 30 0.967336683417085;
24 31 0.974647887323944;
25 26 0.940983606557377;
25 27 0.849462365591398;
25 32 0.889937106918239;
25 33 0.980099502487562;
26 27 0.840579710144927;
26 28 0.65;
26 32 0.77810650887574;
26 33 0.939086294416244;
27 28 0.918367346938776;
27 32 0.739819004524887;
27 33 0.951388888888889;
28 30 0.896551724137931;
28 31 0.959183673469388;
28 33 0.666666666666667;
29 32 0.664206642066421;
29 34 0.870967741935484;
29 36 0.760869565217391;
30 31 0.951965065502183;
30 36 0.705263157894737;
31 36 0.719298245614035;
32 33 0.895652173913044;
32 34 0.779005524861878;
34 36 0.660377358490566;
35 36 0.961538461538462]
