n = 77
2 72 -0.370179948586118;
2 74 -0.35408560311284;
2 75 -0.33953488372093;
3 4 0.64808362369338;
3 5 0.611764705882353;
3 6 -0.363309352517986;
3 7 -0.323651452282158;
3 8 -0.323843416370107;
3 9 -0.319218241042345;
3 10 -0.31;
3 11 -0.397163120567376;
3 13 -0.428571428571429;
3 14 -0.421052631578947;
3 15 -0.402730375426621;
3 16 -0.397306397306397;
3 17 -0.424242424242424;
3 18 -0.764705882352941;
3 31 0.851145038167939;
3 34 0.533980582524272;
3 35 0.570032573289902;
3 36 -0.397923875432526;
3 37 -0.445378151260504;
3 38 -0.425742574257426;
3 46 -0.325657894736842;
3 47 -0.358208955223881;
3 48 -0.340350877192982;
3 49 -0.313167259786477;
3 50 -0.365248226950355;
3 51 -0.353571428571429;
3 52 -0.8;
3 54 0.665354330708661;
3 55 0.840677966101695;
3 56 0.789915966386555;
3 57 0.863354037267081;
3 60 -0.42962962962963;
3 61 -0.361702127659574;
3 62 0.616666666666667;
3 63 0.643192488262911;
3 65 0.593406593406593;
3 66 0.805555555555556;
3 67 -0.391089108910891;
3 68 -0.41042345276873;
3 71 0.827160493827161;
3 72 -0.368421052631579;
3 74 -0.240963855421687;
3 75 -0.292682926829268;
4 5 0.574803149606299;
4 6 -0.393406593406593;
4 7 -0.356923076923077;
4 8 -0.379474940334129;
4 9 -0.355119825708061;
4 10 -0.36965811965812;
4 11 -0.410672853828306;
4 12 -0.266666666666667;
4 13 -0.354910714285714;
4 14 -0.343035343035343;
4 15 -0.329571106094808;
4 16 -0.313432835820896;
4 17 -0.336909871244635;
4 18 -0.569444444444444;
4 31 0.631578947368421;
4 35 0.547511312217195;
4 36 -0.323974082073434;
4 38 -0.331818181818182;
4 46 -0.378787878787879;
4 47 -0.382926829268293;
4 48 -0.390697674418605;
4 49 -0.381578947368421;
4 50 -0.380313199105145;
4 51 -0.397752808988764;
4 52 -0.933333333333333;
4 54 0.600973236009732;
4 55 0.637894736842105;
4 56 0.676691729323308;
4 57 0.728301886792453;
4 60 -0.321329639889197;
4 61 -0.395927601809955;
4 63 0.636363636363636;
4 66 0.719424460431655;
4 67 -0.456375838926175;
4 68 -0.394190871369295;
4 71 0.624087591240876;
4 72 -0.387990762124711;
4 74 -0.302931596091205;
4 75 -0.334630350194553;
5 6 -0.339378238341969;
5 7 -0.363636363636364;
5 8 -0.315217391304348;
5 9 -0.325870646766169;
5 10 -0.33096926713948;
5 11 -0.347043701799486;
5 12 -0.278236914600551;
5 13 -0.32;
5 14 -0.308235294117647;
5 15 -0.290243902439024;
5 16 -0.282608695652174;
5 17 -0.300947867298578;
5 18 -0.602272727272727;
5 31 0.618374558303887;
5 36 -0.3075;
5 37 -0.288135593220339;
5 38 -0.302872062663185;
5 46 -0.341584158415842;
5 47 -0.354755784061697;
5 48 -0.342783505154639;
5 49 -0.346511627906977;
5 50 -0.32741116751269;
5 51 -0.355498721227621;
5 52 -1;
5 53 -0.236220472440945;
5 55 0.548076923076923;
5 56 0.576704545454545;
5 57 0.588028169014085;
5 60 -0.241379310344828;
5 61 -0.364556962025316;
5 63 0.652360515021459;
5 66 0.664429530201342;
5 67 -0.437007874015748;
5 68 -0.374117647058824;
5 71 0.558052434456929;
5 72 -0.336842105263158;
5 75 -0.272727272727273;
6 7 0.872881355932203;
6 8 0.914285714285714;
6 9 0.91025641025641;
6 10 0.902335456475584;
6 11 0.655328798185941;
6 31 -0.351851851851852;
6 34 -0.317718940936864;
6 35 -0.29082774049217;
6 46 0.92258064516129;
6 47 0.902050113895216;
6 48 0.916859122401848;
6 49 0.917391304347826;
6 50 0.875283446712018;
6 51 0.898706896551724;
6 52 0.928571428571429;
6 53 0.537931034482759;
6 54 -0.400485436893204;
6 55 -0.40495867768595;
6 56 -0.449748743718593;
6 57 -0.392307692307692;
6 61 0.906976744186046;
6 63 -0.313492063492063;
6 65 -0.243386243386243;
6 66 -0.333333333333333;
6 67 0.89873417721519;
6 68 0.664609053497942;
6 71 -0.319391634980989;
6 72 0.661399548532731;
6 75 0.52;
7 8 0.878125;
7 9 0.881720430107527;
7 10 0.900849858356941;
7 11 0.574344023323615;
7 18 0.686274509803922;
7 31 -0.316901408450704;
7 34 -0.304;
7 35 -0.271084337349398;
7 46 0.896067415730337;
7 47 0.884726224783862;
7 48 0.900602409638554;
7 49 0.924119241192412;
7 50 0.869436201780415;
7 51 0.884297520661157;
7 52 0.785714285714286;
7 54 -0.383333333333333;
7 55 -0.375690607734807;
7 56 -0.474048442906574;
7 57 -0.416267942583732;
7 61 0.886792452830189;
7 63 -0.26890756302521;
7 66 -0.325581395348837;
7 67 0.8828125;
7 68 0.597333333333333;
7 71 -0.295546558704453;
7 72 0.598214285714286;
7 74 0.548672566371681;
7 75 0.554112554112554;
8 9 0.914285714285714;
8 10 0.906724511930586;
8 11 0.634382566585956;
8 31 -0.288461538461538;
8 34 -0.299349240780911;
8 35 -0.271264367816092;
8 46 0.938636363636364;
8 47 0.913461538461538;
8 48 0.922352941176471;
8 49 0.913953488372093;
8 50 0.867298578199052;
8 51 0.895591647331787;
8 52 0.9375;
8 54 -0.366161616161616;
8 55 -0.351111111111111;
8 56 -0.384;
8 57 -0.335793357933579;
8 61 0.91609977324263;
8 63 -0.264;
8 67 0.928082191780822;
8 68 0.67170626349892;
8 71 -0.284671532846715;
8 72 0.673758865248227;
9 10 0.915187376725838;
9 11 0.650107991360691;
9 31 -0.331550802139037;
9 34 -0.281368821292776;
9 35 -0.252609603340292;
9 46 0.926294820717131;
9 47 0.919213973799127;
9 48 0.921940928270042;
9 49 0.917171717171717;
9 50 0.898340248962656;
9 51 0.912681912681913;
9 52 0.823529411764706;
9 53 0.514705882352941;
9 54 -0.342222222222222;
9 55 -0.365758754863813;
9 56 -0.417607223476298;
9 57 -0.345276872964169;
9 61 0.922619047619048;
9 63 -0.264285714285714;
9 66 -0.273885350318471;
9 67 0.914454277286136;
9 68 0.651923076923077;
9 71 -0.287625418060201;
9 72 0.669404517453799;
9 75 0.522058823529412;
10 11 0.65553235908142;
10 31 -0.296703296703297;
10 34 -0.269158878504673;
10 35 -0.245019920318725;
10 46 0.914230019493177;
10 47 0.910828025477707;
10 48 0.907407407407407;
10 49 0.914;
10 50 0.898128898128898;
10 51 0.927234927234927;
10 52 0.705882352941177;
10 53 0.523012552301255;
10 54 -0.355855855855856;
10 55 -0.362595419847328;
10 56 -0.406896551724138;
10 57 -0.352750809061489;
10 61 0.911468812877264;
10 63 -0.249084249084249;
10 66 -0.25503355704698;
10 67 0.914285714285714;
10 68 0.652173913043478;
10 71 -0.28956228956229;
10 72 0.665280665280665;
10 75 0.5;
11 12 0.583120204603581;
11 31 -0.410334346504559;
11 32 -0.255;
11 34 -0.31055900621118;
11 35 -0.298013245033113;
11 46 0.669527896995708;
11 47 0.646651270207852;
11 48 0.667410714285714;
11 49 0.645089285714286;
11 50 0.668181818181818;
11 51 0.638443935926774;
11 52 0.941176470588235;
11 53 0.609090909090909;
11 54 -0.364532019704433;
11 55 -0.442348008385744;
11 56 -0.419354838709677;
11 57 -0.392982456140351;
11 61 0.633109619686801;
11 62 -0.286021505376344;
11 63 -0.333333333333333;
11 65 -0.284210526315789;
11 66 -0.32258064516129;
11 67 0.669811320754717;
11 68 0.862785862785863;
11 71 -0.400735294117647;
11 72 0.86046511627907;
11 75 0.511627906976744;
12 47 0.507853403141361;
12 52 0.733333333333333;
12 53 0.705882352941177;
12 55 -0.252380952380952;
12 56 -0.30945558739255;
12 57 -0.258426966292135;
12 66 -0.272;
12 67 0.518072289156627;
12 68 0.533799533799534;
12 71 -0.258426966292135;
13 14 0.95703125;
13 15 0.949473684210526;
13 16 0.936381709741551;
13 17 0.945891783567134;
13 18 0.990476190476191;
13 31 -0.385915492957746;
13 33 -0.322222222222222;
13 34 -0.36328125;
13 35 -0.360934182590234;
13 36 0.939834024896266;
13 37 0.925714285714286;
13 38 0.918976545842217;
13 52 1;
13 54 -0.296037296037296;
13 55 -0.417495029821074;
13 56 -0.398550724637681;
13 57 -0.435540069686411;
13 60 0.857142857142857;
13 63 -0.416030534351145;
13 66 -0.373239436619718;
13 67 0.501538461538461;
13 71 -0.434931506849315;
13 74 0.916387959866221;
13 75 0.942307692307692;
14 15 0.935294117647059;
14 16 0.92364990689013;
14 17 0.94413407821229;
14 18 0.982300884955752;
14 31 -0.405263157894737;
14 33 -0.321428571428571;
14 34 -0.375;
14 35 -0.377470355731225;
14 36 0.919540229885057;
14 37 0.947368421052632;
14 38 0.90650406504065;
14 52 0.588235294117647;
14 54 -0.29004329004329;
14 55 -0.423005565862709;
14 56 -0.393805309734513;
14 57 -0.416666666666667;
14 60 0.86810551558753;
14 63 -0.399280575539568;
14 66 -0.392156862745098;
14 71 -0.433774834437086;
14 74 0.891304347826087;
14 75 0.92831541218638;
15 16 0.933734939759036;
15 17 0.936758893280632;
15 18 0.990476190476191;
15 31 -0.362116991643454;
15 33 -0.335106382978723;
15 34 -0.33203125;
15 35 -0.336099585062241;
15 36 0.946169772256729;
15 37 0.927461139896373;
15 38 0.918681318681319;
15 52 0.705882352941177;
15 55 -0.364729458917836;
15 56 -0.337378640776699;
15 57 -0.35472972972973;
15 60 0.863753213367609;
15 63 -0.370229007633588;
15 66 -0.380645161290323;
15 71 -0.431893687707641;
15 74 0.927586206896552;
15 75 0.959514170040486;
16 17 0.935727788279773;
16 18 0.973684210526316;
16 31 -0.363881401617251;
16 33 -0.301020408163265;
16 34 -0.330241187384045;
16 35 -0.329268292682927;
16 36 0.937621832358674;
16 37 0.935135135135135;
16 38 0.942148760330578;
16 52 0.823529411764706;
16 54 -0.260485651214128;
16 55 -0.378326996197719;
16 56 -0.36986301369863;
16 57 -0.403973509933775;
16 60 0.878048780487805;
16 63 -0.380073800738007;
16 66 -0.294520547945205;
16 71 -0.386986301369863;
16 74 0.94888178913738;
16 75 0.941605839416058;
17 18 0.961904761904762;
17 31 -0.401595744680851;
17 33 -0.345744680851064;
17 34 -0.355018587360595;
17 35 -0.361224489795918;
17 36 0.941520467836257;
17 37 0.930851063829787;
17 38 0.908141962421712;
17 52 0.764705882352941;
17 54 -0.28125;
17 55 -0.401904761904762;
17 56 -0.384439359267735;
17 57 -0.418300653594771;
17 60 0.84863523573201;
17 63 -0.398523985239852;
17 66 -0.353741496598639;
17 71 -0.420338983050847;
17 74 0.890625;
17 75 0.924731182795699;
18 31 -0.53125;
18 33 -0.258064516129032;
18 34 -0.587719298245614;
18 35 -0.596330275229358;
18 36 0.990566037735849;
18 37 0.975903614457831;
18 38 0.947916666666667;
18 52 0.833333333333333;
18 55 -0.588235294117647;
18 56 -0.549019607843137;
18 57 -0.676056338028169;
18 60 0.741176470588235;
18 61 0.604651162790698;
18 62 -0.576923076923077;
18 63 -0.886792452830189;
18 65 -0.486238532110092;
18 66 -0.75;
18 67 0.671052631578947;
18 71 -0.807017543859649;
19 20 0.835777126099707;
19 21 0.844748858447489;
19 22 0.827160493827161;
19 23 0.862660944206009;
19 24 0.84156378600823;
19 25 0.754216867469879;
19 26 0.837953091684435;
19 27 0.829545454545455;
19 28 0.819599109131403;
19 29 0.814545454545455;
19 30 0.842352941176471;
19 32 0.657004830917874;
19 39 0.845360824742268;
19 40 0.862365591397849;
19 41 0.822714681440443;
19 42 0.847874720357942;
19 43 0.823809523809524;
19 44 0.82;
19 45 0.857777777777778;
19 52 -0.5625;
19 58 0.8375;
19 59 0.824657534246575;
19 62 0.525316455696203;
19 64 0.833688699360341;
19 65 0.536708860759494;
19 69 0.745501285347044;
19 70 0.83739837398374;
19 73 0.861538461538462;
20 21 0.850162866449511;
20 22 0.809836065573771;
20 23 0.859237536656892;
20 24 0.843657817109145;
20 25 0.770491803278688;
20 26 0.828220858895706;
20 27 0.808270676691729;
20 28 0.829787234042553;
20 29 0.82520325203252;
20 30 0.836538461538462;
20 32 0.637630662020906;
20 39 0.837121212121212;
20 40 0.86322188449848;
20 41 0.816326530612245;
20 42 0.863492063492064;
20 43 0.82484076433121;
20 44 0.808571428571429;
20 45 0.857988165680473;
20 52 -0.4;
20 58 0.846153846153846;
20 59 0.845323741007194;
20 62 0.517647058823529;
20 64 0.818181818181818;
20 65 0.563291139240506;
20 69 0.74031007751938;
20 70 0.841954022988506;
20 73 0.85632183908046;
21 22 0.81989247311828;
21 23 0.86697247706422;
21 24 0.852422907488987;
21 25 0.77088948787062;
21 26 0.831797235023041;
21 27 0.832835820895522;
21 28 0.834123222748815;
21 29 0.847272727272727;
21 30 0.843989769820972;
21 32 0.638961038961039;
21 39 0.857142857142857;
21 40 0.870967741935484;
21 41 0.829850746268657;
21 42 0.856115107913669;
21 43 0.838541666666667;
21 44 0.827586206896552;
21 45 0.861904761904762;
21 52 -0.4;
21 58 0.851598173515982;
21 59 0.844236760124611;
21 64 0.828978622327791;
21 65 0.525862068965517;
21 69 0.768194070080862;
21 70 0.846325167037862;
21 73 0.859649122807018;
22 23 0.853300733496333;
22 24 0.832547169811321;
22 25 0.741379310344828;
22 26 0.817518248175182;
22 27 0.812101910828026;
22 28 0.820707070707071;
22 29 0.769565217391304;
22 30 0.825396825396825;
22 32 0.662011173184358;
22 39 0.804878048780488;
22 40 0.862068965517241;
22 41 0.825;
22 42 0.840796019900497;
22 43 0.806539509536785;
22 44 0.815242494226328;
22 45 0.841432225063939;
22 52 -0.3;
22 58 0.822541966426859;
22 59 0.808641975308642;
22 62 0.534772182254197;
22 64 0.841191066997519;
22 65 0.558558558558559;
22 69 0.71608832807571;
22 70 0.82640586797066;
22 73 0.86530612244898;
23 24 0.88;
23 25 0.800486618004866;
23 26 0.855691056910569;
23 27 0.846361185983827;
23 28 0.865096359743041;
23 29 0.849624060150376;
23 30 0.871739130434783;
23 32 0.679287305122494;
23 39 0.860068259385666;
23 40 0.885714285714286;
23 41 0.844574780058651;
23 42 0.884782608695652;
23 43 0.85956416464891;
23 44 0.854651162790698;
23 45 0.879837067209776;
23 52 -0.5625;
23 58 0.874468085106383;
23 59 0.872;
23 62 0.536144578313253;
23 64 0.857749469214437;
23 65 0.608272506082725;
23 69 0.777173913043478;
23 70 0.871690427698574;
23 73 0.869888475836431;
24 25 0.782407407407407;
24 26 0.840864440078585;
24 27 0.824146981627297;
24 28 0.841889117043121;
24 29 0.832727272727273;
24 30 0.860262008733624;
24 32 0.671111111111111;
24 39 0.839721254355401;
24 40 0.878968253968254;
24 41 0.824362606232295;
24 42 0.860655737704918;
24 43 0.834101382488479;
24 44 0.835793357933579;
24 45 0.868312757201646;
24 52 -0.529411764705882;
24 58 0.849173553719008;
24 59 0.846354166666667;
24 62 0.522157996146435;
24 64 0.829317269076305;
24 65 0.586854460093897;
24 69 0.750656167979003;
24 70 0.854651162790698;
24 73 0.864963503649635;
25 26 0.755501222493888;
25 27 0.75;
25 28 0.765700483091787;
25 29 0.725321888412017;
25 30 0.783641160949868;
25 32 0.698952879581152;
25 39 0.721518987341772;
25 40 0.796116504854369;
25 41 0.783606557377049;
25 42 0.778606965174129;
25 43 0.739766081871345;
25 44 0.748299319727891;
25 45 0.792771084337349;
25 52 -0.823529411764706;
25 58 0.764851485148515;
25 59 0.783475783475784;
25 62 0.543735224586288;
25 64 0.751196172248804;
25 65 0.577259475218659;
25 69 0.728125;
25 70 0.775;
25 73 0.786729857819905;
26 27 0.833766233766234;
26 28 0.826552462526767;
26 29 0.81021897810219;
26 30 0.838362068965517;
26 32 0.632183908045977;
26 39 0.850694444444444;
26 40 0.86734693877551;
26 41 0.80952380952381;
26 42 0.857758620689655;
26 43 0.83175355450237;
26 44 0.833652007648184;
26 45 0.851694915254237;
26 52 -0.470588235294118;
26 58 0.836559139784946;
26 59 0.825268817204301;
26 62 0.526209677419355;
26 64 0.830866807610994;
26 65 0.57356608478803;
26 69 0.742547425474255;
26 70 0.843373493975904;
26 73 0.846153846153846;
27 28 0.835227272727273;
27 29 0.813636363636364;
27 30 0.822674418604651;
27 32 0.589905362776025;
27 39 0.803921568627451;
27 40 0.83289817232376;
27 41 0.778947368421053;
27 42 0.828651685393258;
27 43 0.823333333333333;
27 44 0.838961038961039;
27 45 0.837988826815642;
27 58 0.836676217765043;
27 59 0.823728813559322;
27 62 0.540322580645161;
27 64 0.826558265582656;
27 65 0.583606557377049;
27 69 0.741258741258741;
27 70 0.839793281653747;
27 73 0.835820895522388;
28 29 0.809885931558935;
28 30 0.849315068493151;
28 32 0.642335766423358;
28 39 0.830258302583026;
28 40 0.859307359307359;
28 41 0.804804804804805;
28 42 0.845315904139434;
28 43 0.822055137844611;
28 44 0.817269076305221;
28 45 0.858719646799117;
28 52 -0.5;
28 58 0.837053571428571;
28 59 0.836021505376344;
28 62 0.51271186440678;
28 64 0.806593406593407;
28 65 0.588082901554404;
28 69 0.729805013927577;
28 70 0.840248962655602;
28 73 0.866666666666667;
29 30 0.811538461538462;
29 32 0.521008403361345;
29 39 0.84;
29 40 0.844961240310077;
29 41 0.774509803921569;
29 42 0.835249042145594;
29 43 0.822834645669291;
29 44 0.818505338078292;
29 45 0.845283018867925;
29 52 -0.4;
29 58 0.837837837837838;
29 59 0.828326180257511;
29 64 0.783582089552239;
29 65 0.514056224899598;
29 69 0.731277533039648;
29 70 0.829181494661922;
29 73 0.824742268041237;
30 32 0.681592039800995;
30 39 0.83203125;
30 40 0.862612612612613;
30 41 0.831210191082803;
30 42 0.864485981308411;
30 43 0.838196286472148;
30 44 0.830148619957537;
30 45 0.867579908675799;
30 52 -0.5625;
30 58 0.849765258215962;
30 59 0.84180790960452;
30 62 0.549668874172185;
30 64 0.831381733021077;
30 65 0.61878453038674;
30 69 0.752238805970149;
30 70 0.848214285714286;
30 73 0.85823754789272;
31 34 0.552356020942408;
31 35 0.592178770949721;
31 36 -0.358333333333333;
31 37 -0.345454545454545;
31 38 -0.376021798365123;
31 46 -0.336986301369863;
31 47 -0.316923076923077;
31 48 -0.335365853658537;
31 49 -0.331412103746398;
31 50 -0.363896848137536;
31 51 -0.34180790960452;
31 52 -0.882352941176471;
31 54 0.72108843537415;
31 55 0.886178861788618;
31 56 0.858085808580858;
31 57 0.910891089108911;
31 60 -0.321799307958477;
31 61 -0.349570200573066;
31 62 0.767810026385224;
31 63 0.672566371681416;
31 65 0.732307692307692;
31 66 0.75;
31 67 -0.34;
31 68 -0.442408376963351;
31 71 0.863813229571984;
31 72 -0.39367816091954;
31 74 -0.255208333333333;
31 75 -0.312820512820513;
32 39 0.531645569620253;
32 40 0.697459584295612;
32 41 0.722602739726027;
32 42 0.690997566909976;
32 43 0.60989010989011;
32 44 0.644251626898048;
32 45 0.666666666666667;
32 48 -0.237373737373737;
32 52 -0.882352941176471;
32 58 0.686602870813397;
32 59 0.68695652173913;
32 62 0.614864864864865;
32 64 0.636363636363636;
32 65 0.636619718309859;
32 68 -0.287280701754386;
32 69 0.678343949044586;
32 70 0.65675057208238;
32 72 -0.245145631067961;
32 73 0.779220779220779;
33 36 -0.324468085106383;
33 37 -0.366863905325444;
33 38 -0.245614035087719;
33 52 0.666666666666667;
33 60 -0.331395348837209;
34 35 0.779527559055118;
34 36 -0.343511450381679;
34 37 -0.241025641025641;
34 38 -0.348178137651822;
34 46 -0.296015180265655;
34 47 -0.303157894736842;
34 48 -0.318367346938775;
34 49 -0.312138728323699;
34 50 -0.282565130260521;
34 51 -0.302788844621514;
34 52 -0.5625;
34 55 0.519337016574586;
34 56 0.531868131868132;
34 57 0.610223642172524;
34 60 -0.338129496402878;
34 61 -0.316504854368932;
34 63 0.553956834532374;
34 66 0.577922077922078;
34 67 -0.285714285714286;
34 68 -0.334545454545455;
34 72 -0.320717131474104;
34 74 -0.3125;
34 75 -0.338078291814947;
35 36 -0.347280334728033;
35 37 -0.248677248677249;
35 38 -0.353813559322034;
35 46 -0.267223382045929;
35 47 -0.269058295964126;
35 48 -0.295652173913043;
35 49 -0.281183932346723;
35 50 -0.2472647702407;
35 51 -0.275711159737418;
35 52 -0.714285714285714;
35 54 0.519047619047619;
35 55 0.588709677419355;
35 56 0.609223300970874;
35 57 0.702054794520548;
35 60 -0.33252427184466;
35 61 -0.293617021276596;
35 63 0.58974358974359;
35 66 0.638709677419355;
35 67 -0.265895953757225;
35 68 -0.323412698412698;
35 71 0.552447552447552;
35 72 -0.294759825327511;
35 74 -0.321428571428571;
35 75 -0.319327731092437;
36 37 0.955056179775281;
36 38 0.915948275862069;
36 52 0.764705882352941;
36 54 -0.274826789838337;
36 55 -0.385518590998043;
36 56 -0.362586605080831;
36 57 -0.399317406143345;
36 60 0.838461538461538;
36 63 -0.361538461538462;
36 66 -0.311111111111111;
36 71 -0.383802816901408;
36 74 0.904153354632588;
36 75 0.924812030075188;
37 38 0.88622754491018;
37 55 -0.28021978021978;
37 60 0.8;
37 62 -0.312849162011173;
37 63 -0.300970873786408;
37 66 -0.423076923076923;
37 71 -0.427480916030534;
37 73 -1;
38 52 0.928571428571429;
38 54 -0.251798561151079;
38 55 -0.392116182572614;
38 56 -0.367245657568238;
38 57 -0.442028985507246;
38 60 0.869135802469136;
38 63 -0.393501805054152;
38 66 -0.341935483870968;
38 71 -0.40072202166065;
38 74 0.923875432525952;
38 75 0.913385826771654;
39 40 0.843205574912892;
39 41 0.780269058295964;
39 42 0.835766423357664;
39 43 0.823308270676692;
39 44 0.839464882943144;
39 45 0.852739726027397;
39 52 -0.307692307692308;
39 58 0.854092526690391;
39 59 0.822115384615385;
39 64 0.835087719298246;
39 65 0.531835205992509;
39 69 0.740585774058577;
39 70 0.848484848484849;
39 73 0.826388888888889;
40 41 0.832386363636364;
40 42 0.870020964360587;
40 43 0.860294117647059;
40 44 0.864864864864865;
40 45 0.879746835443038;
40 52 -0.5;
40 58 0.878464818763326;
40 59 0.860724233983287;
40 62 0.558943089430894;
40 64 0.85531914893617;
40 65 0.6125;
40 69 0.764383561643836;
40 70 0.874493927125506;
40 73 0.863799283154122;
41 42 0.817663817663818;
41 43 0.791245791245791;
41 44 0.806094182825485;
41 45 0.830815709969788;
41 52 -0.5;
41 58 0.81267217630854;
41 59 0.824175824175824;
41 62 0.560693641618497;
41 64 0.817919075144509;
41 65 0.551094890510949;
41 69 0.754098360655738;
41 70 0.823033707865168;
41 73 0.857894736842105;
42 43 0.844387755102041;
42 44 0.845070422535211;
42 45 0.884187082405345;
42 52 -0.4;
42 58 0.860674157303371;
42 59 0.852777777777778;
42 62 0.539915966386555;
42 64 0.848684210526316;
42 65 0.613989637305699;
42 69 0.744252873563218;
42 70 0.854736842105263;
42 73 0.864963503649635;
43 44 0.829213483146067;
43 45 0.855696202531646;
43 52 -0.307692307692308;
43 58 0.845238095238095;
43 59 0.809836065573771;
43 62 0.514285714285714;
43 64 0.813267813267813;
43 65 0.55858310626703;
43 69 0.736196319018405;
43 70 0.828978622327791;
43 73 0.874418604651163;
44 45 0.85;
44 52 -0.5625;
44 58 0.831325301204819;
44 59 0.811224489795918;
44 62 0.531073446327684;
44 64 0.813861386138614;
44 65 0.569444444444444;
44 69 0.740458015267176;
44 70 0.835849056603774;
44 73 0.855123674911661;
45 52 -0.470588235294118;
45 58 0.870044052863436;
45 59 0.870619946091644;
45 62 0.545081967213115;
45 64 0.842794759825327;
45 65 0.593350383631714;
45 69 0.759206798866855;
45 70 0.861924686192469;
45 73 0.869565217391304;
46 47 0.937915742793792;
46 48 0.930232558139535;
46 49 0.925553319919517;
46 50 0.886075949367089;
46 51 0.917547568710359;
46 52 0.941176470588235;
46 53 0.529045643153527;
46 54 -0.370454545454545;
46 55 -0.395348837209302;
46 56 -0.440835266821346;
46 57 -0.381443298969072;
46 61 0.930753564154786;
46 63 -0.266409266409266;
46 65 -0.25;
46 66 -0.26;
46 67 0.939209726443769;
46 68 0.683301343570058;
46 71 -0.307692307692308;
46 72 0.684759916492693;
46 75 0.501901140684411;
47 48 0.927230046948357;
47 49 0.923423423423423;
47 50 0.876456876456876;
47 51 0.907692307692308;
47 52 1;
47 53 0.557603686635945;
47 54 -0.357142857142857;
47 55 -0.379014989293362;
47 56 -0.453846153846154;
47 57 -0.411347517730496;
47 61 0.919565217391304;
47 63 -0.279661016949153;
47 66 -0.365671641791045;
47 67 0.913461538461538;
47 68 0.667364016736402;
47 71 -0.33969465648855;
47 72 0.660508083140878;
48 49 0.898706896551724;
48 50 0.869662921348315;
48 51 0.915137614678899;
48 52 0.941176470588235;
48 53 0.526315789473684;
48 54 -0.35;
48 55 -0.397089397089397;
48 56 -0.418546365914787;
48 57 -0.378472222222222;
48 61 0.920940170940171;
48 63 -0.307392996108949;
48 65 -0.283208020050125;
48 66 -0.242857142857143;
48 67 0.937685459940653;
48 68 0.67827868852459;
48 71 -0.308510638297872;
48 72 0.68903803131991;
48 75 0.512396694214876;
49 50 0.873417721518987;
49 51 0.927350427350427;
49 52 0.866666666666667;
49 53 0.514038876889849;
49 54 -0.356818181818182;
49 55 -0.387351778656126;
49 56 -0.426573426573427;
49 57 -0.384126984126984;
49 61 0.927835051546392;
49 63 -0.298892988929889;
49 66 -0.292993630573248;
49 67 0.928571428571429;
49 68 0.645224171539961;
49 71 -0.303630363036304;
