n = 59
7 44 0.943952802359882;
7 45 0.955621301775148;
7 46 0.984848484848485;
7 47 0.958860759493671;
7 48 0.703971119133574;
7 49 0.688135593220339;
7 50 0.981308411214953;
7 51 0.996644295302013;
7 52 0.76271186440678;
7 53 0.67175572519084;
7 54 0.988326848249027;
7 55 0.704280155642023;
7 56 0.675889328063241;
7 57 1;
8 10 0.591121495327103;
8 12 0.69833729216152;
8 13 0.695121951219512;
8 14 0.637362637362637;
8 15 0.716346153846154;
8 16 0.727272727272727;
8 17 0.713253012048193;
8 18 0.636363636363636;
8 19 0.720867208672087;
8 20 0.702576112412178;
8 21 0.758823529411765;
8 22 0.687350835322196;
8 23 0.681286549707602;
8 24 0.691176470588235;
8 25 0.708661417322835;
8 26 0.713286713286713;
8 27 0.749354005167959;
8 28 0.704433497536946;
8 29 0.936061381074169;
8 30 0.997685185185185;
8 32 0.543333333333333;
8 33 0.659340659340659;
8 34 0.728426395939086;
8 35 0.731903485254692;
8 36 0.993212669683258;
8 37 0.997481108312343;
8 38 0.951456310679612;
8 39 0.93015873015873;
8 40 0.915254237288136;
8 41 0.939698492462312;
8 43 0.719602977667494;
8 44 0.943438914027149;
8 45 0.951834862385321;
8 46 0.987684729064039;
8 47 0.948655256723716;
8 48 0.729442970822281;
8 49 0.697435897435897;
8 50 0.98;
8 51 0.9921875;
8 52 0.777777777777778;
8 53 0.661631419939577;
8 54 0.984326018808777;
8 55 0.714285714285714;
8 56 0.706666666666667;
8 57 0.993710691823899;
9 42 0.951807228915663;
9 52 -0.1875;
9 58 0.96551724137931;
10 11 0.55050505050505;
10 12 0.560975609756098;
10 13 0.581218274111675;
10 15 0.574938574938575;
10 16 0.58356940509915;
10 17 0.557213930348259;
10 19 0.652777777777778;
10 20 0.552631578947368;
10 22 0.567567567567568;
10 23 0.605421686746988;
10 25 0.622282608695652;
10 26 0.571428571428571;
10 27 0.576719576719577;
10 28 0.559493670886076;
10 29 0.556430446194226;
10 30 0.596698113207547;
10 34 0.597938144329897;
10 35 0.602179836512262;
10 36 0.582750582750583;
10 37 0.643229166666667;
10 38 0.551122194513716;
10 39 0.560260586319218;
10 43 0.599489795918367;
10 44 0.597674418604651;
10 45 0.573809523809524;
10 46 0.590909090909091;
10 47 0.568527918781726;
10 49 0.581333333333333;
10 51 0.635883905013193;
10 52 0.571428571428571;
10 53 0.599378881987578;
10 54 0.607594936708861;
10 55 0.572784810126582;
10 56 0.579124579124579;
10 57 0.627388535031847;
11 21 0.542168674698795;
11 24 0.593220338983051;
11 52 0.571428571428571;
11 58 -0.211111111111111;
12 13 0.979328165374677;
12 14 0.797101449275362;
12 15 0.944723618090452;
12 16 0.902298850574713;
12 17 0.951456310679612;
12 18 0.913294797687861;
12 19 0.954545454545455;
12 20 0.931540342298289;
12 21 0.942528735632184;
12 22 0.932853717026379;
12 23 0.919753086419753;
12 24 0.822222222222222;
12 25 0.972375690607735;
12 26 0.9559902200489;
12 27 0.978260869565217;
12 28 0.948453608247423;
12 29 0.640957446808511;
12 30 0.702898550724638;
12 33 0.9002849002849;
12 34 0.968;
12 35 0.933333333333333;
12 36 0.685579196217494;
12 37 0.67989417989418;
12 38 0.67005076142132;
12 39 0.71043771043771;
12 40 0.643939393939394;
12 41 0.678851174934726;
12 43 0.917312661498708;
12 44 0.66193853427896;
12 45 0.682808716707022;
12 46 0.68733850129199;
12 47 0.702842377260982;
12 48 0.939393939393939;
12 49 0.945652173913043;
12 50 0.679738562091503;
12 51 0.707650273224044;
12 52 1;
12 53 0.884498480243161;
12 54 0.69969040247678;
12 55 0.993808049535604;
12 56 0.993421052631579;
12 57 0.688473520249221;
12 58 -0.336842105263158;
13 14 0.972972972972973;
13 15 0.974358974358974;
13 16 0.930232558139535;
13 17 0.964102564102564;
13 18 0.925287356321839;
13 19 0.953890489913545;
13 20 0.945679012345679;
13 21 0.986577181208054;
13 22 0.939086294416244;
13 23 0.961414790996785;
13 24 1;
13 25 0.994350282485876;
13 26 0.984771573604061;
13 27 1;
13 28 0.958115183246073;
13 29 0.635097493036212;
13 30 0.706030150753769;
13 33 0.903508771929825;
13 34 0.983379501385042;
13 35 0.970845481049563;
13 36 0.688725490196078;
13 37 0.686648501362398;
13 38 0.68503937007874;
13 39 0.718213058419244;
13 40 0.646310432569975;
13 41 0.691056910569106;
13 43 0.936170212765957;
13 44 0.670731707317073;
13 45 0.687192118226601;
13 46 0.698666666666667;
13 47 0.716883116883117;
13 48 0.965217391304348;
13 49 0.978609625668449;
13 50 0.666666666666667;
13 51 0.720867208672087;
13 52 1;
13 53 0.88125;
13 54 0.699029126213592;
13 55 0.993589743589744;
13 56 0.993150684931507;
13 57 0.688311688311688;
13 58 -0.317647058823529;
14 15 0.810810810810811;
14 16 0.972972972972973;
14 17 0.945205479452055;
14 18 0.813333333333333;
14 19 0.829268292682927;
14 20 0.951219512195122;
14 21 1;
14 22 0.813333333333333;
14 23 0.929411764705882;
14 24 0.9375;
14 25 0.925925925925926;
14 26 0.974683544303797;
14 27 1;
14 28 0.902439024390244;
14 29 0.588235294117647;
14 30 0.658823529411765;
14 33 0.676056338028169;
14 34 0.835616438356164;
14 35 0.963636363636364;
14 36 0.629213483146067;
14 37 0.625;
14 38 0.623529411764706;
14 39 0.616279069767442;
14 40 0.628205128205128;
14 41 0.625;
14 43 0.926829268292683;
14 44 0.629213483146067;
14 45 0.593406593406593;
14 46 0.6375;
14 47 0.657534246575342;
14 48 0.948051948051948;
14 49 0.949367088607595;
14 50 0.666666666666667;
14 51 0.805555555555556;
14 52 1;
14 53 1;
14 54 1;
15 16 0.879310344827586;
15 17 0.923469387755102;
15 18 0.885386819484241;
15 19 0.931623931623932;
15 20 0.921951219512195;
15 21 0.925465838509317;
15 22 0.908860759493671;
15 23 0.912772585669782;
15 24 0.923076923076923;
15 25 0.94550408719346;
15 26 0.950617283950617;
15 27 0.951871657754011;
15 28 0.913265306122449;
15 29 0.665768194070081;
15 30 0.731051344743276;
15 33 0.889204545454545;
15 34 0.962264150943396;
15 35 0.933333333333333;
15 36 0.712918660287081;
15 37 0.705882352941177;
15 38 0.704834605597964;
15 39 0.756756756756757;
15 40 0.674185463659148;
15 41 0.710875331564987;
15 43 0.917312661498708;
15 44 0.688995215311005;
15 45 0.702439024390244;
15 46 0.718670076726343;
15 47 0.728900255754476;
15 48 0.916666666666667;
15 49 0.951871657754011;
15 50 0.707142857142857;
15 51 0.733333333333333;
15 52 0.948717948717949;
15 53 0.882716049382716;
15 54 0.720125786163522;
15 55 0.993690851735016;
15 56 0.973509933774834;
15 57 0.708860759493671;
15 58 -0.302083333333333;
16 17 0.935294117647059;
16 18 0.841269841269841;
16 19 0.912772585669782;
16 20 0.922651933701657;
16 21 0.876923076923077;
16 22 0.87719298245614;
16 23 0.932432432432432;
16 24 0.888888888888889;
16 25 0.954983922829582;
16 26 0.914285714285714;
16 27 0.944272445820433;
16 28 0.906976744186046;
16 29 0.651234567901235;
16 30 0.726760563380282;
16 33 0.803986710963455;
16 34 0.884393063583815;
16 35 0.888888888888889;
16 36 0.706043956043956;
16 37 0.730650154798762;
16 38 0.702623906705539;
16 39 0.695817490494297;
16 40 0.663841807909605;
16 41 0.705382436260623;
16 43 0.869318181818182;
16 44 0.684931506849315;
16 45 0.714681440443213;
16 46 0.719033232628399;
16 47 0.731563421828909;
16 48 0.904761904761905;
16 49 0.911504424778761;
16 50 0.64367816091954;
16 51 0.738170347003155;
16 52 0.835294117647059;
16 53 0.877697841726619;
16 54 0.707407407407407;
16 55 0.919413919413919;
16 56 0.968503937007874;
16 57 0.707142857142857;
16 58 -0.194444444444444;
17 18 0.896551724137931;
17 19 0.930232558139535;
17 20 0.970223325062035;
17 21 0.987730061349693;
17 22 0.913875598086124;
17 23 0.924290220820189;
17 24 0.92156862745098;
17 25 0.966386554621849;
17 26 0.945409429280397;
17 27 0.994459833795014;
17 28 0.931937172774869;
17 29 0.652054794520548;
17 30 0.716049382716049;
17 33 0.863372093023256;
17 34 0.924119241192412;
17 35 0.913544668587896;
17 36 0.699519230769231;
17 37 0.697860962566845;
17 38 0.683937823834197;
17 39 0.710344827586207;
17 40 0.657216494845361;
17 41 0.699468085106383;
17 43 0.921052631578947;
17 44 0.680288461538462;
17 45 0.697788697788698;
17 46 0.713910761154856;
17 47 0.714659685863874;
17 48 0.96;
17 49 0.940700808625337;
17 50 0.659722222222222;
17 51 0.714681440443213;
17 52 1;
17 53 0.84375;
17 54 0.696485623003195;
17 55 0.955128205128205;
17 56 0.965870307167236;
17 57 0.691318327974277;
17 58 -0.337209302325581;
18 19 0.887788778877888;
18 20 0.895027624309392;
18 21 0.907692307692308;
18 22 0.862857142857143;
18 23 0.866197183098592;
18 24 0.8;
18 25 0.909967845659164;
18 26 0.905292479108635;
18 27 0.925465838509317;
18 28 0.894150417827298;
18 29 0.595238095238095;
18 30 0.634349030470914;
18 33 0.831683168316832;
18 34 0.927272727272727;
18 35 0.888888888888889;
18 36 0.623978201634877;
18 37 0.607476635514019;
18 38 0.628808864265928;
18 39 0.658181818181818;
18 40 0.619318181818182;
18 41 0.636636636636637;
18 43 0.892215568862275;
18 44 0.594520547945205;
18 45 0.630853994490358;
18 46 0.627627627627628;
18 47 0.641176470588235;
18 48 0.875389408099688;
18 49 0.898203592814371;
18 50 0.596330275229358;
18 51 0.654320987654321;
18 52 1;
18 53 0.819444444444444;
18 54 0.63859649122807;
18 55 0.921985815602837;
18 56 0.939622641509434;
18 57 0.63573883161512;
18 58 -0.353658536585366;
19 20 0.918256130790191;
19 21 0.90625;
19 22 0.959770114942529;
19 23 0.921450151057402;
19 24 0.96551724137931;
19 25 0.955056179775281;
19 26 0.943977591036415;
19 27 0.968553459119497;
19 28 0.947826086956522;
19 29 0.657407407407407;
19 30 0.726519337016575;
19 33 0.840390879478827;
19 34 0.953488372093023;
19 35 0.933130699088146;
19 36 0.706989247311828;
19 37 0.709239130434783;
19 38 0.714285714285714;
19 39 0.748091603053435;
19 40 0.662952646239554;
19 41 0.70028818443804;
19 43 0.905555555555556;
19 44 0.686327077747989;
19 45 0.699724517906336;
19 46 0.712166172106825;
19 47 0.733137829912023;
19 48 0.92332268370607;
19 49 0.935672514619883;
19 50 0.709677419354839;
19 51 0.726993865030675;
19 52 1;
19 53 0.896296296296296;
19 54 0.723484848484849;
19 55 0.992452830188679;
19 56 0.984732824427481;
19 57 0.703422053231939;
19 58 -0.203703703703704;
20 21 0.976744186046512;
20 22 0.896551724137931;
20 23 0.92814371257485;
20 24 0.929824561403509;
20 25 0.941018766756032;
20 26 0.937349397590361;
20 27 0.968;
20 28 0.915841584158416;
20 29 0.657068062827225;
20 30 0.706443914081146;
20 33 0.841666666666667;
20 34 0.926892950391645;
20 35 0.900277008310249;
20 36 0.68997668997669;
20 37 0.68298969072165;
20 38 0.691542288557214;
20 39 0.712460063897764;
20 40 0.660975609756098;
20 41 0.704663212435233;
20 43 0.919799498746867;
20 44 0.675990675990676;
20 45 0.706161137440758;
20 46 0.69949494949495;
20 47 0.71608040201005;
20 48 0.923287671232877;
20 49 0.9375;
20 50 0.682432432432432;
20 51 0.714659685863874;
20 52 0.966942148760331;
20 53 0.835866261398176;
20 54 0.705882352941177;
20 55 0.962732919254658;
20 56 0.960526315789474;
20 57 0.700934579439252;
20 58 -0.315789473684211;
21 22 0.904191616766467;
21 23 0.979166666666667;
21 24 0.909090909090909;
21 25 0.984375;
21 26 0.988095238095238;
21 27 0.987012987012987;
21 28 0.936708860759494;
21 29 0.723404255319149;
21 30 0.739884393063584;
21 33 0.875;
21 34 0.945578231292517;
21 35 0.91304347826087;
21 36 0.728323699421965;
21 37 0.71969696969697;
21 38 0.690322580645161;
21 39 0.804347826086957;
21 40 0.70625;
21 41 0.707792207792208;
21 43 1;
21 44 0.670520231213873;
21 45 0.747058823529412;
21 46 0.722972972972973;
21 47 0.745341614906832;
21 48 0.924812030075188;
21 49 1;
21 50 0.788135593220339;
21 51 0.77536231884058;
21 52 0.982905982905983;
21 53 0.876106194690266;
21 54 0.743589743589744;
21 55 1;
21 56 1;
21 57 0.714285714285714;
21 58 -0.308510638297872;
22 23 0.906832298136646;
22 24 0.96078431372549;
22 25 0.933518005540166;
22 26 0.936117936117936;
22 27 0.939890710382514;
22 28 0.912144702842377;
22 29 0.636118598382749;
22 30 0.690997566909976;
22 33 0.836676217765043;
22 34 0.946380697050938;
22 35 0.9375;
22 36 0.673809523809524;
22 37 0.663129973474801;
22 38 0.667519181585678;
22 39 0.700680272108844;
22 40 0.645408163265306;
22 41 0.68241469816273;
22 43 0.890909090909091;
22 44 0.661137440758294;
22 45 0.681265206812652;
22 46 0.680519480519481;
22 47 0.706493506493507;
22 48 0.938202247191011;
22 49 0.941176470588235;
22 50 0.636986301369863;
22 51 0.694214876033058;
22 52 0.946902654867257;
22 53 0.856697819314642;
22 54 0.704761904761905;
22 55 0.974522292993631;
22 56 0.966101694915254;
22 57 0.674121405750799;
22 58 -0.298850574712644;
23 24 0.9375;
23 25 0.957055214723926;
23 26 0.93993993993994;
23 27 0.973509933774834;
23 28 0.923076923076923;
23 29 0.618296529968454;
23 30 0.68562874251497;
23 33 0.805147058823529;
23 34 0.944272445820433;
23 35 0.905723905723906;
23 36 0.673410404624277;
23 37 0.669590643274854;
23 38 0.675;
23 39 0.683760683760684;
23 40 0.626139817629179;
23 41 0.668674698795181;
23 43 0.908814589665654;
23 44 0.647230320699708;
23 45 0.692537313432836;
23 46 0.677710843373494;
23 47 0.729641693811075;
23 48 0.932203389830508;
23 49 0.941558441558442;
23 50 0.607594936708861;
23 51 0.704861111111111;
23 52 1;
23 53 0.85531914893617;
23 54 0.716157205240175;
23 55 0.965367965367965;
23 56 0.955752212389381;
23 57 0.708333333333333;
23 58 -0.264705882352941;
24 25 0.927272727272727;
24 26 0.9;
24 27 0.96078431372549;
24 28 0.892857142857143;
24 29 0.634920634920635;
24 30 0.721311475409836;
24 33 0.695652173913043;
24 34 0.823529411764706;
24 35 1;
24 36 0.686567164179104;
24 37 0.681818181818182;
24 38 0.65625;
24 39 0.65;
24 40 0.672413793103448;
24 41 0.645161290322581;
24 43 0.898305084745763;
24 44 0.686567164179104;
24 45 0.611940298507463;
24 46 0.706896551724138;
24 47 0.693877551020408;
24 48 0.963636363636364;
24 49 0.927272727272727;
24 51 0.758620689655172;
24 52 1;
24 53 1;
24 54 1;
25 26 0.973190348525469;
25 27 0.994029850746269;
25 28 0.966292134831461;
25 29 0.638805970149254;
25 30 0.713903743315508;
25 33 0.877742946708464;
25 34 0.970238095238095;
25 35 0.93730407523511;
25 36 0.693717277486911;
25 37 0.697368421052632;
25 38 0.685393258426966;
25 39 0.722846441947566;
25 40 0.649171270718232;
25 41 0.705882352941177;
25 43 0.932203389830508;
25 44 0.672774869109948;
25 45 0.697860962566845;
25 46 0.704225352112676;
25 47 0.717086834733894;
25 48 0.944272445820433;
25 49 0.969879518072289;
25 50 0.644230769230769;
25 51 0.724852071005917;
25 52 1;
25 53 0.915194346289753;
25 54 0.700361010830325;
25 55 1;
25 56 0.992647058823529;
25 57 0.688405797101449;
25 58 -0.181818181818182;
26 27 0.984;
26 28 0.939240506329114;
26 29 0.654353562005277;
26 30 0.705188679245283;
26 33 0.879213483146067;
26 34 0.96875;
26 35 0.933884297520661;
26 36 0.700696055684455;
26 37 0.691709844559586;
26 38 0.687344913151365;
26 39 0.730263157894737;
26 40 0.660049627791563;
26 41 0.709844559585492;
26 43 0.928388746803069;
26 44 0.675990675990676;
26 45 0.708830548926014;
26 46 0.70959595959596;
26 47 0.727735368956743;
26 48 0.940540540540541;
26 49 0.973190348525469;
26 50 0.690789473684211;
26 51 0.731070496083551;
26 52 0.983333333333333;
26 53 0.871165644171779;
26 54 0.710280373831776;
26 55 0.993710691823899;
26 56 0.986622073578595;
26 57 0.697160883280757;
26 58 -0.315789473684211;
27 28 0.966292134831461;
27 29 0.680351906158358;
27 30 0.75130890052356;
27 33 0.886503067484663;
27 34 0.971988795518207;
27 35 0.944615384615385;
27 36 0.734536082474227;
27 37 0.73546511627907;
27 38 0.722222222222222;
27 39 0.736654804270463;
27 40 0.706043956043956;
27 41 0.746478873239437;
27 43 0.943181818181818;
27 44 0.709511568123393;
27 45 0.75197889182058;
27 46 0.740437158469945;
27 47 0.75414364640884;
27 48 0.965317919075145;
27 49 0.976261127596439;
27 50 0.669230769230769;
27 51 0.759420289855072;
27 52 1;
27 53 0.868965517241379;
27 54 0.725352112676056;
27 55 0.992982456140351;
27 56 0.992565055762082;
27 57 0.73469387755102;
27 58 -0.319148936170213;
28 29 0.644562334217507;
28 30 0.709273182957393;
28 33 0.857971014492754;
28 34 0.950276243093923;
28 35 0.92507204610951;
28 36 0.691176470588235;
28 37 0.688524590163934;
28 38 0.690773067331671;
28 39 0.725806451612903;
28 40 0.656410256410256;
28 41 0.684065934065934;
28 43 0.893617021276596;
28 44 0.676470588235294;
28 45 0.684729064039409;
28 46 0.695187165775401;
28 47 0.715789473684211;
28 48 0.919308357348703;
28 49 0.93972602739726;
28 50 0.659259259259259;
28 51 0.716666666666667;
28 52 0.966942148760331;
28 53 0.858024691358025;
28 54 0.70125786163522;
28 55 0.95583596214511;
28 56 0.959731543624161;
28 57 0.689873417721519;
28 58 -0.336842105263158;
29 30 0.94025974025974;
29 33 0.626168224299065;
29 34 0.667630057803468;
29 35 0.679525222551929;
29 36 0.936224489795918;
29 37 0.928571428571429;
29 38 0.911227154046997;
29 39 0.916107382550336;
29 40 0.877717391304348;
29 41 0.909090909090909;
29 43 0.663888888888889;
29 44 0.901015228426396;
29 45 0.925831202046036;
29 46 0.934210526315789;
29 47 0.904109589041096;
29 48 0.671641791044776;
29 49 0.654970760233918;
29 50 0.97037037037037;
29 51 0.931547619047619;
29 52 0.731958762886598;
29 53 0.599337748344371;
29 54 0.922297297297297;
29 55 0.674576271186441;
29 56 0.647482014388489;
29 57 0.931972789115646;
29 58 -0.175675675675676;
30 33 0.682451253481894;
30 34 0.733160621761658;
30 35 0.742465753424657;
30 36 0.993071593533487;
30 37 0.997422680412371;
30 38 0.950617283950617;
30 39 0.935483870967742;
30 40 0.91358024691358;
30 41 0.938303341902314;
30 43 0.72544080604534;
30 44 0.942396313364055;
30 45 0.955188679245283;
30 46 0.987531172069825;
30 47 0.947103274559194;
30 48 0.723404255319149;
30 49 0.715789473684211;
30 50 0.980519480519481;
30 51 0.992146596858639;
30 52 0.752066115702479;
30 53 0.667692307692308;
30 54 0.987421383647799;
30 55 0.724137931034483;
30 56 0.705685618729097;
30 57 0.993690851735016;
31 42 0.641509433962264;
32 41 0.555555555555556;
32 45 0.542087542087542;
32 50 0.623287671232877;
32 52 0.56198347107438;
32 54 0.628019323671498;
32 57 0.651741293532338;
33 34 0.894736842105263;
33 35 0.888524590163934;
33 36 0.656675749318801;
33 37 0.648148148148148;
33 38 0.639296187683284;
33 39 0.68705035971223;
33 40 0.621776504297994;
33 41 0.660493827160494;
33 43 0.836309523809524;
33 44 0.618528610354223;
33 45 0.655555555555556;
33 46 0.657817109144543;
33 47 0.671469740634006;
33 48 0.849358974358974;
33 49 0.885448916408669;
33 50 0.73943661971831;
33 51 0.709480122324159;
33 52 0.949152542372881;
33 53 0.812274368231047;
33 54 0.680147058823529;
33 55 0.940959409594096;
33 56 0.928571428571429;
33 57 0.66789667896679;
