n = 59
14 15 0.989189189189189;
14 16 0.946666666666667;
14 17 0.989071038251366;
14 18 0.956756756756757;
14 19 0.934782608695652;
14 20 0.979899497487437;
14 21 0.985611510791367;
14 22 0.979695431472081;
14 23 0.97752808988764;
14 24 0.963414634146341;
14 25 0.965174129353234;
14 26 0.965909090909091;
14 27 0.946236559139785;
14 28 0.946308724832215;
14 31 -0.261682242990654;
14 33 0.929032258064516;
14 34 0.97752808988764;
14 35 0.976744186046512;
14 43 0.956043956043956;
14 48 0.947089947089947;
14 49 0.977401129943503;
14 52 1;
14 54 -1;
15 16 0.954177897574124;
15 17 0.97799511002445;
15 18 0.963483146067416;
15 19 0.968674698795181;
15 20 0.988738738738739;
15 21 0.981530343007916;
15 22 0.988662131519274;
15 23 0.976623376623377;
15 24 0.986394557823129;
15 25 0.973033707865169;
15 26 0.978922716627635;
15 27 0.982843137254902;
15 28 0.956632653061224;
15 31 -0.266891891891892;
15 33 0.961340206185567;
15 34 0.976133651551313;
15 35 0.967455621301775;
15 43 0.974117647058824;
15 48 0.982673267326733;
15 49 0.973300970873786;
15 52 0.979838709677419;
15 53 0.915322580645161;
15 55 0.985981308411215;
15 56 0.96969696969697;
16 17 0.950859950859951;
16 18 0.92817679558011;
16 19 0.940054495912807;
16 20 0.961904761904762;
16 21 0.972067039106145;
16 22 0.955773955773956;
16 23 0.952095808383233;
16 24 0.915254237288136;
16 25 0.952380952380952;
16 26 0.942992874109264;
16 27 0.950124688279302;
16 28 0.93483709273183;
16 31 -0.24187725631769;
16 33 0.926630434782609;
16 34 0.965601965601966;
16 35 0.929032258064516;
16 43 0.948717948717949;
16 48 0.944723618090452;
16 49 0.96100278551532;
16 52 0.961089494163424;
16 53 0.91726618705036;
16 55 0.965957446808511;
16 56 0.952830188679245;
17 18 0.93984962406015;
17 19 0.975247524752475;
17 20 0.978165938864629;
17 21 0.979220779220779;
17 22 0.982905982905983;
17 23 0.983606557377049;
17 24 1;
17 25 0.967248908296943;
17 26 0.978021978021978;
17 27 0.967889908256881;
17 28 0.95609756097561;
17 31 -0.259016393442623;
17 33 0.953316953316953;
17 34 0.982062780269058;
17 35 0.959183673469388;
17 43 0.955710955710956;
17 48 0.972350230414747;
17 49 0.980629539951574;
17 52 0.96969696969697;
17 53 0.93448275862069;
17 55 0.983539094650206;
17 56 0.963302752293578;
18 19 0.940540540540541;
18 20 0.957345971563981;
18 21 0.94269340974212;
18 22 0.95260663507109;
18 23 0.952662721893491;
18 24 0.961038961038961;
18 25 0.935560859188544;
18 26 0.933491686460808;
18 27 0.93;
18 28 0.916883116883117;
18 33 0.913157894736842;
18 34 0.966019417475728;
18 35 0.91812865497076;
18 43 0.961636828644501;
18 48 0.935483870967742;
18 49 0.941952506596306;
18 52 0.934272300469484;
18 53 0.919642857142857;
18 55 0.930434782608696;
18 56 0.924882629107981;
18 57 0.652631578947368;
19 20 0.973799126637555;
19 21 0.978947368421053;
19 22 0.977426636568849;
19 23 0.960099750623441;
19 24 0.987421383647799;
19 25 0.967248908296943;
19 26 0.963386727688787;
19 27 0.966426858513189;
19 28 0.964646464646465;
19 31 -0.261290322580645;
19 33 0.943734015345269;
19 34 0.966426858513189;
19 35 0.948717948717949;
19 43 0.969976905311778;
19 48 0.965174129353234;
19 49 0.966745843230404;
19 52 0.984;
19 53 0.928853754940711;
19 55 0.990566037735849;
19 56 0.967741935483871;
20 21 0.990453460620525;
20 22 0.988023952095808;
20 23 0.981176470588235;
20 24 0.987577639751553;
20 25 0.98238747553816;
20 26 0.975757575757576;
20 27 0.983228511530398;
20 28 0.969162995594714;
20 31 -0.266666666666667;
20 33 0.95353982300885;
20 34 0.974842767295597;
20 35 0.959079283887468;
20 43 0.968814968814969;
20 48 0.982646420824295;
20 49 0.986425339366516;
20 52 0.979452054794521;
20 53 0.910958904109589;
20 55 0.98443579766537;
20 56 0.96551724137931;
21 22 0.985542168674699;
21 23 0.982300884955752;
21 24 0.983606557377049;
21 25 0.983293556085919;
21 26 0.975609756097561;
21 27 0.98974358974359;
21 28 0.968586387434555;
21 31 -0.261648745519713;
21 33 0.967654986522911;
21 34 0.980487804878049;
21 35 0.951219512195122;
21 43 0.968292682926829;
21 48 0.984536082474227;
21 49 0.984168865435356;
21 52 0.984615384615385;
21 53 0.918518518518519;
21 55 0.991150442477876;
21 56 0.97;
22 23 0.980722891566265;
22 24 0.987341772151899;
22 25 0.97808764940239;
22 26 0.979550102249489;
22 27 0.978586723768737;
22 28 0.968253968253968;
22 31 -0.25;
22 33 0.957013574660634;
22 34 0.982978723404255;
22 35 0.962864721485411;
22 43 0.963675213675214;
22 48 0.987041036717063;
22 49 0.977924944812362;
22 52 0.99290780141844;
22 53 0.935714285714286;
22 55 1;
22 56 0.981981981981982;
23 24 0.986013986013986;
23 25 0.965197215777262;
23 26 0.976635514018692;
23 27 0.964194373401535;
23 28 0.944289693593315;
23 31 -0.24;
23 33 0.93979057591623;
23 34 0.974619289340102;
23 35 0.961904761904762;
23 43 0.982097186700767;
23 48 0.96816976127321;
23 49 0.973958333333333;
23 52 0.963800904977376;
23 53 0.918552036199095;
23 55 0.968085106382979;
23 56 0.950617283950617;
24 25 0.981481481481482;
24 26 0.971631205673759;
24 27 0.96078431372549;
24 28 1;
24 31 -0.223529411764706;
24 33 0.915254237288136;
24 34 0.986301369863014;
24 35 0.972789115646258;
24 43 0.973856209150327;
24 48 0.96078431372549;
24 49 0.986486486486487;
25 26 0.965587044534413;
25 27 0.972573839662447;
25 28 0.984375;
25 31 -0.256906077348066;
25 33 0.942477876106195;
25 34 0.96421052631579;
25 35 0.94559585492228;
25 43 0.962577962577963;
25 48 0.971861471861472;
25 49 0.970588235294118;
25 52 0.972027972027972;
25 53 0.901408450704225;
25 55 0.975903614457831;
25 56 0.990950226244344;
26 27 0.970338983050847;
26 28 0.951002227171492;
26 31 -0.223188405797101;
26 33 0.948775055679287;
26 34 0.974683544303797;
26 35 0.956873315363881;
26 43 0.959227467811159;
26 48 0.965591397849462;
26 49 0.972027972027972;
26 52 0.973063973063973;
26 53 0.928571428571429;
26 55 0.978021978021978;
26 56 0.959016393442623;
27 28 0.962529274004684;
27 31 -0.227011494252874;
27 33 0.944174757281553;
27 34 0.96943231441048;
27 35 0.972067039106145;
27 43 0.957207207207207;
27 48 0.968397291196388;
27 49 0.975369458128079;
27 52 0.992481203007519;
27 53 0.914893617021277;
27 55 0.992063492063492;
27 56 0.973799126637555;
28 31 -0.244444444444444;
28 33 0.923645320197044;
28 34 0.94954128440367;
28 35 0.933933933933934;
28 43 0.945882352941177;
28 48 0.953379953379953;
28 49 0.964646464646465;
28 52 0.957446808510638;
28 53 0.89041095890411;
28 55 0.961685823754789;
28 56 0.982978723404255;
29 30 0.968571428571429;
29 32 0.70126582278481;
29 36 0.954545454545455;
29 37 0.965616045845272;
29 38 0.959239130434783;
29 39 0.909090909090909;
29 40 0.973293768545994;
29 41 0.971988795518207;
29 44 0.93732970027248;
29 45 0.956403269754768;
29 46 0.963687150837989;
29 47 0.967836257309941;
29 50 0.940972222222222;
29 51 0.95859872611465;
29 54 0.915492957746479;
29 57 0.956989247311828;
29 58 0.74390243902439;
30 32 0.720977596741344;
30 36 0.948514851485148;
30 37 0.96421052631579;
30 38 0.960187353629977;
30 39 0.907894736842105;
30 40 0.966216216216216;
30 41 0.954441913439636;
30 44 0.939330543933054;
30 45 0.95;
30 46 0.951476793248945;
30 47 0.949450549450549;
30 50 0.956756756756757;
30 51 0.954545454545455;
30 54 0.95;
30 57 0.950191570881226;
31 33 -0.212218649517685;
31 34 -0.218068535825545;
31 43 -0.271341463414634;
31 48 -0.2782874617737;
31 49 -0.219178082191781;
31 52 -0.258474576271186;
32 36 0.707930367504836;
32 37 0.715746421267894;
32 38 0.737885462555066;
32 39 0.742857142857143;
32 40 0.711496746203905;
32 41 0.724576271186441;
32 42 0.653658536585366;
32 44 0.68958742632613;
32 45 0.72244094488189;
32 46 0.712525667351129;
32 47 0.739130434782609;
32 50 0.699208443271768;
32 51 0.730853391684901;
32 54 0.80078125;
32 57 0.849624060150376;
32 58 0.669230769230769;
33 34 0.954976303317536;
33 35 0.934131736526946;
33 43 0.945368171021378;
33 48 0.959036144578313;
33 49 0.954314720812183;
33 52 0.970802919708029;
33 53 0.907407407407407;
33 55 0.975103734439834;
33 56 0.955357142857143;
34 35 0.950549450549451;
34 43 0.959227467811159;
34 48 0.964989059080963;
34 49 0.966981132075472;
34 52 0.970260223048327;
34 53 0.908771929824561;
34 55 0.97609561752988;
34 56 0.964757709251101;
35 43 0.927613941018767;
35 48 0.948126801152738;
35 49 0.945454545454545;
35 52 0.947368421052632;
35 53 0.865671641791045;
35 55 0.950248756218905;
35 56 0.922222222222222;
36 37 0.968127490039841;
36 38 0.946784922394678;
36 39 0.908333333333333;
36 40 0.954048140043764;
36 41 0.941304347826087;
36 44 0.930555555555556;
36 45 0.94047619047619;
36 46 0.934;
36 47 0.932914046121593;
36 50 0.946808510638298;
36 51 0.945054945054945;
36 54 0.971774193548387;
36 57 0.955223880597015;
36 58 0.689922480620155;
37 38 0.960648148148148;
37 39 0.920704845814978;
37 40 0.970454545454545;
37 41 0.958620689655172;
37 44 0.945833333333333;
37 45 0.951680672268908;
37 46 0.954356846473029;
37 47 0.948545861297539;
37 50 0.963687150837989;
37 51 0.95632183908046;
37 54 0.964444444444444;
37 57 0.967611336032389;
38 39 0.909952606635071;
38 40 0.9675;
38 41 0.954545454545455;
38 44 0.930337078651685;
38 45 0.947727272727273;
38 46 0.951388888888889;
38 47 0.968523002421308;
38 50 0.962264150943396;
38 51 0.953727506426735;
38 54 0.92156862745098;
38 57 0.935606060606061;
38 58 0.65;
39 40 0.89906103286385;
39 41 0.945330296127563;
39 44 0.891489361702128;
39 45 0.912393162393162;
39 46 0.899553571428571;
39 47 0.889390519187359;
39 50 0.896551724137931;
39 51 0.906474820143885;
39 54 0.940425531914894;
39 57 0.94758064516129;
39 58 0.71551724137931;
40 41 0.96144578313253;
40 44 0.944567627494457;
40 45 0.950782997762864;
40 46 0.947126436781609;
40 47 0.938388625592417;
40 50 0.961194029850746;
40 51 0.960199004975124;
40 54 0.935779816513762;
40 57 0.959641255605381;
40 58 0.651376146788991;
41 44 0.928888888888889;
41 45 0.944933920704846;
41 46 0.944827586206897;
41 47 0.928571428571429;
41 50 0.959119496855346;
41 51 0.9575;
41 54 0.919282511210762;
41 57 0.929460580912863;
41 58 0.688;
42 52 -1;
42 54 1;
43 48 0.951501154734411;
43 49 0.964622641509434;
43 52 0.960573476702509;
43 53 0.901818181818182;
43 55 0.96234309623431;
43 56 0.94811320754717;
44 45 0.921212121212121;
44 46 0.932914046121593;
44 47 0.919148936170213;
44 50 0.923482849604222;
44 51 0.943355119825708;
44 54 0.920948616600791;
44 57 0.927756653992395;
44 58 0.653225806451613;
45 46 0.941422594142259;
45 47 0.927350427350427;
45 50 0.943396226415094;
45 51 0.940528634361233;
45 54 0.929961089494163;
45 57 0.957364341085271;
45 58 0.676923076923077;
46 47 0.930648769574944;
46 50 0.941340782122905;
46 51 0.938967136150235;
46 54 0.951754385964912;
46 57 0.948616600790514;
46 58 0.660714285714286;
47 50 0.935294117647059;
47 51 0.92822966507177;
47 54 0.938967136150235;
47 57 0.958333333333333;
47 58 0.674418604651163;
48 49 0.975786924939467;
48 52 0.992537313432836;
48 53 0.909774436090226;
48 55 0.991379310344828;
48 56 0.970731707317073;
49 52 0.968127490039841;
49 53 0.950207468879668;
49 55 0.971153846153846;
49 56 0.946524064171123;
50 51 0.940379403794038;
50 54 0.924107142857143;
50 57 0.94300518134715;
50 58 0.661290322580645;
51 54 0.932075471698113;
51 57 0.952205882352941;
51 58 0.674418604651163;
52 53 0.913669064748201;
52 55 1;
52 56 0.981308411214953;
53 55 0.931297709923664;
53 56 0.904761904761905;
54 57 0.950980392156863;
54 58 0.772727272727273;
55 56 0.983333333333333;
57 58 0.666666666666667]
