n = 77
9 61 0.976635514018692;
9 67 0.939393939393939;
10 46 0.918181818181818;
10 47 0.896135265700483;
10 48 0.881067961165049;
10 49 0.85876993166287;
10 50 0.815068493150685;
10 51 0.891566265060241;
10 52 -0.5;
10 61 0.928406466512702;
10 67 0.908212560386473;
11 12 0.805555555555556;
11 31 -0.295652173913043;
11 33 0.662650602409639;
11 53 0.831353919239905;
11 68 0.747572815533981;
11 71 -0.461538461538462;
11 72 0.759590792838875;
12 33 0.5625;
12 53 0.961340206185567;
12 68 0.573979591836735;
12 71 -0.431372549019608;
12 72 0.577956989247312;
13 14 0.931873479318735;
13 15 0.783333333333333;
13 16 0.83419689119171;
13 17 0.8375;
13 18 0.903225806451613;
13 36 0.790884718498659;
13 37 0.703296703296703;
13 38 0.840970350404313;
13 52 -0.529411764705882;
13 60 0.780058651026393;
13 75 0.838187702265372;
14 15 0.84020618556701;
14 16 0.860975609756098;
14 17 0.851162790697674;
14 18 0.859375;
14 36 0.836633663366337;
14 37 0.755102040816326;
14 38 0.865139949109415;
14 52 -0.473684210526316;
14 60 0.815426997245179;
14 75 0.884848484848485;
15 16 0.907821229050279;
15 17 0.831134564643799;
15 18 0.835820895522388;
15 36 0.852691218130312;
15 37 0.852941176470588;
15 38 0.880466472303207;
15 52 -0.4;
15 60 0.837060702875399;
15 75 0.923636363636364;
16 17 0.87;
16 18 0.885245901639344;
16 36 0.864721485411141;
16 37 0.872340425531915;
16 38 0.893150684931507;
16 52 -0.533333333333333;
16 60 0.858823529411765;
16 75 0.921052631578947;
17 18 0.865671641791045;
17 36 0.860050890585242;
17 37 0.921348314606742;
17 38 0.889447236180904;
17 52 -0.4;
17 58 0.552036199095023;
17 60 0.872521246458923;
17 75 0.893939393939394;
18 19 0.742424242424242;
18 20 0.711111111111111;
18 21 0.746268656716418;
18 22 0.625;
18 23 0.711864406779661;
18 24 0.676923076923077;
18 25 0.631578947368421;
18 26 0.727272727272727;
18 27 0.609756097560976;
18 28 0.734375;
18 29 0.633333333333333;
18 30 0.73469387755102;
18 36 0.810810810810811;
18 37 0.759259259259259;
18 38 0.893939393939394;
18 39 0.846153846153846;
18 40 0.790322580645161;
18 41 0.659574468085106;
18 42 0.681818181818182;
18 43 0.672413793103448;
18 44 0.686567164179104;
18 45 0.722222222222222;
18 52 -0.75;
18 54 0.639344262295082;
18 58 0.676923076923077;
18 59 0.703125;
18 60 0.695652173913043;
18 64 0.804347826086957;
18 69 0.63265306122449;
18 70 0.712121212121212;
18 73 -1;
19 20 0.975609756097561;
19 21 0.983908045977012;
19 22 0.928994082840237;
19 23 0.967213114754098;
19 24 0.96551724137931;
19 25 0.9328165374677;
19 26 0.969483568075117;
19 27 0.925333333333333;
19 28 0.905852417302799;
19 29 0.923333333333333;
19 30 0.973837209302326;
19 32 0.849872773536896;
19 37 0.57843137254902;
19 39 0.984375;
19 40 0.955801104972376;
19 41 0.960365853658537;
19 42 0.968523002421308;
19 43 0.966836734693878;
19 44 0.939051918735892;
19 45 0.962121212121212;
19 52 -0.5;
19 58 0.931034482758621;
19 59 0.953771289537713;
19 62 0.732584269662921;
19 64 0.942211055276382;
19 69 0.954301075268817;
19 70 0.942263279445728;
19 73 0.968051118210863;
20 21 0.99388379204893;
20 22 0.911290322580645;
20 23 0.968454258675079;
20 24 0.980645161290323;
20 25 0.948096885813149;
20 26 0.981818181818182;
20 27 0.936026936026936;
20 28 0.926315789473684;
20 29 0.923694779116466;
20 30 0.989473684210526;
20 32 0.875838926174497;
20 37 0.744186046511628;
20 39 0.972881355932203;
20 40 0.9644128113879;
20 41 0.97463768115942;
20 42 0.954692556634304;
20 43 0.970394736842105;
20 44 0.914893617021277;
20 45 0.97682119205298;
20 52 -0.4;
20 58 0.962962962962963;
20 59 0.96742671009772;
20 62 0.766666666666667;
20 64 0.956810631229236;
20 69 0.948339483394834;
20 70 0.926380368098159;
20 73 0.98134328358209;
21 22 0.919753086419753;
21 23 0.973747016706444;
21 24 0.977443609022556;
21 25 0.939947780678851;
21 26 0.983173076923077;
21 27 0.943396226415094;
21 28 0.919480519480519;
21 29 0.930232558139535;
21 30 0.985294117647059;
21 32 0.858974358974359;
21 37 0.58;
21 39 0.981481481481482;
21 40 0.968926553672316;
21 41 0.960725075528701;
21 42 0.967901234567901;
21 43 0.973890339425587;
21 44 0.938073394495413;
21 45 0.979328165374677;
21 52 -0.666666666666667;
21 58 0.95067264573991;
21 59 0.963325183374083;
21 62 0.754022988505747;
21 64 0.953846153846154;
21 69 0.945054945054945;
21 70 0.945754716981132;
21 73 0.983660130718954;
22 23 0.916129032258065;
22 24 0.883561643835616;
22 25 0.866141732283465;
22 26 0.95;
22 27 0.867647058823529;
22 28 0.890625;
22 29 0.907142857142857;
22 30 0.912162162162162;
22 32 0.775193798449612;
22 39 0.909774436090226;
22 40 0.896969696969697;
22 41 0.892086330935252;
22 42 0.925675675675676;
22 43 0.900826446280992;
22 44 0.836363636363636;
22 45 0.928571428571429;
22 58 0.892405063291139;
22 59 0.901960784313726;
22 62 0.556213017751479;
22 64 0.904411764705882;
22 65 0.607594936708861;
22 69 0.918518518518519;
22 70 0.876543209876543;
22 73 0.912087912087912;
23 24 0.959183673469388;
23 25 0.932614555256065;
23 26 0.965686274509804;
23 27 0.92817679558011;
23 28 0.905013192612137;
23 29 0.933797909407665;
23 30 0.966867469879518;
23 32 0.842931937172775;
23 33 -0.308641975308642;
23 39 0.957333333333333;
23 40 0.948424068767908;
23 41 0.958860759493671;
23 42 0.954773869346734;
23 43 0.949333333333333;
23 44 0.934272300469484;
23 45 0.955497382198953;
23 52 -0.5;
23 58 0.925581395348837;
23 59 0.957178841309824;
23 62 0.731934731934732;
23 64 0.950904392764858;
23 69 0.938888888888889;
23 70 0.923076923076923;
23 73 0.974025974025974;
24 25 0.935483870967742;
24 26 0.963824289405685;
24 27 0.928374655647383;
24 28 0.898876404494382;
24 29 0.930909090909091;
24 30 0.990536277602524;
24 32 0.857142857142857;
24 33 -0.261363636363636;
24 39 0.954415954415954;
24 40 0.958333333333333;
24 41 0.956375838926175;
24 42 0.962765957446808;
24 43 0.969014084507042;
24 44 0.92156862745098;
24 45 0.955145118733509;
24 52 -0.529411764705882;
24 58 0.923444976076555;
24 59 0.960106382978723;
24 62 0.714285714285714;
24 64 0.945169712793734;
24 69 0.923076923076923;
24 70 0.924242424242424;
24 73 0.98;
25 26 0.923913043478261;
25 27 0.906976744186046;
25 28 0.857566765578635;
25 29 0.894736842105263;
25 30 0.952542372881356;
25 32 0.838888888888889;
25 39 0.925925925925926;
25 40 0.921824104234528;
25 41 0.941580756013746;
25 42 0.924932975871314;
25 43 0.928358208955224;
25 44 0.881748071979435;
25 45 0.921832884097035;
25 52 -0.705882352941177;
25 58 0.899441340782123;
25 59 0.920110192837466;
25 62 0.728682170542636;
25 64 0.917112299465241;
25 69 0.893939393939394;
25 70 0.887434554973822;
25 73 0.95959595959596;
26 27 0.938718662952646;
26 28 0.943850267379679;
26 29 0.942176870748299;
26 30 0.973372781065089;
26 32 0.852941176470588;
26 37 0.583333333333333;
26 39 0.962566844919786;
26 40 0.959537572254335;
26 41 0.952380952380952;
26 42 0.952853598014888;
26 43 0.96551724137931;
26 44 0.919811320754717;
26 45 0.966057441253264;
26 52 -0.5;
26 58 0.962441314553991;
26 59 0.961832061068702;
26 62 0.734117647058824;
26 64 0.944736842105263;
26 69 0.949579831932773;
26 70 0.94047619047619;
26 73 0.97444089456869;
27 28 0.883435582822086;
27 29 0.913533834586466;
27 30 0.934931506849315;
27 32 0.881458966565349;
27 33 -0.3125;
27 39 0.916167664670659;
27 40 0.919732441471572;
27 41 0.925531914893617;
27 42 0.914285714285714;
27 43 0.916167664670659;
27 44 0.877333333333333;
27 45 0.951841359773371;
27 52 1;
27 58 0.932584269662921;
27 59 0.916905444126075;
27 62 0.726790450928382;
27 64 0.930167597765363;
27 69 0.884615384615385;
27 70 0.882191780821918;
27 73 0.938775510204082;
28 29 0.87843137254902;
28 30 0.930232558139535;
28 32 0.775510204081633;
28 37 0.551020408163265;
28 39 0.90990990990991;
28 40 0.924290220820189;
28 41 0.890845070422535;
28 42 0.919667590027701;
28 43 0.92375366568915;
28 44 0.89769820971867;
28 45 0.907780979827089;
28 52 -0.473684210526316;
28 58 0.898936170212766;
28 59 0.925;
28 62 0.654822335025381;
28 64 0.883190883190883;
28 69 0.888544891640867;
28 70 0.929503916449086;
28 73 0.924528301886792;
29 30 0.920962199312715;
29 32 0.856603773584906;
29 39 0.915492957746479;
29 40 0.899641577060932;
29 41 0.904255319148936;
29 42 0.914965986394558;
29 43 0.913385826771654;
29 44 0.850993377483444;
29 45 0.937037037037037;
29 52 1;
29 58 0.903448275862069;
29 59 0.907849829351536;
29 62 0.766666666666667;
29 64 0.929368029739777;
29 69 0.904382470119522;
29 70 0.896666666666667;
29 72 -0.255972696245734;
29 73 0.922727272727273;
30 32 0.872053872053872;
30 33 -0.311688311688312;
30 37 0.575;
30 39 0.970099667774086;
30 40 0.965625;
30 41 0.983050847457627;
30 42 0.960244648318043;
30 43 0.963333333333333;
30 44 0.921511627906977;
30 45 0.973421926910299;
30 52 -0.375;
30 58 0.952631578947368;
30 59 0.961424332344214;
30 62 0.745664739884393;
30 64 0.967105263157895;
30 69 0.935018050541516;
30 70 0.938053097345133;
30 73 0.987394957983193;
31 33 -0.3;
31 48 -0.393939393939394;
31 55 0.71551724137931;
31 56 0.82089552238806;
31 57 0.742424242424242;
31 62 0.705426356589147;
31 63 0.636363636363636;
31 66 0.714285714285714;
31 71 0.870967741935484;
31 72 -0.337209302325581;
31 75 -0.27027027027027;
31 76 -0.297297297297297;
32 39 0.858757062146893;
32 40 0.807570977917981;
32 41 0.846666666666667;
32 42 0.884718498659517;
32 43 0.865546218487395;
32 44 0.812658227848101;
32 45 0.855153203342618;
32 52 -0.277777777777778;
32 58 0.716577540106952;
32 59 0.849315068493151;
32 62 0.79493670886076;
32 64 0.849726775956284;
32 69 0.807807807807808;
32 70 0.822454308093995;
32 73 0.953795379537954;
33 39 -0.306666666666667;
33 40 -0.261363636363636;
33 41 -0.28;
33 53 0.593406593406593;
33 54 -0.297619047619048;
33 55 -0.422222222222222;
33 56 -0.566037735849057;
33 62 -0.362637362637363;
33 63 -0.394736842105263;
33 68 0.658823529411765;
33 71 -0.5;
33 72 0.712121212121212;
33 73 -1;
34 35 0.720194647201946;
36 37 0.878048780487805;
36 38 0.88268156424581;
36 52 0.6;
36 60 0.835294117647059;
36 75 0.884012539184953;
37 38 0.869047619047619;
37 39 0.626666666666667;
37 40 0.555555555555556;
37 42 0.552941176470588;
37 43 0.662337662337662;
37 45 0.604395604395604;
37 52 -0.4;
37 58 0.644444444444444;
37 59 0.577777777777778;
37 60 0.726190476190476;
37 61 0.5625;
37 64 0.597826086956522;
37 69 0.55952380952381;
37 73 0.6;
38 52 -0.4;
38 60 0.90625;
38 75 0.959731543624161;
39 40 0.954692556634304;
39 41 0.938311688311688;
39 42 0.94750656167979;
39 43 0.964809384164223;
39 44 0.91644908616188;
39 45 0.963172804532578;
39 52 -0.473684210526316;
39 58 0.947976878612717;
39 59 0.947222222222222;
39 62 0.790155440414508;
39 64 0.936111111111111;
39 69 0.939024390243902;
39 70 0.931398416886544;
39 73 0.959044368600683;
40 41 0.941780821917808;
40 42 0.951807228915663;
40 43 0.952229299363057;
40 44 0.917127071823204;
40 45 0.949685534591195;
40 52 -0.5;
40 58 0.938325991189427;
40 59 0.936363636363636;
40 62 0.668508287292818;
40 64 0.931888544891641;
40 69 0.919732441471572;
40 70 0.909090909090909;
40 73 0.957627118644068;
41 42 0.943217665615142;
41 43 0.941580756013746;
41 44 0.900302114803625;
41 45 0.933110367892977;
41 52 -0.666666666666667;
41 58 0.908536585365854;
41 59 0.937888198757764;
41 62 0.827272727272727;
41 64 0.933554817275748;
41 69 0.923913043478261;
41 70 0.911671924290221;
41 73 0.982608695652174;
42 43 0.970108695652174;
42 44 0.927184466019418;
42 45 0.949468085106383;
42 52 -0.5;
42 58 0.949748743718593;
42 59 0.956072351421189;
42 62 0.75544794188862;
42 64 0.934383202099738;
42 69 0.925925925925926;
42 70 0.914004914004914;
42 73 0.961290322580645;
43 44 0.920716112531969;
43 45 0.953757225433526;
43 52 -0.5;
43 58 0.947916666666667;
43 59 0.955922865013774;
43 62 0.732142857142857;
43 64 0.934844192634561;
43 69 0.927745664739884;
43 70 0.928947368421053;
43 73 0.972027972027972;
44 45 0.911616161616162;
44 52 -0.666666666666667;
44 58 0.860262008733624;
44 59 0.910194174757282;
44 62 0.706546275395034;
44 64 0.902010050251256;
44 69 0.913513513513514;
44 70 0.912037037037037;
44 73 0.93015873015873;
45 52 -0.5;
45 58 0.968253968253968;
45 59 0.956403269754768;
45 62 0.736180904522613;
45 64 0.966233766233766;
45 69 0.932153392330384;
45 70 0.920716112531969;
45 73 0.964285714285714;
46 47 0.939320388349515;
46 48 0.904878048780488;
46 49 0.890160183066362;
46 50 0.850917431192661;
46 51 0.910411622276029;
46 52 -0.368421052631579;
46 61 0.969837587006961;
46 67 0.931034482758621;
46 71 -0.348484848484849;
47 48 0.909560723514212;
47 49 0.879227053140097;
47 50 0.839805825242718;
47 51 0.903225806451613;
47 61 0.958333333333333;
47 67 0.896739130434783;
48 49 0.865525672371638;
48 50 0.824390243902439;
48 51 0.895674300254453;
48 52 -0.3;
48 61 0.93398533007335;
48 67 0.855721393034826;
48 71 -0.377049180327869;
49 50 0.825688073394495;
49 51 0.915865384615385;
49 52 -0.263157894736842;
49 61 0.902325581395349;
49 67 0.866995073891626;
49 71 -0.264705882352941;
50 51 0.845410628019324;
50 52 -0.388888888888889;
50 61 0.846153846153846;
50 67 0.818627450980392;
50 71 -0.27536231884058;
51 52 -0.263157894736842;
51 61 0.928571428571429;
51 67 0.919786096256685;
52 54 -0.45;
52 58 -0.5;
52 59 -0.875;
52 60 -0.5;
52 61 -0.3;
52 64 -0.421052631578947;
52 66 -0.285714285714286;
52 67 -0.333333333333333;
52 68 0.882352941176471;
52 69 -0.588235294117647;
52 70 -0.5;
52 71 -1;
53 68 0.594202898550725;
53 71 -0.449275362318841;
53 72 0.602564102564103;
54 55 0.599520383693046;
54 56 0.615384615384615;
54 57 0.6158357771261;
55 56 0.692105263157895;
55 57 0.641025641025641;
55 71 0.681159420289855;
56 57 0.650455927051672;
56 66 0.567375886524823;
56 71 0.707692307692308;
57 71 0.55;
58 59 0.925373134328358;
58 64 0.936507936507937;
58 69 0.910614525139665;
58 70 0.863013698630137;
58 73 0.929203539823009;
59 62 0.757869249394673;
59 64 0.948228882833787;
59 69 0.936231884057971;
59 70 0.923645320197044;
59 73 0.976109215017065;
60 71 -0.258064516129032;
60 75 0.938628158844765;
61 67 0.945273631840796;
61 71 -0.264705882352941;
62 64 0.728643216080402;
62 69 0.741935483870968;
62 70 0.706697459584296;
62 73 0.872611464968153;
63 66 0.761904761904762;
63 71 0.722222222222222;
64 69 0.920588235294118;
64 70 0.902313624678663;
64 73 0.948387096774194;
66 71 0.692307692307692;
68 71 -0.382352941176471;
68 72 0.957070707070707;
69 70 0.900552486187845;
69 73 0.937269372693727;
70 73 0.936708860759494;
71 72 -0.476190476190476;
71 73 -0.3125;
71 74 -0.333333333333333;
71 75 -0.352941176470588]
